t,alpha_t,q_t,Q_C,demand,supply,marginA,driftB_max,driftB_p90,miss,horizon,strategy
16,0.088,0.912,62.27793469088518,23,127,5.521739130434782,0.04060236824802989,0.030424897138432785,0.0,Current,diversity_optimal
17,0.0885,0.9115,62.2501969206957,23,127,5.521739130434782,0.04062046006484851,0.030438454024139344,0.0,Current,diversity_optimal
18,0.089,0.911,62.222459150506225,23,127,5.521739130434782,0.04063856801174826,0.03045202299672852,0.0,Current,diversity_optimal
19,0.0895,0.9105,62.19472138031674,23,127,5.521739130434782,0.040656692110310366,0.03046560407237195,0.0,Current,diversity_optimal
20,0.09,0.91,62.16698361012727,23,127,5.521739130434782,0.020283562152385675,0.01848441685380442,0.0,Current,diversity_optimal
21,0.0905,0.9095,62.139245839937786,23,127,5.521739130434782,0.020292616346365693,0.017343238283975316,0.0,Current,diversity_optimal
22,0.091,0.909,62.080843310874386,24,127,5.291666666666667,0.016922517755691986,0.015664959497825297,0.0,Current,diversity_optimal
23,0.0915,0.9085,61.88444936687823,24,127,5.291666666666667,0.017320153490108514,0.017148187926171805,0.0,Current,diversity_optimal
24,0.092,0.908,61.68805542288216,24,127,5.291666666666667,0.017375295011935087,0.01720278196769443,0.0,Current,diversity_optimal
25,0.0925,0.9075,61.491661478886,24,127,5.291666666666667,0.01743078875911026,0.017257724737447064,0.0,Current,diversity_optimal
26,0.093,0.907,61.29526753488989,24,127,5.291666666666667,0.01780271649346468,0.01764467730537804,0.0,Current,diversity_optimal
27,0.0935,0.9065,61.09887359089373,24,127,5.291666666666667,0.01785994088240199,0.017701393699034423,0.0,Current,diversity_optimal
28,0.094,0.906,60.90247964689767,24,127,5.291666666666667,0.01791753433754155,0.017854085474422556,0.0,Current,diversity_optimal
29,0.0945,0.9055,60.70608570290151,25,127,5.08,0.017975500440848852,0.017911846310460097,0.0,Current,diversity_optimal
30,0.095,0.905,60.41481208883323,25,127,5.08,0.09067817128403151,0.05437016785998404,0.0,Current,diversity_optimal
31,0.0955,0.9045,59.875495908719,25,127,5.08,0.09149493620955634,0.06591106569662046,0.0,Current,diversity_optimal
32,0.096,0.904,59.33617972860502,25,127,5.08,0.09232654855335748,0.06651014208376452,0.0,Current,diversity_optimal
33,0.0965,0.9035,58.7968635484908,25,127,5.08,0.09317341688074472,0.06712020856695179,0.0,Current,diversity_optimal
34,0.097,0.903,58.25754736837669,25,127,5.08,0.09403596488611406,0.06774157036688984,0.0,Current,diversity_optimal
35,0.0975,0.9025,57.718231188262465,25,127,5.08,0.09491463209977684,0.06837454411215318,0.0,Current,diversity_optimal
36,0.098,0.902,57.17891500814848,25,127,5.08,0.057602763738501164,0.049915902929039115,0.0,Current,diversity_optimal
37,0.0985,0.9015,56.63959882803425,26,127,4.884615384615385,0.0581512510715028,0.04614749683786533,0.0,Current,diversity_optimal
38,0.099,0.901,55.69108747662569,26,127,4.884615384615385,0.05914166307886537,0.04693346505240553,0.0,Current,diversity_optimal
39,0.0995,0.9005,54.05042684611229,26,127,4.884615384615385,0.06093686441025988,0.048358095584635954,0.0,Current,diversity_optimal
40,0.1,0.9,52.409766215599625,26,127,4.884615384615385,0.06284446144043027,0.04987192076114791,0.0,Current,diversity_optimal
41,0.1005,0.8995,50.76910558508623,26,127,4.884615384615385,0.06487535074885682,0.05148358785707042,0.0,Current,diversity_optimal
42,0.101,0.899,49.1284449545732,26,127,4.884615384615385,0.03936391402942437,0.035547376237874365,0.0,Current,diversity_optimal
43,0.1015,0.8985,47.487784324059795,26,127,4.884615384615385,0.03282711063828025,0.03126943984403749,0.0,Current,diversity_optimal
44,0.10200000000000001,0.898,45.84712369354713,26,127,4.884615384615385,0.03400184405007965,0.029395469094007254,0.0,Current,diversity_optimal
45,0.10250000000000001,0.8975,44.20646306303374,27,127,4.703703703703703,0.03526377461480901,0.030486440538369203,0.0,Current,diversity_optimal
46,0.10300000000000001,0.897,43.29474459955709,27,127,4.703703703703703,0.039493712865936,0.03775004324456832,0.0,Current,diversity_optimal
47,0.10350000000000001,0.8965,43.216985394977975,27,127,4.703703703703703,0.03956477288250735,0.03781796592146716,0.0,Current,diversity_optimal
48,0.10400000000000001,0.896,43.139226190398894,27,127,4.703703703703703,0.03963608907290718,0.03616931626440188,0.0,Current,diversity_optimal
49,0.10450000000000001,0.8955,43.061466985819784,27,127,4.703703703703703,0.03970766282491035,0.036234629814073015,0.0,Current,diversity_optimal
50,0.10500000000000001,0.895,42.98370778124068,27,127,4.703703703703703,0.039779495536333816,0.036300179673263856,0.0,Current,diversity_optimal
51,0.10550000000000001,0.8945,42.905948576661565,27,127,4.703703703703703,0.039851588615127706,0.03636596712677811,0.0,Current,diversity_optimal
52,0.10600000000000001,0.894,42.82818937208249,27,127,4.703703703703703,0.032940043458033176,0.03243621258479375,0.0,Current,diversity_optimal
53,0.10650000000000001,0.8935,42.750430167503374,28,127,4.535714285714286,0.031990463854645705,0.030742160010086936,0.0,Current,diversity_optimal
54,0.10700000000000001,0.893,42.68625166725008,28,127,4.535714285714286,0.029538199985410626,0.028849040976410986,0.0,Current,diversity_optimal
55,0.10750000000000001,0.8925,42.632689069673994,28,127,4.535714285714286,0.02957531100874661,0.028300111884293818,0.0,Current,diversity_optimal
56,0.10800000000000001,0.892,42.579126472097926,28,127,4.535714285714286,0.02705890886653974,0.024380716951797225,0.0,Current,diversity_optimal
57,0.10850000000000001,0.8915,42.525563874521836,28,127,4.535714285714286,0.03060462419864666,0.028848807405357908,0.0,Current,diversity_optimal
58,0.10900000000000001,0.891,42.47200127694576,28,127,4.535714285714286,0.030643220523769887,0.029923559437855962,0.0,Current,diversity_optimal
59,0.10950000000000001,0.8905,42.41843867936967,28,127,4.535714285714286,0.05207081521358909,0.04137636476758065,0.0,Current,diversity_optimal
60,0.11000000000000001,0.89,42.364876081793604,28,127,4.535714285714286,0.052136649186887124,0.04142867757432479,0.0,Current,diversity_optimal
61,0.11050000000000001,0.8895,42.31131348421752,29,127,4.379310344827586,0.05220264984083525,0.04148112282837843,0.0,Current,diversity_optimal
62,0.11100000000000002,0.889,42.006959383636215,29,127,4.379310344827586,0.05258087503907365,0.04178166707187471,0.0,Current,diversity_optimal
63,0.11150000000000002,0.8885,41.57116636280511,29,127,4.379310344827586,0.05313208349378093,0.041484410854826424,0.0,Current,diversity_optimal
64,0.11200000000000002,0.888,41.13537334197419,29,127,4.379310344827586,0.053694971083892304,0.04077413821767494,0.0,Current,diversity_optimal
0,0.1,0.9,5.866758588605404,26,131,5.038461538461538,,,1.0,1M,pooled_trailing
1,0.0955,0.9045,6.782636667432286,25,131,5.24,,,1.0,1M,pooled_trailing
2,0.091,0.909,7.02265494357245,24,131,5.458333333333333,,,1.0,1M,pooled_trailing
3,0.0865,0.9135,8.322022784843403,22,131,5.954545454545454,,,1.0,1M,pooled_trailing
4,0.08199999999999999,0.918,11.398805186091078,21,131,6.238095238095238,,,1.0,1M,pooled_trailing
5,0.07749999999999999,0.9225,16.070560907119972,20,131,6.55,,,1.0,1M,pooled_trailing
6,0.07299999999999998,0.927,18.02189997062314,19,131,6.894736842105263,4.975127717770639,4.188154653048428,0.0,1M,pooled_trailing
7,0.07349999999999998,0.9265,17.696545968616547,19,131,6.894736842105263,5.066596285497991,4.265154587375068,0.0,1M,pooled_trailing
8,0.07399999999999998,0.926,17.371191966610102,19,131,6.894736842105263,5.1614911770636525,3.4997714633737487,0.0,1M,pooled_trailing
9,0.07449999999999998,0.9255,17.045837964603514,19,131,6.894736842105263,5.260008587252963,3.5665716203435376,0.0,1M,pooled_trailing
10,0.07499999999999998,0.925,16.720483962596997,20,131,6.55,1.9095828721073964,1.4599437723299826,0.0,1M,pooled_trailing
