t,alpha_t,q_t,Q_C,demand,supply,marginA,driftB_max,driftB_p90,miss,horizon,strategy
25,0.0925,0.9075,12.06389741284248,24,130,5.416666666666667,0.08884758590073523,0.08796545023013849,0.0,Current,pooled_trailing
26,0.093,0.907,11.69518246354358,24,130,5.416666666666667,0.09330527964965837,0.09247698523484578,0.0,Current,pooled_trailing
27,0.0935,0.9065,11.326467514244598,24,130,5.416666666666667,0.09634268309535621,0.09548742488686494,0.0,Current,pooled_trailing
28,0.094,0.906,10.957752564945782,24,130,5.416666666666667,0.09958449635060851,0.09923185167535958,0.0,Current,pooled_trailing
29,0.0945,0.9055,10.589037615646802,25,130,5.2,0.10305207233396535,0.10268714841594909,0.0,Current,pooled_trailing
30,0.095,0.905,10.306079907310378,25,130,5.2,0.5315604699317233,0.31872093987640104,0.0,Current,pooled_trailing
31,0.0955,0.9045,10.247316128918715,25,130,5.2,0.5346087316681486,0.38512110827927915,0.0,Current,pooled_trailing
32,0.096,0.904,10.188552350527079,25,130,5.2,0.5376921558832046,0.3873423435129278,0.0,Current,pooled_trailing
33,0.0965,0.9035,10.129788572135416,25,130,5.2,0.5408113545186205,0.38958934990144345,0.0,Current,pooled_trailing
34,0.097,0.903,10.071024793743765,25,130,5.2,0.5439669537986821,0.39186257856389073,0.0,Current,pooled_trailing
35,0.0975,0.9025,10.012261015352102,25,130,5.2,0.547159594649375,0.39416249121013575,0.0,Current,pooled_trailing
36,0.098,0.902,9.953497236960464,25,130,5.2,0.33090515359845657,0.286747170686521,0.0,Current,pooled_trailing
37,0.0985,0.9015,9.894733458568801,26,130,5.0,0.33287036440440093,0.2641582735663437,0.0,Current,pooled_trailing
38,0.099,0.901,9.823768550350666,26,130,5.0,0.3352749522911598,0.26606649926838627,0.0,Current,pooled_trailing
39,0.0995,0.9005,9.732165560830264,26,130,5.0,0.3384306926810263,0.268570822339328,0.0,Current,pooled_trailing
40,0.1,0.9,9.640562571309903,26,130,5.0,0.34164640369018334,0.27112273671592657,0.0,Current,pooled_trailing
41,0.1005,0.8995,9.548959581789502,26,130,5.0,0.3449238112096997,0.2737236120256823,0.0,Current,pooled_trailing
42,0.101,0.899,9.45735659226912,26,130,5.0,0.20448503392290146,0.18465913807347517,0.0,Current,pooled_trailing
43,0.1015,0.8985,9.365753602748718,26,130,5.0,0.16644541550988376,0.15854745685515492,0.0,Current,pooled_trailing
44,0.10200000000000001,0.898,9.274150613228358,26,130,5.0,0.16808943643304156,0.145317642961338,0.0,Current,pooled_trailing
45,0.10250000000000001,0.8975,9.182547623707954,27,130,4.814814814814815,0.16976625810770538,0.14676729844593892,0.0,Current,pooled_trailing
46,0.10300000000000001,0.897,9.113901075392297,27,130,4.814814814814815,0.18761123230047144,0.17932809094325958,0.0,Current,pooled_trailing
47,0.10350000000000001,0.8965,9.071518252183731,27,130,4.814814814814815,0.18848776624655242,0.1801659254229453,0.0,Current,pooled_trailing
48,0.10400000000000001,0.896,9.029135428975183,27,130,4.814814814814815,0.18937252910526042,0.17280904996451074,0.0,Current,pooled_trailing
49,0.10450000000000001,0.8955,8.986752605766616,27,130,4.814814814814815,0.19026563730281748,0.17362404240224474,0.0,Current,pooled_trailing
50,0.10500000000000001,0.895,8.94436978255806,27,130,4.814814814814815,0.19116720947218305,0.17444675851000666,0.0,Current,pooled_trailing
51,0.10550000000000001,0.8945,8.901986959349491,27,130,4.814814814814815,0.1920773665055884,0.17527730860618176,0.0,Current,pooled_trailing
52,0.10600000000000001,0.894,8.859604136140945,27,130,4.814814814814815,0.15923537863168793,0.15679981111433394,0.0,Current,pooled_trailing
53,0.10650000000000001,0.8935,8.817221312932377,28,130,4.642857142857143,0.1551062452110825,0.1490538252433129,0.0,Current,pooled_trailing
54,0.10700000000000001,0.893,8.72225990470889,28,130,4.642857142857143,0.14455829706405462,0.1411855914558407,0.0,Current,pooled_trailing
55,0.10750000000000001,0.8925,8.586198334959619,28,130,4.642857142857143,0.14684904647974575,0.14051735395951093,0.0,Current,pooled_trailing
56,0.10800000000000001,0.892,8.45013676521041,28,130,4.642857142857143,0.13634627874530963,0.12285122234292581,0.0,Current,pooled_trailing
57,0.10850000000000001,0.8915,8.314075195461138,28,130,4.642857142857143,0.1565392266268887,0.14755842029069854,0.0,Current,pooled_trailing
58,0.10900000000000001,0.891,8.178013625711898,28,130,4.642857142857143,0.15914364548420412,0.15540613073321305,0.0,Current,pooled_trailing
59,0.10950000000000001,0.8905,8.041952055962627,28,130,4.642857142857143,0.27465504230216753,0.2182456174141867,0.0,Current,pooled_trailing
60,0.11000000000000001,0.89,7.905890486213417,28,130,4.642857142857143,0.2793818970771401,0.2220016574640764,0.0,Current,pooled_trailing
61,0.11050000000000001,0.8895,7.769828916464147,29,130,4.482758620689655,0.28427430074323573,0.2258892455083249,0.0,Current,pooled_trailing
62,0.11100000000000002,0.889,7.704119894191567,29,130,4.482758620689655,0.28669889779203583,0.22781587199754053,0.0,Current,pooled_trailing
63,0.11150000000000002,0.8885,7.675282387765179,29,130,4.482758620689655,0.28777608047924164,0.22468949779072403,0.0,Current,pooled_trailing
64,0.11200000000000002,0.888,7.646444881338804,29,130,4.482758620689655,0.2888613880566794,0.21935153189617287,0.0,Current,pooled_trailing
0,0.1,0.9,52.409766215599625,26,127,4.884615384615385,,,1.0,Current,diversity_optimal
1,0.0955,0.9045,59.875495908719,25,127,5.08,,,1.0,Current,diversity_optimal
2,0.091,0.909,62.080843310874386,24,127,5.291666666666667,,,0.0,Current,diversity_optimal
3,0.0915,0.9085,61.88444936687823,24,127,5.291666666666667,,,0.0,Current,diversity_optimal
4,0.092,0.908,61.68805542288216,24,127,5.291666666666667,,,1.0,Current,diversity_optimal
5,0.0875,0.9125,62.30567246107465,23,127,5.521739130434782,,,1.0,Current,diversity_optimal
6,0.08299999999999999,0.917,64.09174226714863,22,127,5.7727272727272725,1.5590151939310875,1.4753374753446045,0.0,Current,diversity_optimal
7,0.08349999999999999,0.9165,63.8664294822222,22,127,5.7727272727272725,1.5645152047808408,1.4805422816563265,0.0,Current,diversity_optimal
8,0.08399999999999999,0.916,63.64502088328103,22,127,5.7727272727272725,1.569957847656989,1.485692799131305,0.0,Current,diversity_optimal
9,0.08449999999999999,0.9155,63.42361228433975,22,127,5.7727272727272725,1.5754384905110768,1.4908792769944403,0.0,Current,diversity_optimal
10,0.08499999999999999,0.915,63.202203685398516,22,127,5.7727272727272725,1.5809575327052137,1.4961020931727014,0.0,Current,diversity_optimal
11,0.08549999999999999,0.9145,62.980795086457235,22,127,5.7727272727272725,1.4162078825975897,0.7152354363633131,0.0,Current,diversity_optimal
12,0.086,0.914,62.75938648751606,22,127,5.7727272727272725,0.014313308477221984,0.01430006779927875,0.0,Current,diversity_optimal
13,0.0865,0.9135,62.53797788857478,22,127,5.7727272727272725,0.014363983118186593,0.014362374015086558,0.0,Current,diversity_optimal
14,0.087,0.913,62.33341023126413,23,127,5.521739130434782,0.04056623291850327,0.02748867809388897,0.0,Current,diversity_optimal
15,0.0875,0.9125,62.30567246107465,23,127,5.521739130434782,0.04058429253974962,0.028616211819059885,0.0,Current,diversity_optimal
