date,value
1967-02-01,4.5905555555555555
1967-03-01,4.221818181818182
1967-04-01,3.8945
1967-05-01,3.799545454545455
1967-06-01,3.889545454545454
1967-07-01,4.7204999999999995
1967-08-01,4.828695652173913
1967-09-01,4.961
1967-10-01,5.07
1967-11-01,5.2490000000000006
1967-12-01,5.492
1968-01-01,5.235454545454545
1968-02-01,5.1684210526315795
1968-03-01,5.331428571428571
1968-04-01,5.4895000000000005
1968-05-01,5.834090909090909
1968-06-01,5.638
1968-07-01,5.407272727272727
1968-08-01,5.231363636363636
1968-09-01,5.254
1968-10-01,5.410434782608696
1968-11-01,5.595
1968-12-01,6.055714285714286
1969-01-01,6.282272727272727
1969-02-01,6.299473684210526
1969-03-01,6.164
1969-04-01,6.13
1969-05-01,6.153809523809524
1969-06-01,6.752857142857143
1969-07-01,7.244761904761904
1969-08-01,7.193809523809524
1969-09-01,7.318095238095238
1969-10-01,7.286363636363637
1969-11-01,7.621176470588235
1969-12-01,7.895909090909091
1970-01-01,7.776666666666666
1970-02-01,7.215
1970-03-01,6.579047619047619
1970-04-01,6.6031818181818185
1970-05-01,7.02
1970-06-01,6.8568181818181815
1970-07-01,6.512272727272728
1970-08-01,6.554285714285713
1970-09-01,6.4609523809523814
1970-10-01,6.206190476190477
1970-11-01,5.415555555555556
1970-12-01,4.89
1971-01-01,4.468999999999999
1971-02-01,3.777222222222222
1971-03-01,3.5008695652173913
1971-04-01,4.028095238095238
1971-05-01,4.3549999999999995
1971-06-01,4.967272727272728
1971-07-01,5.630952380952381
1971-08-01,5.222727272727273
1971-09-01,4.973333333333334
1971-10-01,4.597894736842105
1971-11-01,4.38
1971-12-01,4.234545454545454
1972-01-01,3.6633333333333336
1972-02-01,3.633
1972-03-01,4.124090909090909
1972-04-01,4.2255
1972-05-01,4.12
1972-06-01,4.350909090909091
1972-07-01,4.497999999999999
1972-08-01,4.546956521739131
1972-09-01,5.1265
1972-10-01,5.1335
1972-11-01,5.088
1972-12-01,5.2975
1973-01-01,5.623181818181818
1973-02-01,5.825555555555556
1973-03-01,6.514545454545455
1973-04-01,6.524500000000001
1973-05-01,6.617727272727273
1973-06-01,7.229047619047619
1973-07-01,8.12095238095238
1973-08-01,8.647826086956522
1973-09-01,8.452105263157895
1973-10-01,7.319047619047619
1973-11-01,7.9595
1973-12-01,7.562105263157895
1974-01-01,7.651363636363637
1974-02-01,6.964444444444444
1974-03-01,7.831904761904762
1974-04-01,8.317142857142857
1974-05-01,8.396818181818182
1974-06-01,8.120999999999999
1974-07-01,7.94
1974-08-01,9.112272727272726
1974-09-01,8.525
1974-10-01,7.737272727272727
1974-11-01,7.522777777777778
1974-12-01,7.114285714285715
1975-01-01,6.363636363636363
1975-02-01,5.616666666666666
1975-03-01,5.6205
1975-04-01,5.997727272727272
1975-05-01,5.587142857142857
1975-06-01,5.613333333333333
1975-07-01,6.499545454545455
1975-08-01,6.936190476190476
1975-09-01,6.920952380952381
1975-10-01,6.253636363636364
1975-11-01,5.799411764705883
1975-12-01,5.846363636363637
1976-01-01,5.14
1976-02-01,5.198888888888889
1976-03-01,5.439565217391304
1976-04-01,5.1761904761904765
1976-05-01,5.6205
1976-06-01,5.765454545454546
1976-07-01,5.527142857142857
1976-08-01,5.40090909090909
1976-09-01,5.3047619047619055
1976-10-01,5.0605
1976-11-01,4.878947368421053
1976-12-01,4.512272727272727
1977-01-01,4.826666666666666
1977-02-01,4.897368421052631
1977-03-01,4.878260869565217
1977-04-01,4.798
1977-05-01,5.2
1977-06-01,5.211818181818182
1977-07-01,5.399473684210527
1977-08-01,5.826956521739131
1977-09-01,6.037619047619048
1977-10-01,6.425
1977-11-01,6.410526315789474
1977-12-01,6.396190476190476
1978-01-01,6.7023809523809526
1978-02-01,6.737222222222222
1978-03-01,6.634090909090909
1978-04-01,6.733
1978-05-01,7.019523809523809
1978-06-01,7.2322727272727265
1978-07-01,7.44
1978-08-01,7.37304347826087
1978-09-01,7.9879999999999995
1978-10-01,8.545238095238094
1978-11-01,9.2355
1978-12-01,9.364
1979-01-01,9.472727272727273
1979-02-01,9.408888888888889
1979-03-01,9.467272727272727
1979-04-01,9.4875
1979-05-01,9.537142857142857
1979-06-01,9.061428571428571
1979-07-01,9.235714285714286
1979-08-01,9.493913043478262
1979-09-01,10.202631578947368
1979-10-01,11.657727272727273
1979-11-01,11.822631578947368
1979-12-01,11.8445
1980-01-01,11.844090909090909
1980-02-01,12.864210526315789
1980-03-01,15.027142857142858
1980-04-01,12.880952380952381
1980-05-01,8.647619047619047
1980-06-01,7.301904761904762
1980-07-01,8.061363636363636
1980-08-01,9.412857142857144
1980-09-01,10.574285714285715
1980-10-01,11.634545454545455
1980-11-01,13.504117647058823
1980-12-01,14.635909090909092
1981-01-01,14.078095238095237
1981-02-01,14.052777777777777
1981-03-01,12.81090909090909
1981-04-01,13.452857142857143
1981-05-01,15.285
1981-06-01,14.085454545454546
1981-07-01,14.735454545454546
1981-08-01,15.516190476190475
1981-09-01,14.915714285714287
1981-10-01,13.822380952380952
1981-11-01,11.296666666666667
1981-12-01,11.517727272727273
1982-01-01,12.8275
1982-02-01,13.610555555555557
1982-03-01,12.771739130434783
1982-04-01,12.8
1982-05-01,12.1645
1982-06-01,12.69818181818182
1982-07-01,11.881428571428572
1982-08-01,9.88090909090909
1982-09-01,9.373809523809523
1982-10-01,8.2895
1982-11-01,8.33736842105263
1982-12-01,8.155909090909091
1983-01-01,7.930952380952381
1983-02-01,8.225263157894737
1983-03-01,8.366521739130436
1983-04-01,8.296000000000001
1983-05-01,8.218571428571428
1983-06-01,8.887272727272729
1983-07-01,9.258
1983-08-01,9.506521739130434
1983-09-01,9.145238095238096
1983-10-01,8.8335
1983-11-01,8.932105263157895
1983-12-01,9.173809523809524
1984-01-01,9.014761904761905
1984-02-01,9.18421052631579
1984-03-01,9.655454545454544
1984-04-01,9.8405
1984-05-01,10.306363636363637
1984-06-01,10.505238095238095
1984-07-01,10.524761904761906
1984-08-01,10.610869565217392
1984-09-01,10.466842105263158
1984-10-01,9.865909090909092
1984-11-01,8.810526315789474
1984-12-01,8.284
1985-01-01,8.002857142857144
1985-02-01,8.393333333333333
1985-03-01,8.899047619047618
1985-04-01,8.233333333333334
1985-05-01,7.649090909090909
1985-06-01,7.093500000000001
1985-07-01,7.194999999999999
1985-08-01,7.318181818181818
1985-09-01,7.265263157894736
1985-10-01,7.330454545454546
1985-11-01,7.301052631578948
1985-12-01,7.135714285714285
1986-01-01,7.164761904761905
1986-02-01,7.109473684210527
1986-03-01,6.571
1986-04-01,6.078636363636363
1986-05-01,6.185714285714286
1986-06-01,6.267142857142856
1986-07-01,5.86090909090909
1986-08-01,5.552380952380952
1986-09-01,5.351428571428571
1986-10-01,5.261363636363637
1986-11-01,5.414444444444444
1986-12-01,5.545454545454546
1987-01-01,5.438000000000001
1987-02-01,5.588421052631579
1987-03-01,5.604090909090909
1987-04-01,5.903809523809524
1987-05-01,6.051
1987-06-01,5.990454545454545
1987-07-01,5.761363636363637
1987-08-01,6.1519047619047615
1987-09-01,6.638571428571429
1987-10-01,6.688095238095237
1987-11-01,6.190526315789474
1987-12-01,6.356363636363636
1988-01-01,6.253157894736842
1988-02-01,5.929
1988-03-01,5.908260869565217
1988-04-01,6.2090000000000005
1988-05-01,6.561428571428571
1988-06-01,6.707272727272727
1988-07-01,6.9935
1988-08-01,7.392608695652174
1988-09-01,7.4280952380952385
1988-10-01,7.4965
1988-11-01,7.861
1988-12-01,8.223809523809523
1989-01-01,8.3645
1989-02-01,8.54842105263158
1989-03-01,8.852727272727272
1989-04-01,8.654
1989-05-01,8.413636363636364
1989-06-01,7.933636363636364
1989-07-01,7.606
1989-08-01,7.743478260869565
1989-09-01,7.7364999999999995
1989-10-01,7.617142857142857
1989-11-01,7.492380952380953
1989-12-01,7.422
1990-01-01,7.552380952380952
1990-02-01,7.7026315789473685
1990-03-01,7.845454545454545
1990-04-01,7.836
1990-05-01,7.76409090909091
1990-06-01,7.632380952380952
1990-07-01,7.52
1990-08-01,7.377391304347826
1990-09-01,7.315789473684211
1990-10-01,7.160454545454545
1990-11-01,7.028499999999999
1990-12-01,6.698
1991-01-01,6.281904761904761
1991-02-01,5.929473684210526
1991-03-01,5.9155
1991-04-01,5.709090909090909
1991-05-01,5.612727272727273
1991-06-01,5.752000000000001
1991-07-01,5.703636363636364
1991-08-01,5.38909090909091
1991-09-01,5.248
1991-10-01,5.041363636363636
1991-11-01,4.6147368421052635
1991-12-01,4.1033333333333335
