date,share_price,OECD_CLI_index,CSI_index,gdp_per_capita_residual,gdp_per_capita_rollstd12,PPI_diff1,gdp_per_capita_diff1,gdp_per_capita_diff3,gdp_per_capita_pct_change1,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,unemployment_rate,PPI,gdp_per_capita,CSI_index_trend,OECD_CLI_index_trend,PPI_CPI_diff,3_months_rate_rollmin12,INDPRO_rollstd12,PPI_rollstd12,3_months_rate_diff3,OECD_CLI_index_diff1,CSI_index_rollmin12,OECD_CLI_index_diff3,OECD_CLI_index_residual,share_price_trend,CSI_index_lag6,unemployment_rate_rollstd6,PPI_rollstd6,OECD_CLI_index_rollmax12,CSI_index_rollmax6,INDPRO_diff3,unemployment_rate_diff3,CSI_index_rollmin6,OECD_CLI_index_pct_change1,10_year_rate_residual,CPI_anomaly,unemployment_rate_anomaly,share_price_anomaly,3_months_rate_anomaly,6_months_rate_anomaly,10_year_rate_anomaly,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability
1967-12-01,5.254071,100.722718071644,,-13.3762623246148,,0.0,0.0,117.0,0.0,5.5915,4.968999999999999,5.492,34.0,36.3536,5.7,3.8,27.2,24836.0,95.26411692446376,100.42729224960681,-6.800000000000001,,,,0.5444999999999993,0.09918297214399274,,0.47720842010200215,0.05644471452713162,5.195919254659713,,0.0816496580927728,0.0,,,1.1809000000000012,0.0,,0.0009856836379871226,0.025041820309120055,0,0,0,0,0,0,0.06,1.28,0.04,0.04
1968-01-01,5.271944,100.758841217726,,3.2045443004535628,,0.10000000000000142,452.0,452.0,0.018199387985182724,5.297272727272728,4.995909090909091,5.235454545454545,34.1,36.3145,5.53,3.7,27.3,25288.0,95.00904428956393,100.53859688372313,-6.800000000000001,,,,0.43829004329004384,0.036123146082005064,,0.29391953332699927,-0.01793786969759026,5.228988868473775,,0.08366600265340768,0.0,,,0.855400000000003,-0.2999999999999998,,0.00035863950828174396,-0.08111019296708655,0,0,0,0,0,0,1.28,0.1,0.0,0.06
1968-02-01,5.018927,100.762369948934,97.2,-85.53842480097956,206.4150533329,0.0,0.0,452.0,0.0,5.2436842105263155,4.978947368421053,5.1684210526315795,34.2,36.4446,5.56,3.8,27.3,25288.0,94.6805192429246,100.63496529716716,-6.900000000000002,3.535909090909091,0.6571978510150415,0.02886751345948179,0.25194736842105225,0.003528731207993019,,0.13883484943399083,0.06748167168120744,5.264837443960107,97.0,0.10327955589886441,0.04082482904638717,100.758841217726,,0.4783000000000044,-0.10000000000000009,,3.5021554092296014e-05,0.034293211649672806,0,0,0,0,0,0,0.1,0.04,0.02,0.16
1968-03-01,4.899619,100.754237771497,,-116.98512025869059,255.309245046199,0.0,0.0,452.0,0.0,5.416190476190476,5.1657142857142855,5.331428571428571,34.3,36.5584,5.74,3.7,27.3,25288.0,94.34320719467456,100.7193361092894,-6.9999999999999964,3.535909090909091,0.7287019428512261,0.03892494720807704,0.19671428571428606,-0.008132177436991128,,0.031519699853006955,0.07742283937243144,5.304753624133693,,0.10327955589886441,0.05163977794943317,100.762369948934,,0.20479999999999876,-0.09999999999999964,,-8.070649232561067e-05,0.29101622772919455,0,0,0,0,0,0,0.04,0.0,0.04,0.02
1968-04-01,5.271408,100.746843503355,,121.96303415660441,283.95106012384235,0.0,364.0,364.0,0.01439417905726037,5.4725,5.377000000000001,5.4895000000000005,34.4,36.6113,5.64,3.5,27.3,25652.0,94.0333641141342,100.79430689222012,-7.099999999999998,3.535909090909091,0.7633844706306245,0.045226701686665885,0.3810909090909096,-0.0073942681420078316,,-0.01199771437100594,0.07324517235478822,5.349872086945504,,0.11690451944500109,0.054772255750517175,100.762369948934,,0.2967999999999975,-0.20000000000000018,,-7.338915271015711e-05,0.21040745016790652,0,0,0,0,0,0,0.0,0.02,0.06,0.0
1968-05-01,5.432116,100.748575955417,92.4,93.3373117998126,349.5614026783046,0.3999999999999986,0.0,364.0,0.0,5.842727272727273,5.655909090909091,5.834090909090909,34.5,37.022,5.87,3.5,27.7,25652.0,93.77365872432149,100.86127346874413,-6.800000000000001,3.535909090909091,0.7995749000771173,0.04923659639173443,0.6769617224880387,0.0017324520620007888,,-0.013793993516998171,0.05430911877080291,5.399811747051467,92.9,0.13662601021279447,0.051639777949432315,100.762369948934,,0.5773999999999972,-0.2999999999999998,,1.719609271866318e-05,0.16910066829293058,0,0,0,0,0,0,0.02,0.04,0.16,0.0
1968-06-01,5.608871,100.773376836946,,66.89712378570039,381.5205125745553,0.10000000000000142,0.0,364.0,0.0,5.6770000000000005,5.5235,5.638,34.7,37.158,5.72,3.7,27.8,25652.0,93.59069120883805,100.92046539662356,-6.900000000000002,3.535909090909091,0.8190169223008462,0.14222261679238163,0.3577857142857148,0.024800881529003505,,0.019139065448996462,0.03191035650635854,5.452721417676857,,0.13662601021279458,0.17606816861658733,100.762369948934,,0.5996000000000024,0.0,,0.0002461660752404171,-0.036045170296583606,0,0,0,0,0,0,0.04,0.06,0.02,0.06
1968-07-01,5.586795,100.83490452014,,38.91284531021665,388.229811276307,0.09999999999999787,129.0,129.0,0.005028847653204327,5.3940909090909095,5.3131818181818184,5.407272727272727,34.9,37.101,5.5,3.7,27.9,25781.0,93.49862920917359,100.97072660585056,-7.0,4.2055,0.8008046623694998,0.20504988306618027,-0.06381818181818222,0.061527683194000815,,0.08806101678500511,0.02056697341254221,5.50495474343701,,0.12247448713915894,0.2345207879911667,100.773376836946,,0.48969999999999914,0.20000000000000018,,0.0006105549414461287,-0.20997887406127091,0,0,0,0,0,0,0.06,0.16,0.0,0.08
1968-08-01,5.450272,100.944678176286,92.4,18.000174310378497,408.1125346140351,0.0,0.0,129.0,0.0,5.149090909090909,5.086818181818182,5.231363636363636,35.0,37.2045,5.42,3.5,27.9,25781.0,93.49010800079051,101.0096081533913,-7.100000000000001,4.265652173913043,0.6952750441154186,0.25878504008094455,-0.5690909090909093,0.10977365614600387,,0.1961022208690082,0.03511975582546256,5.552852758910301,97.2,0.12247448713915894,0.28106938645109725,100.83490452014,,0.18250000000000455,0.0,,0.0010886473951494668,-0.28306110344238444,0,0,0,0,0,0,0.16,0.02,0.0,0.0
1968-09-01,5.625068,101.102576027789,,1.227220183427562,406.57194935214346,0.10000000000000142,0.0,129.0,0.0,5.182,5.194,5.254,35.1,37.3454,5.46,3.4,28.0,25781.0,93.52707676838693,101.03381888111122,-7.100000000000001,4.4245,0.6560361219729691,0.29063670960444005,-0.32950000000000035,0.1578978515029945,,0.3291991908429992,0.08831531030452311,5.594117976425716,,0.10954451150103357,0.2810693864510952,100.944678176286,,0.18739999999999668,-0.30000000000000027,,0.001564201841599333,-0.3122082139624176,0,0,0,0,0,0,0.02,0.0,0.06,0.04
1968-10-01,5.775299,101.259765053302,,68.0546680968946,383.34985801010305,0.0,32.0,32.0,0.0012412241573251936,5.328260869565217,5.351304347826087,5.410434782608696,35.3,37.4196,5.58,3.4,28.0,25813.0,93.56924864451516,101.04001059019119,-7.299999999999997,4.557619047619047,0.565957733926222,0.32039275140288864,0.03812252964426843,0.15718902551300573,,0.4248605331620041,0.154268773299421,5.626277168269503,,0.1224744871391594,0.2503331114069019,101.102576027789,,0.31860000000000355,-0.30000000000000027,,0.0015547479766471195,-0.24864175020246648,0,0,0,0,0,0,0.0,0.0,0.08,0.24
1968-11-01,5.886394,101.35853462214,91.7,61.30657548668751,358.083619826266,0.0,0.0,32.0,0.0,5.511666666666667,5.451666666666666,5.595,35.4,37.9036,5.7,3.4,28.0,25813.0,93.58250760319494,101.02556200756698,-7.399999999999999,4.727,0.4731436606743834,0.33337120996924924,0.3648484848484843,0.09876956883799437,,0.4138564458539946,0.19503658695008141,5.646031375985997,92.4,0.13662601021279516,0.11690451944496778,101.259765053302,,0.6990999999999943,-0.10000000000000009,,0.000975407841268483,-0.17135516741524714,0,0,0,0,0,0,0.0,0.06,0.0,0.1
1968-12-01,5.973374,101.378467526878,,60.15394927467423,308.2662539645508,0.0,0.0,32.0,0.0,5.972857142857142,5.956190476190476,6.055714285714286,35.6,38.0233,6.03,3.4,28.0,25813.0,93.52413820694846,100.98876019946132,-7.600000000000001,4.968999999999999,0.4959084528021211,0.3315482505220613,0.7621904761904759,0.019932904737999024,,0.2758914990889991,0.202524502555832,5.650837219490499,,0.14719601443879798,0.08164965809271918,101.35853462214,,0.6779000000000011,0.0,,0.00019665738866803117,-0.0036440872203868935,0,0,0,0,0,0,0.06,0.08,0.04,0.14
1969-01-01,5.725548,101.324244606251,,52.323494712702086,217.64587584590646,0.0,349.0,349.0,0.0135203192189981,6.069090909090909,6.140000000000001,6.282272727272727,35.7,38.2533,6.04,3.4,28.0,26162.0,93.35959354619514,100.92807710200178,-7.700000000000003,4.978947368421053,0.5443073059709168,0.31466673086799035,0.7886956521739137,-0.05422292062699796,,0.06447955294899543,0.1921706266871155,5.640550742618831,,0.12110601416390045,0.051639777949342894,101.378467526878,,0.8337000000000003,0.0,,-0.0005348563846915289,0.0029788661289593676,0,0,0,0,0,0,0.08,0.0,0.24,0.28
1969-02-01,5.677547,101.204208418502,98.2,22.06643924930904,236.9028697525096,0.1999999999999993,0.0,349.0,0.0,6.214210526315789,6.121052631578947,6.299473684210526,35.8,38.4981,6.19,3.4,28.2,26162.0,93.06545785317618,100.84218107427004,-7.599999999999998,4.978947368421053,0.5791160952850151,0.29644356609443273,0.6693859649122809,-0.12003618774899394,,-0.15432620363799288,0.2817503825090739,5.618214566737919,92.4,0.04082482904638843,0.0408248290462698,101.378467526878,,0.5945000000000036,0.0,,-0.0011846738973032567,0.15510705783160628,0,0,0,0,0,0,0.0,0.04,0.1,0.62
1969-03-01,5.514977,101.028070358153,,39.031325387666584,230.87298095129754,0.0,0.0,349.0,0.0,6.1975,6.0165,6.164,36.1,38.8,6.3,3.4,28.2,26162.0,92.61807170429029,100.73002975575338,-7.900000000000002,5.086818181818182,0.6202204873708398,0.2810963384947366,0.060309523809523924,-0.17613806034900392,,-0.3503971687249958,0.2936843217595282,5.5875179457058985,,0.0,0.08164965809277275,101.378467526878,,0.7766999999999982,0.0,,-0.0017404222917354328,0.22906085316376323,0,0,0,0,0,0,0.04,0.24,0.14,5.24
1969-04-01,5.605755,100.797413529116,,-36.02064914057701,197.25064811508946,0.40000000000000213,19.0,19.0,0.0007262441709350309,6.0390476190476186,6.1138095238095245,6.13,36.3,38.6573,6.17,3.4,28.6,26181.0,92.00618754350877,100.59085410111078,-7.699999999999996,5.086818181818182,0.6710146281090553,0.2405801069888852,-0.026190476190476097,-0.23065682903700235,,-0.5268310771350002,0.2693318358557093,5.549413124908745,,0.0,0.1032795558988646,101.378467526878,,0.40399999999999636,0.0,,-0.0022830964524939157,-0.021968766666617512,0,0,0,0,0,0,0.24,0.1,0.28,9.32
1969-05-01,5.793253,100.51775033672,91.5,-7.434489798404684,207.34400854327188,0.0,0.0,19.0,0.0,6.1138095238095245,6.042380952380952,6.153809523809524,36.4,38.5111,6.32,3.4,28.6,26181.0,91.22304514187832,100.42457684037439,-7.799999999999997,5.086818181818182,0.6534249238713881,0.23011854652448263,-0.07867167919799467,-0.2796631923960007,,-0.686458081782007,0.20590052826703698,5.503180517535199,91.7,0.0,0.23380903889000396,101.378467526878,,0.012999999999998124,0.0,,-0.0027745076247935874,-0.23575149968762243,0,0,0,0,0,0,0.1,0.14,0.62,40.94
1969-06-01,5.46613,100.234298670008,,29.841121922781895,206.96676647289675,0.0,0.0,19.0,0.0,6.880476190476191,6.439047619047619,6.752857142857143,36.6,38.8874,6.57,3.5,28.6,26181.0,90.25287070210642,100.23261856605147,-8.0,5.086818181818182,0.6371303681826571,0.25936986577611865,0.42254761904761917,-0.28345166671199706,,-0.7937716881450001,0.14100359725050282,5.4488927492856165,,0.0,0.2732520204255926,101.378467526878,,0.08740000000000236,0.10000000000000009,,-0.0028199165397402304,-0.13402922041306908,0,0,0,0,0,0,0.14,0.28,5.24,44.98
1969-07-01,5.189364,99.9829646268178,,61.838340383201285,196.05849080870072,0.29999999999999716,100.0,100.0,0.0038195638058133863,7.187142857142858,7.00047619047619,7.244761904761904,36.8,39.0927,6.72,3.5,28.9,26281.0,89.09889164244822,100.01807756825602,-7.899999999999999,5.086818181818182,0.6479878237258221,0.27743413086657337,0.8866666666666658,-0.25133404319019803,,-0.8144489022981958,0.10302444724459292,5.388305051688078,,0.04082482904638635,0.26583202716503135,101.378467526878,,0.43540000000000134,0.10000000000000009,,-0.002507465473646331,-0.06170141439802457,0,0,0,0,0,0,0.28,0.62,9.32,54.5
1969-08-01,5.158938,99.7732001929967,86.4,115.05529076734092,201.97770278980164,0.0,0.0,100.0,0.0,7.2752380952380955,6.9819047619047625,7.193809523809524,36.9,39.1825,6.69,3.5,28.9,26281.0,87.79105965712002,99.78564352520691,-8.0,5.086818181818182,0.6377013642169765,0.3343922574136173,0.9395238095238101,-0.20976443382110688,,-0.744550143723302,0.09433978002712706,5.321943425287516,98.2,0.051639777949432315,0.2714160398109744,101.378467526878,,0.6713999999999984,0.10000000000000009,,-0.002098001740636901,-0.18961768810551938,0,0,0,0,0,0,0.62,5.24,40.94,43.02
1969-09-01,5.185778,99.5819006634971,,174.12248664109939,198.40154798394795,0.20000000000000284,0.0,100.0,0.0,7.351904761904761,7.089999999999999,7.318095238095238,37.1,39.1737,7.16,3.7,29.1,26281.0,86.3741377954993,99.54151577213747,-8.0,5.194,0.6072909613540844,0.3626501778782741,0.6509523809523801,-0.19129952949960227,,-0.6523980065109072,0.09088963811782946,5.247484691671044,,0.05477225575051668,0.2581988897471759,101.378467526878,,0.2862999999999971,0.20000000000000018,,-0.001917343827095519,0.16800423706626777,0,0,0,0,0,0,5.24,9.32,44.98,42.42
1969-10-01,5.275016,99.3740219664792,,56.892149920298834,184.77953694262038,0.3999999999999986,-205.0,-205.0,-0.007800312012480548,7.206818181818182,6.998636363636364,7.286363636363637,37.3,39.1852,7.1,3.7,29.5,26076.0,84.90234354493188,99.29319061826759,-7.799999999999997,5.351304347826087,0.5504934786170815,0.40704031517997086,-0.0018398268398263085,-0.20787869701788964,,-0.6089426603385988,0.06395552628903545,5.162797250251603,,0.10954451150103311,0.2136976056643518,101.378467526878,,0.09250000000000114,0.20000000000000018,,-0.0020875148559409418,0.03712151050220047,0,0,0,0,0,0,9.32,40.94,54.5,44.08
1969-11-01,5.332546,99.1299790143754,79.7,121.50121976240916,160.44134206128365,-0.10000000000000142,0.0,-205.0,0.0,7.356470588235294,7.241176470588235,7.621176470588235,37.5,38.8158,7.14,3.5,29.4,26076.0,83.44626859103036,99.04883791462225,-8.100000000000001,5.451666666666666,0.4530159817234894,0.48710648453158367,0.2592717086834728,-0.24404295210381122,,-0.6432211786213031,-0.0009436684583477017,5.068796178296311,91.5,0.12247448713915866,0.3386246693120262,101.378467526878,,-0.3666999999999945,0.0,,-0.0024558023040078814,0.027228224644437304,0,0,0,0,0,0,40.94,44.98,43.02,41.06
