date,share_price,OECD_CLI_index,CSI_index,gdp_per_capita_residual,gdp_per_capita_rollstd12,PPI_diff1,gdp_per_capita_diff1,gdp_per_capita_diff3,gdp_per_capita_pct_change1,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,unemployment_rate,PPI,gdp_per_capita,CSI_index_trend,OECD_CLI_index_trend,PPI_CPI_diff,3_months_rate_rollmin12,INDPRO_rollstd12,PPI_rollstd12,3_months_rate_diff3,OECD_CLI_index_diff1,CSI_index_rollmin12,OECD_CLI_index_diff3,OECD_CLI_index_residual,share_price_trend,CSI_index_lag6,unemployment_rate_rollstd6,PPI_rollstd6,OECD_CLI_index_rollmax12,CSI_index_rollmax6,INDPRO_diff3,unemployment_rate_diff3,CSI_index_rollmin6,OECD_CLI_index_pct_change1,10_year_rate_residual,CPI_anomaly,unemployment_rate_anomaly,share_price_anomaly,3_months_rate_anomaly,6_months_rate_anomaly,10_year_rate_anomaly,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability
1975-05-01,4.729234,96.8144957926147,72.8,-274.59121533506914,329.68362933952244,1.0999999999999943,0.0,131.0,0.0,5.9090476190476195,5.227142857142857,5.587142857142857,53.1,40.0253,8.06,9.0,55.3,27821.0,67.2500071544245,97.13883214773475,2.1999999999999957,5.493,2.3526020081576733,2.6457942612240726,-0.27285714285714313,0.48011362145319936,,1.1655524057273965,-0.43602595355447704,4.401067093244348,59.5,0.843800924389151,1.0087946603087181,99.0745286427017,,-0.4911999999999992,0.9000000000000004,,0.00498382416155585,0.026080525976034608,0,1,0,0,0,0,3.32,0.7,0.06,0.1
1975-06-01,4.874242,97.3191012186142,,-273.6342559742661,294.92930585901973,0.0,0.0,131.0,0.0,5.861428571428571,5.342380952380952,5.613333333333333,53.5,40.2772,7.86,8.8,55.3,27821.0,68.60921223733028,97.45143010177921,1.7999999999999972,5.227142857142857,2.4122899816105154,2.1198020204867025,-0.1506190476190481,0.5046054259995003,,1.3946925763653866,-0.20982023031245944,4.488534804385179,,0.651152823843976,1.0139033484512918,98.5881410716679,,0.21340000000000003,0.20000000000000107,,0.005212085461669069,-0.10610030670727078,0,0,0,0,0,0,0.7,0.12,0.02,0.02
1975-07-01,4.906289,97.8174726167996,,-5.888031917496846,236.15947038915638,0.0,393.0,393.0,0.01412601991301532,6.640000000000001,6.133636363636364,6.499545454545455,54.0,40.6994,8.06,8.6,55.3,28214.0,70.1768535323722,97.80976258212617,1.2999999999999972,5.227142857142857,2.357338784021343,1.6819000799056771,0.5227272727272734,0.4983713981854123,,1.483090445638112,-0.023812792544021022,4.578515709740357,,0.3829708431025138,0.6306081720588771,98.0665224279033,,0.5420999999999978,-0.20000000000000107,,0.0051210028858146295,-0.0235447124631305,0,0,0,0,0,0,0.12,0.06,0.04,0.02
1975-08-01,4.526278,98.2843950086698,75.7,-46.27779682428445,230.10885105374587,0.0,0.0,393.0,0.0,7.163333333333334,6.441904761904762,6.936190476190476,54.2,41.0998,8.4,8.4,55.3,28214.0,71.9156630976764,98.19613481706827,1.0999999999999943,5.227142857142857,2.1630077549980173,1.4374588268144173,1.2147619047619047,0.4669223918701988,,1.4698992160551114,0.10685727854782101,4.667953207918351,57.6,0.3082207001484215,0.5853773711610738,97.8174726167996,,1.0745000000000005,-0.5999999999999996,,0.004773404785251012,0.22930655056518212,0,0,0,0,0,0,0.06,0.02,0.1,0.02
1975-09-01,4.453368,98.7178996877247,,-101.33721443474133,223.78864149135896,0.8000000000000043,0.0,393.0,0.0,7.197142857142857,6.419047619047619,6.920952380952381,54.6,41.6304,8.43,8.4,56.1,28214.0,73.71282255578897,98.59182108180647,1.5,5.227142857142857,1.9235510848585162,1.3634570589182213,1.076666666666667,0.43350467905489154,,1.3987984691105027,0.1897226856479648,4.752457088231294,,0.20976176963398935,0.5431390245607408,98.2843950086698,,1.353200000000001,-0.40000000000000036,,0.004410717276294385,0.3331560599547583,0,0,0,0,0,0,0.02,0.04,0.02,0.1
1975-10-01,4.641525,99.1296916112567,,19.878398917000595,217.17530623048688,0.7999999999999972,306.0,306.0,0.010845679449918544,6.477727272727273,5.956818181818182,6.253636363636364,54.9,41.8135,8.14,8.4,56.9,28520.0,75.43720076063134,98.97920957431593,2.0,5.227142857142857,1.568945856565206,1.3691404071694773,-0.17681818181818176,0.41179192353200733,,1.3122189944570977,0.244664542280006,4.828440111943039,,0.24221202832776426,0.6058052492351083,98.7178996877247,,1.1141000000000005,-0.1999999999999993,,0.004171400777717382,0.13491099653802152,0,0,0,0,0,0,0.04,0.1,0.02,0.04
1975-11-01,4.717562,99.5328322241406,75.6,-44.97303486067176,270.74178406057626,0.20000000000000284,0.0,306.0,0.0,6.069411764705883,5.475882352941177,5.799411764705883,55.3,41.8697,8.05,8.3,57.1,28520.0,76.98425495055412,99.3437133818908,1.8000000000000043,5.227142857142857,1.0666402112367075,1.4164349186554932,-0.9660224089635845,0.40314061288390235,,1.2484372154708012,0.29358431321951173,4.896741025449504,72.8,0.25298221281343763,0.6693280212278896,99.1296916112567,,0.7698999999999998,-0.09999999999999964,,0.004066799828903456,0.14331130459814556,0,0,0,0,0,0,0.1,0.02,0.02,0.08
1975-12-01,4.632754,99.9351030531579,,-107.15813082537716,310.8206512969584,0.0,0.0,306.0,0.0,6.160454545454545,5.443181818181818,5.846363636363637,55.6,42.4414,8.0,8.2,57.1,28520.0,78.32691113213718,99.67493650069643,1.5,5.227142857142857,0.7703584913216331,1.369804232860419,-0.975865800865801,0.40227082901729716,,1.2172033654332068,0.3476548571326106,4.960389124663345,,0.1834847859269287,0.8366600265345888,99.5328322241406,,0.8109999999999999,-0.20000000000000107,,0.004041589292982373,0.21953887862646493,0,0,0,0,0,0,0.02,0.02,0.1,0.04
1976-01-01,5.081689,100.320482858949,,291.68908316212037,342.18445982450856,-0.20000000000000284,579.0,579.0,0.020301542776998582,5.438571428571429,4.868571428571428,5.14,55.8,43.0012,7.74,7.9,56.9,29099.0,79.5006014562733,99.96707043741652,1.1000000000000014,5.227142857142857,0.8259823478834017,1.175862030660983,-1.0882467532467537,0.38537980579110354,,1.190791247692303,0.3965335267537853,5.0225416055449,,0.13291601358245553,0.8579044235815986,99.9351030531579,,1.1876999999999995,-0.5,,0.003856300679312863,-0.10173994021669852,0,0,0,0,0,0,0.02,0.02,0.04,0.02
1976-02-01,5.321243,100.645911509326,84.6,243.06903989252896,432.92353583365883,0.0,0.0,579.0,0.0,5.530555555555555,4.881111111111111,5.198888888888889,55.9,43.4229,7.79,7.7,56.9,29099.0,80.57892462247169,100.218600671133,1.0,4.868571428571428,1.0035868032921906,1.1300308389457046,-0.5947712418300659,0.32542865037699187,,1.1130792851853926,0.4209907528336032,5.085586468249458,75.7,0.1966384160499984,0.722956891292666,100.320482858949,,1.5531999999999968,-0.6000000000000005,,0.003243890391103399,-0.11352161882421452,0,0,0,0,0,0,0.02,0.1,0.08,0.02
1976-03-01,5.348521,100.878072277195,,202.8741217901188,477.1533883988763,0.0,0.0,579.0,0.0,5.82304347826087,5.000869565217391,5.439565217391304,56.0,43.5168,7.73,7.6,56.9,29099.0,81.63586652256755,100.4314973400519,0.8999999999999986,4.868571428571428,1.1770121289698832,1.0791059711484865,-0.44231225296442744,0.2321607678690043,,0.9429692240370997,0.4009656682630691,5.1508560959153495,,0.28809720581773524,0.3723797345017174,100.645911509326,,1.075400000000002,-0.5999999999999996,,0.002306708383752687,-0.19263509741996554,0,0,0,0,0,0,0.1,0.04,0.04,0.08
1976-04-01,5.37534,101.01763810242,,60.759703361174616,487.69653381055065,0.0,151.0,151.0,0.005189181758823436,5.538571428571428,4.8566666666666665,5.1761904761904765,56.1,43.7327,7.56,7.7,56.9,29250.0,82.67579708996017,100.61011883088025,0.7999999999999972,4.868571428571428,1.2472624812751885,0.9876126709785547,-0.011904761904761862,0.1395658252249916,,0.6971552434709878,0.3391910743867754,5.2175065263429765,,0.3311595788538428,0.10327955590327845,100.878072277195,,0.731500000000004,-0.20000000000000018,,0.0013835100341874629,-0.3013354509511279,0,0,0,0,0,0,0.04,0.08,0.02,0.2
1976-05-01,5.334991,101.077303817828,83.3,34.862557298147294,504.05924224924127,0.6000000000000014,0.0,151.0,0.0,5.9845,5.203,5.6205,56.4,43.9186,7.9,7.4,57.5,29250.0,83.65905101051497,100.76004899033849,1.1000000000000014,4.8566666666666665,1.2814832077488068,0.8037789534811165,0.3218888888888891,0.05966571540800203,,0.43139230850199795,0.2431125782404422,5.281498721213818,75.6,0.28982753492376967,0.10327955590327845,101.01763810242,,0.49569999999999936,-0.2999999999999998,,0.0005906465101421787,0.10855838991003441,0,0,0,0,0,0,0.08,0.04,0.02,0.04
1976-06-01,5.370225,101.085327912841,,14.809745939019194,489.2479076617677,1.2000000000000028,0.0,151.0,0.0,6.115454545454545,5.407727272727272,5.765454545454546,56.7,43.9637,7.86,7.6,58.7,29250.0,84.54096547381324,100.88720774444947,2.0,4.8566666666666665,1.2390395459239218,0.7975340783058658,0.40685770750988137,0.008024095012999055,,0.2072556356459927,0.13085159197427743,5.337387112296749,,0.27386127875256505,0.24221202832968913,101.077303817828,,0.4468999999999994,0.0,,7.938572468701999e-05,0.2858753562548033,0,0,0,0,0,0,0.04,0.02,0.08,0.04
1976-07-01,5.513566,101.06607244151,,-33.08242175050327,440.1264539361848,0.5,85.0,85.0,0.0029059829059829845,5.818095238095238,5.2299999999999995,5.527142857142857,57.0,44.2141,7.83,7.8,59.2,29335.0,85.2917081900582,100.99729615725421,2.200000000000003,4.8566666666666665,1.1496816313920581,0.9204741860971928,0.3733333333333331,-0.019255471330993146,,0.04843433909000794,0.01704312870299418,5.382118708180353,,0.16431676725152297,0.7266360849840374,101.085327912841,,0.4814000000000007,0.09999999999999964,,-0.0001904873014567654,0.2161473025504197,0,0,0,0,0,0,0.02,0.02,0.2,0.64
1976-08-01,5.464653,101.03638907251,89.7,-46.82183683580297,430.06465334934836,0.0,0.0,85.0,0.0,5.641363636363637,5.142727272727273,5.40090909090909,57.3,44.5182,7.77,7.8,59.2,29335.0,85.90762785064084,101.0953957957347,1.9000000000000057,4.8566666666666665,1.0683768666021285,1.0252494153301928,-0.0602727272727277,-0.02968336899999713,,-0.04091474531799122,-0.08641963126221697,5.414844947827355,84.6,0.13662601021276272,1.020620726160121,101.085327912841,,0.5996000000000024,0.39999999999999947,,-0.0002937026074419924,0.12461480577443762,0,0,0,0,0,0,0.02,0.08,0.04,0.0
1976-09-01,5.574532,101.025097151011,,-62.595167579082045,396.43398128192086,0.0,0.0,85.0,0.0,5.501904761904761,5.083333333333333,5.3047619047619055,57.6,44.6721,7.59,7.6,59.2,29335.0,86.41014274836876,101.18564036620504,1.6000000000000014,4.8566666666666665,1.0027054623577525,1.0121983276729747,-0.32439393939393923,-0.011291921499008595,,-0.06023076182999887,-0.1570198810097594,5.435762033725679,,0.15165750888100168,1.0966616007992753,101.085327912841,,0.7083999999999975,0.0,,-0.0001117609368531669,0.03542920574644981,0,0,0,0,0,0,0.08,0.2,0.04,0.0
1976-10-01,5.390575,101.055807875808,,-77.99074218247188,332.15084196499976,0.0,134.0,134.0,0.00456792227714331,5.188000000000001,4.9185,5.0605,57.9,44.6585,7.41,7.7,59.2,29469.0,86.83426858262204,101.27091668116128,1.3000000000000043,4.8566666666666665,0.9616708844110184,1.031731407377031,-0.31149999999999967,0.030710724797003763,,-0.01026456570200196,-0.1791110507323168,5.446592232659085,,0.15165750888100168,1.005484957620441,101.085327912841,,0.4443999999999946,-0.09999999999999964,,0.0003039910444342375,-0.09158490912657591,0,0,0,0,0,0,0.2,0.04,0.64,0.0
1976-11-01,5.364653,101.152262193701,87.0,-110.4578096756959,306.19051061022344,0.0,0.0,134.0,0.0,5.001578947368421,4.752631578947368,4.878947368421053,58.1,45.3392,7.29,7.8,59.2,29469.0,87.22612393238572,101.35267583634761,1.1000000000000014,4.8566666666666665,0.8754306795928116,1.0804039648535186,-0.3900956937799043,0.09645431789300574,,0.1158731211910009,-0.13715667206378157,5.450468489990529,83.3,0.15165750888100168,0.683130051064703,101.085327912841,,0.820999999999998,0.0,,0.000954465853279185,-0.14176196339637936,0,0,0,0,0,0,0.04,0.04,0.0,0.02
1976-12-01,5.579038,101.30768346115,,-154.33567657770254,252.06270263660718,0.7999999999999972,0.0,134.0,0.0,4.637272727272727,4.346363636363637,4.512272727272727,58.4,45.8294,6.87,7.8,60.0,29469.0,87.61530194316153,101.43101893033477,1.6000000000000014,4.752631578947368,0.7997648694230154,1.1087462206549532,-0.7369696969696964,0.1554212674490003,,0.2825863101390098,-0.050689211490379193,5.448990709124797,,0.09831920802496931,0.20412414523440348,101.152262193701,,1.1572999999999993,0.20000000000000018,,0.0015365080728633185,-0.41225817352938954,0,0,0,0,0,0,0.04,0.64,0.0,0.0
1977-01-01,5.573832,101.4912104951,,-29.438359335268615,140.26087706920353,0.0,280.0,280.0,0.009501510061420415,5.000952380952381,4.617619047619048,4.826666666666666,58.7,45.5087,7.21,7.5,60.0,29749.0,87.96708046042956,101.50507267546855,1.2999999999999972,4.346363636363637,0.8166409123332736,1.189983447808852,-0.30088095238095214,0.18352703394999992,,0.43540261929200597,0.04265947911264334,5.442000234639953,,0.083666002653349,0.3265986323726491,101.30768346115,,0.850200000000001,-0.20000000000000018,,0.0018115805996135048,-0.12562224239790698,0,0,0,0,0,0,0.64,0.0,0.0,0.06
1977-02-01,5.439291,101.678994731529,87.1,-88.1504136521362,180.32065294536375,0.3999999999999986,0.0,280.0,0.0,5.163157894736842,4.665263157894737,4.897368421052631,59.3,46.2277,7.39,7.6,60.4,29749.0,88.21882007791308,101.57348668972459,1.1000000000000014,4.346363636363637,0.7934754672934146,1.190969811081499,-0.08736842105263154,0.1877842364289961,,0.5267325378279963,0.1375067271806074,5.428680465912317,89.7,0.12649110640669825,0.41311822359669753,101.4912104951,,0.8885000000000005,-0.20000000000000018,,0.0018502512238540714,-0.088733485108758,0,0,0,0,0,0,0.0,0.0,0.02,0.1
1977-03-01,5.413836,101.843759562486,,-148.4599264291901,197.37387610711636,1.8000000000000043,0.0,280.0,0.0,5.189130434782609,4.602608695652174,4.878260869565217,59.6,46.8185,7.46,7.4,62.2,29749.0,88.32386329324035,101.634801845427,2.6000000000000014,4.346363636363637,0.8751350473703333,1.1718930554157725,0.25624505928853747,0.16476483095699734,,0.5360761013359934,0.2176447326755664,5.409024076075249,,0.12110601416386232,0.5316640543310233,101.678994731529,,0.9891000000000005,-0.39999999999999947,,0.0016204411874058966,-0.05015406338990669,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1977-04-01,5.339599,101.953192160498,,105.36162576236529,197.47364611243003,0.09999999999999432,505.0,505.0,0.01697536051631987,5.1,4.5355,4.798,60.0,47.2684,7.37,7.2,62.3,30254.0,88.2960025610261,101.68762244356755,2.299999999999997,4.346363636363637,0.9894612729185266,1.34870869779708,-0.08211904761904787,0.10943259801200611,,0.46198166539799956,0.2546803883192297,5.384014315957791,,0.16329931618551807,1.1057425860785746,101.843759562486,,1.7597000000000023,-0.2999999999999998,,0.0010745145159813951,-0.0685686216489767,0,0,0,0,0,0,0.0,0.02,0.06,0.0
1977-05-01,5.343278,102.000766815842,90.2,50.770107267908315,293.85570309637427,0.20000000000000284,0.0,505.0,0.0,5.4261904761904765,4.956190476190476,5.2,60.2,47.6411,7.46,7.0,62.5,30254.0,88.16719587444692,101.73073686958959,2.299999999999997,4.346363636363637,1.1127337118826206,1.3727598832162884,0.29092731829573903,0.0475746553439933,,0.32177208431299675,0.2429084083264712,5.354012309572989,87.0,0.23452078799115386,1.2750163397650098,101.953192160498,,1.4134000000000029,-0.5999999999999996,,0.0004666323274027384,0.07572908091863617,0,0,0,0,0,0,0.02,0.0,0.1,0.18
1977-06-01,5.377556,101.987988034053,,2.295350809898082,344.1417409711031,-0.10000000000000142,0.0,505.0,0.0,5.409545454545455,5.016363636363637,5.211818181818182,60.5,48.0116,7.28,7.2,62.4,30254.0,87.96642720964114,101.7634684660498,1.8999999999999986,4.346363636363637,1.2228486261282256,1.3837531308983513,0.41375494071146246,-0.012778781788995275,,0.14422847156700414,0.18194745079429708,5.31914738697843,,0.28577380332469177,1.217648006062425,102.000766815842,,1.1931000000000012,-0.20000000000000018,,-0.00012528123256239088,0.07285520585805472,0,0,0,0,0,0,0.0,0.06,0.0,1.68
1977-07-01,5.440961,101.928154804215,,282.0720208992461,367.75390115947016,0.0,459.0,459.0,0.015171547563958443,5.567368421052632,5.185789473684211,5.399473684210527,60.8,48.073,7.33,6.9,62.4,30713.0,87.68897436132978,101.78630700683264,1.6000000000000014,4.346363636363637,1.299874338302826,1.4364307617604017,0.6502894736842109,-0.059833229838005764,,-0.02503735628300774,0.08629604898231946,5.2809229506489945,,0.22286019533927656,1.1219031449585233,102.000766815842,,0.8046000000000006,-0.2999999999999998,,-0.0005866693812807133,-0.037824053535436164,0,0,0,0,0,0,0.06,0.1,0.0,17.9
1977-08-01,5.298797,101.844351042532,89.0,239.58274380808143,448.9941198911054,1.6999999999999957,0.0,459.0,0.0,5.966086956521739,5.490869565217391,5.826956521739131,61.1,48.1205,7.4,7.0,64.1,30713.0,87.33509264066862,101.80132160986517,2.999999999999993,4.346363636363637,1.3240654353048775,1.4730919862650163,0.5346790890269153,-0.08380376168300074,,-0.15641577331000178,-0.015161168205040099,5.2428429123128435,87.1,0.2562550812504237,0.8066391179876244,102.000766815842,,0.47939999999999827,0.0,,-0.0008221846244933495,-0.12006983414794536,0,0,0,0,0,0,0.1,0.0,0.18,0.14
1977-09-01,5.21487,101.765792602782,,191.61018739368228,489.05780627508375,2.0,0.0,459.0,0.0,6.125238095238095,5.808571428571429,6.037619047619048,61.3,48.3189,7.34,6.8,66.1,30713.0,86.90167355582489,101.81194747723404,4.799999999999997,4.346363636363637,1.3129850386587802,1.67030663125739,0.7922077922077921,-0.07855843974999743,,-0.22219543127100394,-0.09092758531326695,5.21033919906753,,0.1834847859269595,0.7176350047212204,102.000766815842,,0.3072999999999979,-0.40000000000000036,,-0.0007713578509346286,-0.22111699966234255,0,0,0,0,0,0,0.0,0.0,1.68,0.0
1977-10-01,5.087028,101.709973604913,,-64.87014045546312,497.98432341132644,0.0,-87.0,-87.0,-0.0028326767166997335,6.517999999999999,6.16,6.425,61.6,48.3871,7.52,6.8,66.1,30626.0,86.38571330449591,101.82212869035547,4.499999999999993,4.346363636363637,1.269201869793467,2.0737902643720187,0.9742105263157894,-0.05581899786899669,,-0.21818119930199487,-0.12795198108567263,5.187301925043415,,0.16020819787596052,1.5323185047506493,102.000766815842,,0.31409999999999627,-0.10000000000000053,,-0.0005485045263379229,-0.13103224140462721,0,0,0,0,0,0,0.0,0.18,17.9,0.0
1977-11-01,5.136777,101.678048753659,84.4,-128.71283300924551,487.96522479153487,-0.09999999999999432,0.0,-87.0,0.0,6.521052631578947,6.104736842105263,6.410526315789474,62.0,48.4761,7.58,6.8,66.0,30626.0,85.79510892145235,101.83527304771407,4.0,4.346363636363637,1.1425654690807412,2.256086044995246,0.6138672768878717,-0.03192485125400424,,-0.16630228887299836,-0.13674306468452357,5.174593200325078,90.2,0.1516575088810204,1.798517908353423,102.000766815842,,0.3556000000000026,-0.20000000000000018,,-0.0003138812264175117,-0.10379402743652033,0,0,0,0,0,0,0.18,1.68,0.14,0.28
1977-12-01,5.132763,101.672350883,,-197.75315382211193,456.01444521222004,0.09999999999999432,0.0,-87.0,0.0,6.5219047619047625,6.0652380952380955,6.396190476190476,62.3,48.5629,7.69,6.4,66.1,30626.0,85.13761861456616,101.8534276447215,3.799999999999997,4.346363636363637,1.0511178429159511,2.258368276593803,0.2566666666666668,-0.005697870659005844,,-0.09344171978200677,-0.13394135478624491,5.1734496283319915,,0.16020819787596285,1.8082219627767007,102.000766815842,,0.24399999999999977,-0.39999999999999947,,-5.60383556612587e-05,0.03019445088108963,0,0,0,0,0,0,1.68,17.9,0.0,0.18
1978-01-01,4.940922,101.695673175999,83.7,-341.4384488605465,396.86991227920475,0.0,27.0,27.0,0.0008816038659962278,6.8028571428571425,6.440476190476191,6.7023809523809526,62.7,47.8481,7.96,6.4,66.1,30653.0,84.43086851321951,101.87674899446422,3.3999999999999915,4.5355,0.9756319100270002,2.238844398885768,0.28047619047619055,0.023322292999012006,,-0.014300428913998076,-0.1277652179146287,5.184567680820147,,0.20412414523192648,1.5552063100013742,102.000766815842,,-0.5389999999999944,-0.39999999999999947,,0.00022938677817974096,0.11551744471923708,0,0,0,0,0,0,17.9,0.14,0.0,0.34
1978-02-01,4.892696,101.74200390489,84.3,-417.0902038131717,359.4548481778453,1.6000000000000085,0.0,27.0,0.0,6.855,6.445555555555555,6.737222222222222,63.0,48.1044,8.03,6.3,67.7,30653.0,83.68525107423267,101.90337975453652,4.700000000000003,4.5355,0.7146996955169415,2.088260839390331,0.34081871345029224,0.0463307288909931,,0.06395515123099926,-0.10949072275798244,5.20568850812438,89.0,0.24494897427831497,0.809320702812858,102.000766815842,,-0.37170000000000414,-0.5,,0.00045558210535467936,-0.14028160481914664,0,0,0,0,0,0,0.14,0.0,0.28,0.18
1978-03-01,4.901751,101.840865603323,78.8,-496.94513455884953,297.53619591328936,0.7999999999999972,0.0,27.0,0.0,6.824545454545454,6.293636363636364,6.634090909090909,63.4,49.0265,8.04,6.3,68.5,30653.0,82.89654473193067,101.92982934840228,5.100000000000001,4.5355,0.5132469436351137,2.0413899008446528,0.22839826839826838,0.09886169843299797,,0.16851472032300308,-0.042493679172736165,5.232241292032288,,0.24013884872437086,0.662570750940292,102.000766815842,,0.46359999999999957,-0.10000000000000053,,0.0009716901047616133,-0.22490452560215157,0,0,0,0,0,0,0.0,0.0,0.18,0.14
1978-04-01,5.125091,101.979631373152,81.6,379.62536551335506,188.323464476639,0.7000000000000028,1104.0,1104.0,0.03601605063125968,6.961499999999999,6.286,6.733,63.9,50.0206,8.15,6.1,69.2,31757.0,82.04003125712484,101.95172826652555,5.300000000000004,4.5355,0.45577844265293677,2.2000516522856994,-0.1544761904761911,0.138765769829007,,0.2839581971529981,0.0633915606576636,5.26089202206406,,0.23664319132398512,1.0765686229877067,102.000766815842,,2.1724999999999994,-0.3000000000000007,,0.0013625745324035154,-0.09599824942168311,0,0,0,0,0,0,0.0,0.28,0.34,0.1
1978-05-01,5.395874,102.121475318572,82.9,287.73036900906664,373.74471720160744,0.5999999999999943,0.0,1104.0,0.0,7.284285714285714,6.408095238095238,7.019523809523809,64.5,50.254,8.35,6.0,69.8,31757.0,81.11246836252897,101.9646830433512,5.299999999999997,4.956190476190476,0.6294353015101066,2.3214415584047368,-0.03746031746031697,0.14184394541999268,,0.37947141368199766,0.1741068789992397,5.290794609742,84.4,0.2316606713852562,1.3980939405735244,102.000766815842,,2.1495999999999995,-0.2999999999999998,,0.0013909046690017135,0.1156101295697951,0,0,0,0,0,0,0.28,0.18,0.18,0.16
1978-06-01,5.429991,102.227858157138,80.0,192.51718607646035,457.90511124994663,0.0,0.0,1104.0,0.0,7.527727272727273,6.734090909090909,7.2322727272727265,65.0,50.5801,8.46,5.9,69.8,31757.0,80.1322014210799,101.96482819880981,4.799999999999997,5.016363636363637,0.7828635948268917,2.3906858404810163,0.44045454545454543,0.10638283856600594,,0.38699255381500564,0.2526150895916288,5.3222093405062925,,0.16431676725155495,1.5607690412107267,102.121475318572,,1.553600000000003,-0.39999999999999947,,0.0010417283752917061,0.34146878811415426,0,0,0,0,0,0,0.18,0.34,0.14,0.46
1978-07-01,5.407871,102.275658845619,82.4,170.13111108967496,495.4206890014115,0.0,225.0,225.0,0.0070850521144945056,7.794,7.0075,7.44,65.5,50.5384,8.64,6.2,69.8,31982.0,79.11788543551764,101.94881887174051,4.299999999999997,5.185789473684211,0.9421860948198802,2.270412457521823,0.7215000000000007,0.04780068848100427,,0.2960274724670029,0.28400225347263586,5.356569954834115,83.7,0.19663841605004012,1.4330619898206172,102.227858157138,84.3,0.5178000000000011,0.10000000000000053,78.8,0.0004675896506363131,0.28773349601236475,0,0,0,0,0,0,0.34,0.18,0.1,2.12
1978-08-01,5.796533,102.254811933904,78.4,87.09461084115537,572.623626985067,1.6000000000000085,0.0,225.0,0.0,7.725217391304348,7.077826086956521,7.37304347826087,65.9,50.7458,8.41,5.9,71.4,31982.0,78.07335332696293,101.91348276779455,5.5,5.490869565217391,1.030493842775975,1.9402241357552412,0.669730848861283,-0.02084691171501163,,0.1333366153319986,0.2741519959795369,5.394830525091484,84.3,0.1632993161855518,0.871014733898758,102.275658845619,84.3,0.4918000000000049,-0.09999999999999964,78.8,-0.0002038306274465551,-0.13504968545862006,0,0,0,0,0,0,0.18,0.14,0.16,1.3
1978-09-01,5.800773,102.165930178743,80.4,19.829547916553565,621.2524190548669,0.0,0.0,225.0,0.0,8.012,7.845000000000001,7.9879999999999995,66.5,50.8744,8.42,6.0,71.4,31982.0,76.99172440055607,101.85562964456756,4.900000000000006,5.808571428571429,1.0986387719061914,1.9416487838940912,1.1109090909090913,-0.0888817551609975,,-0.06192797839500486,0.23869855913375204,5.435691419399788,78.8,0.16329931618555268,0.9586448768976785,102.275658845619,82.9,0.2942999999999998,0.09999999999999964,78.4,-0.0008692183133488518,-0.21480180892343448,0,0,0,0,0,0,0.14,0.1,0.46,2.0
1978-10-01,5.585466,102.014781075457,79.3,209.9572713628695,647.7745820041148,0.0,336.0,336.0,0.010505909574135552,8.448095238095238,7.990952380952381,8.545238095238094,67.1,51.2559,8.64,5.8,71.4,32318.0,75.86329688993982,101.77229069506775,4.300000000000011,6.0652380952380955,1.1506118912307441,2.057119934335325,0.9834523809523805,-0.15114910328600217,,-0.2608777701620113,0.19072864045652693,5.475628075820833,81.6,0.11690451944501262,0.9330952077194037,102.275658845619,82.9,0.717499999999994,-0.40000000000000036,78.4,-0.0014794472386397972,-0.09074085625326767,0,0,0,0,0,0,0.1,0.16,2.12,30.94
1978-11-01,5.222412,101.821600124367,75.0,183.42931620563832,681.787690227052,-0.9000000000000057,0.0,336.0,0.0,9.203,8.6435,9.2355,67.5,51.6514,8.81,5.9,70.5,32318.0,74.65779172239208,101.66140369360781,3.0,6.0652380952380955,1.2060405262296283,2.065884504970226,1.5656739130434785,-0.19318095108999955,,-0.4332118095369992,0.1440823180619475,5.5110684515382244,82.9,0.13662601021280524,0.8763560920095882,102.275658845619,82.9,0.9055999999999997,0.0,78.4,-0.001893656478536232,0.08704454647420334,0,0,0,0,0,0,0.16,0.46,1.3,2.32
1978-12-01,5.316517,101.621922129042,66.1,175.20015783931376,683.1400096077998,0.09999999999999432,0.0,336.0,0.0,9.440999999999999,9.0765,9.364,67.9,51.909,9.01,6.0,70.6,32318.0,73.38138140933438,101.5226474816885,2.6999999999999886,6.0652380952380955,1.262371030646015,1.8855712099722006,1.2314999999999987,-0.19967799532498987,,-0.5440080497009916,0.11632076769170396,5.541938110478056,80.0,0.13784048752091296,0.7909909396883159,102.275658845619,82.4,1.0345999999999975,0.0,75.0,-0.0019610573304790213,0.29620541451034654,0,0,0,0,0,0,0.46,2.12,2.0,2.78
1979-01-01,5.522627,101.445063907594,72.1,43.7109799458558,652.0347871364098,1.7000000000000028,-24.0,-24.0,-0.0007426202116467273,9.542727272727273,9.349545454545455,9.472727272727273,68.5,51.6278,9.1,5.9,72.3,32294.0,72.06780325882332,101.35783917095917,3.799999999999997,6.286,1.2959774861256523,1.6179860283315104,1.3585930735930738,-0.17685822144800056,66.1,-0.56971716786299,0.12407149638720227,5.5707051757945925,82.4,0.13662601021280524,0.6625707509408817,102.275658845619,82.4,0.37190000000000367,0.10000000000000053,66.1,-0.001740355011425776,0.2131645761730816,0,0,0,0,0,0,2.12,1.3,30.94,4.12
