Horizon,score,regime,rec_prob
1M,1.175,expansion,4.28
1M,2.1324,expansion,0.76
1M,0.89,expansion,0.24
1M,0.8614,expansion,0.36
1M,0.7262,expansion,0.4
1M,0.6517,expansion,0.2
1M,0.7826,expansion,0.4
1M,0.5761,expansion,0.42
1M,0.7559,expansion,0.44
1M,0.8455,expansion,0.24
1M,0.8394,expansion,0.04
1M,0.8332,expansion,0.04
1M,0.833,expansion,0.02
1M,0.8132,expansion,0.02
1M,0.837,expansion,0.04
1M,0.6633,expansion,0.04
1M,0.8128,expansion,0.3
1M,0.7159,expansion,0.08
1M,0.8152,expansion,0.14
1M,0.8532,expansion,0.04
1M,0.8028,expansion,0.0
1M,0.8191,expansion,0.06
1M,0.4316,expansion,0.04
1M,0.8435,expansion,0.48
1M,0.7608,expansion,0.02
1M,0.7788,expansion,0.16
1M,0.8327,expansion,0.1
1M,0.8117,expansion,0.04
1M,0.8189,expansion,0.06
1M,0.8479,expansion,0.04
1M,0.8308,expansion,0.0
1M,0.8476,expansion,0.02
1M,0.8476,expansion,0.0
1M,0.8089,expansion,0.0
1M,0.8475,expansion,0.04
1M,0.8475,expansion,0.0
1M,0.8078,expansion,0.0
1M,0.8487,expansion,0.04
1M,0.8493,expansion,0.0
1M,0.8505,expansion,0.0
1M,0.8329,expansion,0.0
1M,0.8499,expansion,0.02
1M,0.8499,expansion,0.0
1M,0.8516,expansion,0.0
1M,0.8334,expansion,0.0
1M,0.6478,expansion,0.02
1M,0.7529,expansion,0.26
1M,0.7138,expansion,0.12
1M,0.8048,expansion,0.18
1M,0.8008,expansion,0.08
1M,0.7685,expansion,0.06
1M,0.8538,expansion,0.1
1M,0.8045,expansion,0.0
1M,0.773,expansion,0.06
1M,0.8363,expansion,0.1
1M,0.7724,expansion,0.06
1M,0.4929,expansion,0.14
1M,0.8415,expansion,0.38
1M,0.8031,expansion,0.02
1M,0.8507,expansion,0.1
1M,0.8486,expansion,0.0
1M,0.8471,expansion,0.0
1M,0.8084,expansion,0.0
1M,0.827,expansion,0.06
1M,0.8474,expansion,0.02
1M,0.8478,expansion,0.0
1M,0.8479,expansion,0.0
1M,0.8293,expansion,0.0
1M,0.8476,expansion,0.02
1M,0.8478,expansion,0.0
1M,0.8483,expansion,0.0
1M,0.7891,expansion,0.0
1M,0.8476,expansion,0.06
1M,0.8473,expansion,0.0
1M,0.8284,expansion,0.0
1M,0.8289,expansion,0.02
1M,0.8472,expansion,0.02
1M,0.8476,expansion,0.0
1M,0.8478,expansion,0.0
1M,0.8118,expansion,0.0
1M,0.8287,expansion,0.04
1M,0.8501,expansion,0.02
1M,0.8121,expansion,0.0
1M,0.8168,expansion,0.04
1M,0.8395,expansion,0.04
1M,0.536,expansion,0.02
1M,0.4427,expansion,0.42
1M,0.8516,expansion,0.48
1M,0.8312,expansion,0.0
1M,0.8352,expansion,0.02
1M,0.8644,expansion,0.04
1M,0.8216,expansion,0.06
1M,0.852,expansion,0.04
1M,0.8401,expansion,0.06
1M,0.8271,expansion,0.02
1M,0.8018,expansion,0.04
1M,0.8305,expansion,0.06
1M,0.8299,expansion,0.04
1M,0.8366,expansion,0.04
1M,0.812,expansion,0.02
1M,0.7539,expansion,0.06
1M,0.8335,expansion,0.12
1M,0.837,expansion,0.02
1M,0.8376,expansion,0.02
1M,0.7879,expansion,0.02
1M,0.845,expansion,0.08
1M,0.847,expansion,0.02
1M,0.8386,expansion,0.0
1M,0.7879,expansion,0.02
1M,0.8524,expansion,0.32
1M,0.7084,expansion,0.52
1M,2.4448,expansion,0.54
1M,2.9489,expansion,0.74
1M,1.7012,expansion,0.9
1M,0.3687,expansion,3.18
1M,0.4603,expansion,4.36
1M,3.5171,expansion,8.2
1M,3.9617,expansion,16.14
1M,14.4132,expansion,20.76
1M,4.287,expansion,26.28
1M,5.8455,expansion,31.34
1M,3.55,expansion,30.76
1M,3.8645,expansion,31.2
1M,8.0069,expansion,29.86
1M,9.7247,expansion,28.52
1M,0.488,expansion,28.34
1M,2.9015,expansion,21.14
1M,0.5464,expansion,16.74
1M,0.1227,expansion,7.0
1M,0.951,expansion,2.38
1M,1.3009,expansion,1.42
1M,0.6231,expansion,0.54
1M,0.8668,expansion,0.34
1M,0.7802,expansion,0.18
1M,0.6839,expansion,0.2
1M,0.7259,expansion,0.56
1M,0.995,expansion,0.48
1M,1.5243,expansion,0.42
1M,4.1589,expansion,0.38
1M,2.7918,expansion,0.28
1M,3.7891,expansion,0.72
1M,0.4464,expansion,0.5
1M,0.5047,expansion,0.94
1M,0.5112,expansion,0.74
1M,0.9507,expansion,0.5
1M,0.8415,expansion,0.16
1M,0.8027,expansion,0.1
1M,0.8305,expansion,0.08
1M,0.8501,expansion,0.02
1M,0.8478,expansion,0.0
1M,0.8098,expansion,0.0
1M,0.662,expansion,0.04
1M,0.7548,expansion,0.22
1M,0.8257,expansion,0.14
1M,0.8494,expansion,0.04
1M,0.8344,expansion,0.0
1M,0.8131,expansion,0.02
1M,0.1978,expansion,0.04
1M,0.8384,expansion,0.84
1M,0.7989,expansion,0.02
1M,0.8563,expansion,0.06
1M,0.8522,expansion,0.0
1M,0.6793,expansion,0.0
1M,0.8319,expansion,0.2
1M,0.8524,expansion,0.02
1M,0.8178,expansion,0.0
1M,0.6644,expansion,0.04
1M,0.7732,expansion,0.24
1M,0.8867,expansion,0.1
1M,0.8829,expansion,0.1
1M,0.5959,expansion,0.1
1M,0.6612,expansion,0.54
1M,8.6598,expansion,1.72
1M,0.8712,expansion,9.94
1M,0.8503,expansion,0.06
1M,0.8483,expansion,0.0
1M,0.8158,expansion,0.0
1M,0.8114,expansion,0.04
1M,0.8944,expansion,0.08
1M,0.6001,expansion,0.06
1M,0.8034,expansion,0.26
1M,0.8748,expansion,0.2
1M,0.7633,expansion,0.18
1M,0.8152,expansion,0.16
1M,0.8337,expansion,0.06
1M,0.815,expansion,0.06
1M,0.829,expansion,0.04
1M,0.8355,expansion,0.02
1M,0.7202,expansion,0.02
1M,0.8352,expansion,0.18
1M,0.8134,expansion,0.06
1M,0.7888,expansion,0.08
1M,0.709,expansion,0.08
1M,0.595,expansion,0.22
1M,0.5379,expansion,0.32
1M,1.011,expansion,0.52
1M,3.7719,expansion,0.4
1M,5.4964,expansion,0.58
1M,5.3172,expansion,1.3
1M,6.9535,expansion,2.1
1M,3.8485,expansion,7.04
1M,12.4878,expansion,19.24
1M,26.3967,expansion,44.78
1M,0.5145,rare,62.42
1M,1.5135,rare,75.42
1M,3.7878,rare,81.6
1M,0.5689,rare,86.8
1M,0.2214,rare,95.56
1M,0.0163,rare,99.7
1M,7.7882,rare,99.96
1M,0.16,rare,90.32
1M,0.0,rare,99.84
1M,0.0,rare,100.0
1M,0.12,rare,100.0
1M,0.08,rare,99.88
1M,1.5238,rare,99.92
1M,3.027,rare,97.9
1M,10.7045,rare,89.46
1M,11.5654,rare,65.8
1M,1.3573,expansion,3.24
1M,0.5614,expansion,0.82
1M,0.8399,expansion,0.46
1M,0.8146,expansion,0.36
1M,0.8567,expansion,0.14
1M,0.8156,expansion,0.12
1M,0.7975,expansion,0.08
1M,0.8535,expansion,0.06
1M,0.8333,expansion,0.0
1M,0.854,expansion,0.02
1M,0.6203,expansion,0.0
1M,0.7058,expansion,0.54
1M,0.8849,expansion,0.16
1M,0.7986,expansion,0.06
1M,0.8407,expansion,0.1
1M,0.8163,expansion,0.02
1M,0.8526,expansion,0.04
1M,0.8313,expansion,0.0
1M,0.7379,expansion,0.02
1M,0.8389,expansion,0.12
1M,0.7739,expansion,0.02
1M,0.8481,expansion,0.16
1M,0.8486,expansion,0.12
1M,0.817,expansion,0.02
1M,0.8026,expansion,0.04
1M,0.7985,expansion,0.08
1M,0.8177,expansion,0.12
1M,0.7774,expansion,0.04
1M,0.8504,expansion,0.08
1M,0.8539,expansion,0.0
1M,0.7872,expansion,0.0
1M,0.7602,expansion,0.1
1M,0.8046,expansion,0.28
1M,0.8244,expansion,0.06
1M,0.785,expansion,0.1
1M,0.7202,expansion,0.14
1M,0.6914,expansion,0.22
1M,0.8402,expansion,0.2
1M,0.8176,expansion,0.02
1M,0.8521,expansion,0.04
1M,0.8145,expansion,0.0
1M,0.8254,expansion,0.04
1M,0.8363,expansion,0.04
1M,0.8138,expansion,0.02
1M,0.7838,expansion,0.04
1M,0.8189,expansion,0.1
1M,0.7505,expansion,0.08
1M,0.7215,expansion,0.1
1M,0.8302,expansion,0.14
1M,0.8577,expansion,0.02
1M,0.6955,expansion,0.0
1M,0.8119,expansion,0.2
1M,0.7011,expansion,0.1
1M,0.8016,expansion,0.16
1M,0.8593,expansion,0.06
1M,0.8494,expansion,0.0
1M,0.8295,expansion,0.0
1M,0.8349,expansion,0.02
1M,0.8299,expansion,0.04
1M,0.7732,expansion,0.06
1M,0.8745,expansion,0.12
1M,0.8231,expansion,0.08
1M,0.8247,expansion,0.06
1M,0.8324,expansion,0.06
1M,0.8078,expansion,0.02
1M,0.3062,expansion,0.1
1M,0.6519,expansion,0.7
1M,0.4542,expansion,0.82
1M,1.496,expansion,0.96
1M,1.9416,expansion,0.54
1M,1.6142,expansion,0.6
1M,0.7795,expansion,0.48
1M,0.8447,expansion,0.2
1M,0.6531,expansion,0.34
1M,0.3419,expansion,0.38
1M,0.2305,expansion,0.84
1M,1.1765,expansion,1.4
1M,0.89,expansion,0.92
1M,0.502,expansion,0.58
1M,0.5755,expansion,0.74
1M,0.9237,expansion,0.76
1M,0.888,expansion,0.42
1M,0.8395,expansion,0.42
1M,0.9181,expansion,0.14
1M,0.8131,expansion,0.06
1M,0.8539,expansion,0.16
1M,0.7816,expansion,0.14
1M,0.7221,expansion,0.2
1M,0.831,expansion,0.2
1M,0.8121,expansion,0.02
1M,0.7468,expansion,0.06
1M,0.8045,expansion,0.22
1M,0.893,expansion,0.1
1M,0.8558,expansion,0.04
1M,0.8057,expansion,0.06
1M,0.8697,expansion,0.1
1M,0.7529,expansion,0.14
1M,0.8162,expansion,0.14
1M,0.835,expansion,0.04
1M,0.8124,expansion,0.02
1M,0.8983,expansion,0.06
1M,0.7284,expansion,0.06
1M,0.7879,expansion,0.28
1M,0.8106,expansion,0.12
1M,0.8616,expansion,0.08
1M,0.7168,expansion,0.0
1M,0.8109,expansion,0.18
1M,0.8145,expansion,0.06
1M,0.8418,expansion,0.08
1M,0.6916,expansion,0.02
1M,0.7322,expansion,0.28
1M,1.0164,expansion,0.24
1M,0.97,expansion,0.18
1M,0.5005,expansion,0.24
1M,1.0989,expansion,1.0
1M,0.466,expansion,1.1
1M,0.6005,expansion,0.68
1M,0.7893,expansion,0.7
1M,0.7928,expansion,0.42
1M,0.762,expansion,0.28
1M,0.969,expansion,0.38
1M,0.4033,expansion,0.16
1M,0.1855,expansion,1.0
1M,1.3067,expansion,1.52
1M,1.818,expansion,0.4
1M,1.4042,expansion,0.54
3M,1.4247,expansion,
3M,1.4157,expansion,
3M,1.8117,expansion,
3M,1.5662,expansion,0.8
3M,1.7476,expansion,0.5
3M,1.8146,expansion,0.0
3M,1.8146,expansion,0.26
3M,0.4637,expansion,0.08
3M,1.8062,expansion,0.0
3M,1.7794,expansion,0.0
3M,1.7975,expansion,1.54
3M,1.8146,expansion,0.02
3M,1.8171,expansion,0.04
3M,1.8218,expansion,0.02
3M,1.6883,expansion,0.0
3M,1.8106,expansion,0.0
3M,1.8106,expansion,0.0
3M,1.809,expansion,0.14
3M,1.7623,expansion,0.0
3M,1.7802,expansion,0.0
3M,1.8115,expansion,0.0
3M,1.7971,expansion,0.06
3M,1.6823,expansion,0.04
3M,1.8333,expansion,0.0
3M,1.7916,expansion,0.02
3M,1.925,expansion,0.18
3M,1.8183,expansion,0.1
3M,0.8655,expansion,0.08
3M,0.2977,expansion,0.14
3M,12.3892,expansion,0.28
3M,4.4566,expansion,4.14
3M,6.7224,expansion,6.96
3M,5.0234,expansion,36.56
3M,7.3852,expansion,40.22
3M,3.376,rare,50.0
3M,0.5864,expansion,39.6
3M,0.8977,expansion,40.06
3M,3.1224,expansion,42.32
3M,5.4182,expansion,39.4
3M,12.6056,expansion,37.62
3M,36.2829,expansion,38.38
3M,21.2032,rare,56.12
3M,1.8912,rare,75.94
3M,1.7996,rare,86.34
3M,1.2702,expansion,32.38
3M,1.5527,expansion,0.0
3M,1.8288,expansion,0.1
3M,1.7942,expansion,1.38
3M,1.6849,expansion,0.36
3M,1.5448,expansion,0.0
3M,1.6768,expansion,0.04
3M,1.8286,expansion,0.2
3M,1.8133,expansion,0.4
3M,1.8133,expansion,0.16
3M,1.8076,expansion,0.0
3M,1.8076,expansion,0.0
3M,1.8076,expansion,0.0
3M,1.8076,expansion,0.0
3M,1.8076,expansion,0.0
3M,1.7922,expansion,0.0
3M,1.7705,expansion,0.0
3M,1.7129,expansion,0.0
3M,1.8076,expansion,0.02
3M,1.8076,expansion,0.06
3M,1.8076,expansion,0.12
3M,1.8076,expansion,0.0
3M,1.8087,expansion,0.0
3M,1.8087,expansion,0.0
3M,1.8098,expansion,0.0
3M,1.625,expansion,0.0
3M,1.7759,expansion,0.0
3M,1.788,expansion,0.0
3M,1.7966,expansion,0.24
3M,1.8164,expansion,0.24
3M,1.7228,expansion,0.08
3M,1.8412,expansion,0.08
3M,1.9137,expansion,0.1
3M,1.5231,expansion,0.22
3M,20.7113,expansion,0.06
3M,21.3459,expansion,0.1
3M,15.0873,expansion,1.02
3M,2.3788,expansion,29.88
3M,1.2765,expansion,33.2
3M,2.189,expansion,28.78
3M,3.6039,expansion,26.04
3M,2.8238,expansion,24.8
3M,11.3879,expansion,24.02
3M,3.9232,expansion,34.02
3M,7.0426,expansion,44.82
3M,11.6136,rare,77.44
3M,11.6224,rare,82.08
3M,11.4596,rare,92.62
3M,11.7939,rare,99.98
3M,12.1662,rare,100.0
3M,19.093,rare,99.8
3M,1.9304,rare,99.7
3M,1.731,rare,94.24
3M,1.8185,expansion,15.68
3M,1.8249,expansion,2.26
3M,1.7903,expansion,0.62
3M,1.8133,expansion,0.12
3M,1.7732,expansion,0.0
3M,1.8286,expansion,0.04
3M,1.8285,expansion,0.02
3M,1.8286,expansion,0.06
3M,1.7683,expansion,0.0
3M,1.7984,expansion,0.0
3M,1.7656,expansion,0.0
3M,1.7719,expansion,0.1
3M,1.8123,expansion,0.04
3M,1.8138,expansion,0.1
3M,1.7765,expansion,0.08
3M,1.5248,expansion,0.02
3M,1.8114,expansion,0.02
3M,1.8226,expansion,0.06
3M,1.3093,expansion,0.3
3M,1.8076,expansion,0.0
3M,1.809,expansion,0.0
3M,1.8076,expansion,0.5
3M,1.809,expansion,0.0
3M,1.809,expansion,0.0
3M,1.7576,expansion,0.0
3M,1.71,expansion,0.0
3M,1.8068,expansion,0.0
3M,1.8716,expansion,0.06
3M,1.8502,expansion,0.12
3M,1.5256,expansion,0.02
3M,11.8517,expansion,0.04
3M,1.7826,expansion,0.02
3M,1.8347,expansion,0.8
3M,1.8173,expansion,13.88
3M,1.7448,expansion,0.06
3M,1.767,expansion,0.0
3M,1.6762,expansion,0.0
3M,1.8072,expansion,0.14
3M,1.7843,expansion,0.08
3M,1.8199,expansion,0.32
3M,1.8116,expansion,0.02
3M,1.7828,expansion,0.04
3M,1.1484,expansion,0.0
3M,1.7754,expansion,0.0
3M,1.2964,expansion,0.1
3M,25.91,expansion,1.4
3M,2.3403,expansion,0.7
3M,4.6177,expansion,1.12
3M,8.2807,expansion,31.26
3M,3.6168,expansion,1.18
3M,5.4406,expansion,1.52
3M,3.8244,expansion,2.66
3M,8.7781,expansion,3.22
3M,10.622,expansion,2.48
3M,24.7304,expansion,2.1
3M,10.9923,expansion,2.82
3M,14.4874,expansion,4.44
3M,12.5733,expansion,7.18
3M,12.1129,expansion,42.52
3M,8.3896,rare,87.08
3M,21.3682,rare,99.9
3M,3.3743,rare,99.9
3M,2.0328,rare,89.34
3M,1.97,expansion,32.28
3M,1.79,expansion,0.42
3M,1.602,expansion,0.06
3M,0.1701,expansion,0.04
3M,0.7548,expansion,0.04
3M,1.8589,expansion,0.38
3M,2.0109,expansion,2.38
3M,4.8051,expansion,2.04
3M,5.9159,expansion,1.16
3M,18.2362,expansion,1.0
3M,0.8929,expansion,0.88
3M,48.3583,expansion,1.0
3M,27.2919,expansion,2.96
3M,12.3396,expansion,44.92
3M,9.7227,rare,81.36
3M,10.2318,rare,93.6
3M,36.7243,rare,96.26
3M,1.7748,rare,96.12
3M,0.3615,rare,93.88
3M,8.4762,expansion,10.86
3M,9.3881,rare,60.84
3M,4.6271,rare,73.04
3M,7.0424,rare,76.56
3M,18.8619,rare,80.36
3M,41.9936,rare,80.66
3M,10.2264,rare,79.24
3M,6.1041,rare,76.1
3M,1.9781,rare,72.88
3M,0.4823,expansion,39.46
3M,1.7094,expansion,15.14
3M,1.819,expansion,0.58
3M,1.819,expansion,1.66
3M,1.819,expansion,0.16
3M,1.819,expansion,0.0
3M,1.729,expansion,0.0
3M,1.8189,expansion,0.0
3M,1.8002,expansion,0.0
3M,1.8189,expansion,0.1
3M,1.8089,expansion,0.0
3M,1.8105,expansion,0.02
3M,1.8121,expansion,0.0
3M,1.7939,expansion,0.0
3M,1.8115,expansion,0.0
3M,1.8319,expansion,0.0
3M,1.8388,expansion,0.02
3M,1.7777,expansion,0.0
3M,1.7923,expansion,0.02
3M,1.8049,expansion,0.0
3M,1.7931,expansion,0.1
3M,1.8346,expansion,0.1
3M,1.7473,expansion,0.1
3M,1.7782,expansion,0.12
3M,1.8493,expansion,0.04
3M,1.8263,expansion,0.2
3M,1.7833,expansion,0.2
3M,1.8522,expansion,0.06
3M,1.6059,expansion,0.04
3M,1.6513,expansion,0.12
3M,1.8343,expansion,0.04
3M,1.8447,expansion,0.38
3M,1.7143,expansion,0.26
3M,1.8272,expansion,0.02
3M,1.8458,expansion,0.0
3M,1.8372,expansion,0.18
3M,1.6162,expansion,0.06
3M,1.6707,expansion,0.02
3M,1.7571,expansion,0.08
3M,1.7804,expansion,0.32
3M,1.629,expansion,0.24
3M,1.8166,expansion,0.12
3M,1.745,expansion,0.06
3M,1.8353,expansion,0.2
3M,1.7285,expansion,0.0
3M,1.8111,expansion,0.08
3M,1.855,expansion,0.02
3M,1.2246,expansion,0.14
3M,1.823,expansion,0.06
3M,1.7991,expansion,0.04
3M,1.8141,expansion,0.66
3M,1.797,expansion,0.02
3M,1.8141,expansion,0.02
3M,1.8177,expansion,0.0
3M,1.8021,expansion,0.02
3M,1.8018,expansion,0.0
3M,1.8177,expansion,0.0
3M,1.8029,expansion,0.02
3M,1.84,expansion,0.02
3M,1.7536,expansion,0.0
3M,1.8358,expansion,0.02
3M,1.8439,expansion,0.02
3M,1.7982,expansion,0.22
3M,1.7443,expansion,0.02
3M,1.8137,expansion,0.02
3M,1.7737,expansion,0.06
3M,1.7704,expansion,0.12
3M,1.7589,expansion,0.04
3M,1.8221,expansion,0.06
3M,1.8064,expansion,0.06
3M,1.8102,expansion,0.08
3M,1.7294,expansion,0.0
3M,1.5121,expansion,0.02
3M,1.312,expansion,0.02
3M,1.1333,expansion,0.16
3M,0.89,expansion,0.62
3M,1.4469,expansion,0.6
3M,1.4407,expansion,0.9
3M,1.9527,expansion,1.18
3M,1.688,expansion,0.7
3M,1.7491,expansion,0.78
3M,1.9197,expansion,0.22
3M,1.7921,expansion,0.4
3M,1.6892,expansion,0.26
3M,1.7901,expansion,0.12
3M,1.6766,expansion,0.12
3M,1.3295,expansion,0.28
3M,1.3602,expansion,0.1
3M,0.9453,expansion,0.2
3M,2.6948,expansion,0.82
3M,7.6866,expansion,1.38
3M,5.791,expansion,2.3
3M,1.0621,expansion,10.22
3M,5.2926,expansion,19.36
3M,1.2247,expansion,37.06
3M,0.0507,rare,59.46
3M,2.2957,rare,63.32
3M,4.342,rare,62.14
3M,4.5857,rare,60.06
3M,1.8888,rare,52.74
3M,1.9767,expansion,35.1
3M,1.6575,expansion,4.28
3M,1.8195,expansion,0.76
3M,1.8031,expansion,0.24
3M,1.6861,expansion,0.36
3M,1.4687,expansion,0.4
3M,1.4475,expansion,0.2
3M,1.703,expansion,0.4
3M,1.806,expansion,0.42
3M,1.8013,expansion,0.44
3M,1.8144,expansion,0.24
3M,1.8142,expansion,0.04
3M,1.7978,expansion,0.04
3M,1.8046,expansion,0.02
3M,1.5945,expansion,0.02
3M,1.7662,expansion,0.04
3M,1.7041,expansion,0.04
3M,1.7902,expansion,0.3
3M,1.825,expansion,0.08
3M,1.7695,expansion,0.14
3M,1.7952,expansion,0.04
3M,1.4438,expansion,0.0
3M,1.8398,expansion,0.06
3M,1.7032,expansion,0.04
3M,1.7839,expansion,0.48
3M,1.8175,expansion,0.02
3M,1.7963,expansion,0.16
3M,1.8056,expansion,0.1
3M,1.8296,expansion,0.04
3M,1.8101,expansion,0.06
3M,1.8119,expansion,0.04
3M,1.8095,expansion,0.0
3M,1.773,expansion,0.02
3M,1.8095,expansion,0.0
3M,1.8095,expansion,0.0
3M,1.7709,expansion,0.04
3M,1.8104,expansion,0.0
3M,1.8118,expansion,0.0
3M,1.8092,expansion,0.04
3M,1.7912,expansion,0.0
3M,1.8109,expansion,0.0
3M,1.8238,expansion,0.0
3M,1.8238,expansion,0.02
3M,1.8237,expansion,0.0
3M,1.6326,expansion,0.0
3M,1.8076,expansion,0.0
3M,1.7794,expansion,0.02
3M,1.7935,expansion,0.26
3M,1.8016,expansion,0.12
3M,1.769,expansion,0.18
3M,1.8392,expansion,0.08
3M,1.7875,expansion,0.06
3M,1.7595,expansion,0.1
3M,1.8124,expansion,0.0
3M,1.7151,expansion,0.06
3M,1.5284,expansion,0.1
3M,1.8394,expansion,0.06
3M,1.7522,expansion,0.14
3M,1.8081,expansion,0.38
3M,1.8081,expansion,0.02
3M,1.8095,expansion,0.1
3M,1.7551,expansion,0.0
3M,1.796,expansion,0.0
3M,1.8139,expansion,0.0
3M,1.8127,expansion,0.06
3M,1.8092,expansion,0.02
3M,1.7931,expansion,0.0
3M,1.8109,expansion,0.0
3M,1.8081,expansion,0.0
3M,1.8081,expansion,0.02
3M,1.7525,expansion,0.0
3M,1.8081,expansion,0.0
3M,1.814,expansion,0.0
3M,1.7949,expansion,0.06
3M,1.7956,expansion,0.0
3M,1.8118,expansion,0.0
3M,1.8104,expansion,0.02
3M,1.8118,expansion,0.02
3M,1.7727,expansion,0.0
3M,1.7952,expansion,0.0
3M,1.8093,expansion,0.0
3M,1.773,expansion,0.04
3M,1.8007,expansion,0.02
3M,1.8333,expansion,0.0
3M,1.5137,expansion,0.04
3M,1.5647,expansion,0.04
3M,1.8419,expansion,0.02
3M,1.8252,expansion,0.42
3M,1.8152,expansion,0.48
3M,1.8101,expansion,0.0
3M,1.8246,expansion,0.02
3M,1.814,expansion,0.04
3M,1.8232,expansion,0.06
3M,1.8125,expansion,0.04
3M,1.8102,expansion,0.06
3M,1.8143,expansion,0.02
3M,1.8153,expansion,0.04
3M,1.8346,expansion,0.06
3M,1.7949,expansion,0.04
3M,1.7444,expansion,0.04
3M,1.8302,expansion,0.02
3M,1.8325,expansion,0.06
3M,1.8372,expansion,0.12
3M,1.8164,expansion,0.02
3M,1.8297,expansion,0.02
3M,1.8451,expansion,0.02
3M,1.8307,expansion,0.08
3M,1.649,expansion,0.02
3M,1.7763,expansion,0.0
3M,1.7133,expansion,0.02
3M,1.5664,expansion,0.32
3M,1.5796,expansion,0.52
3M,3.1871,expansion,0.54
3M,1.5888,expansion,0.74
3M,1.8285,expansion,0.9
3M,6.3263,expansion,3.18
3M,3.9839,expansion,4.36
3M,7.4904,expansion,8.2
3M,4.1263,expansion,16.14
3M,4.2785,expansion,20.76
3M,11.9324,expansion,26.28
3M,3.5641,expansion,31.34
3M,5.3167,expansion,30.76
3M,9.8059,expansion,31.2
3M,0.3919,expansion,29.86
3M,1.6427,expansion,28.52
3M,3.3017,expansion,28.34
3M,2.2417,expansion,21.14
3M,0.8618,expansion,16.74
3M,1.6337,expansion,7.0
3M,1.775,expansion,2.38
3M,1.8412,expansion,1.42
3M,1.6557,expansion,0.54
3M,1.5588,expansion,0.34
3M,1.6841,expansion,0.18
3M,1.8702,expansion,0.2
3M,1.8796,expansion,0.56
3M,2.1436,expansion,0.48
3M,2.5369,expansion,0.42
3M,9.1446,expansion,0.38
3M,4.3418,expansion,0.28
3M,3.7735,expansion,0.72
3M,1.5655,expansion,0.5
3M,1.7381,expansion,0.94
3M,1.7806,expansion,0.74
3M,1.7648,expansion,0.5
3M,1.7959,expansion,0.16
3M,1.8132,expansion,0.1
3M,1.8169,expansion,0.08
3M,1.8186,expansion,0.02
3M,1.7532,expansion,0.0
3M,1.7305,expansion,0.0
3M,1.8117,expansion,0.04
3M,1.8413,expansion,0.22
3M,1.8247,expansion,0.14
3M,1.8112,expansion,0.04
3M,1.1871,expansion,0.0
3M,1.8136,expansion,0.02
3M,1.7692,expansion,0.04
3M,1.8252,expansion,0.84
3M,1.8287,expansion,0.02
3M,1.6359,expansion,0.06
3M,1.8111,expansion,0.0
3M,1.8254,expansion,0.0
3M,1.7973,expansion,0.2
3M,1.7358,expansion,0.02
3M,1.8679,expansion,0.0
3M,1.8781,expansion,0.04
3M,1.7982,expansion,0.24
3M,1.4265,expansion,0.1
3M,0.3903,expansion,0.1
3M,7.3116,expansion,0.1
3M,1.7865,expansion,0.54
3M,1.8266,expansion,1.72
3M,1.8272,expansion,9.94
3M,1.7896,expansion,0.06
3M,1.764,expansion,0.0
3M,1.8161,expansion,0.0
3M,1.7148,expansion,0.04
3M,1.7296,expansion,0.08
3M,1.7282,expansion,0.06
3M,1.7819,expansion,0.26
3M,1.8403,expansion,0.2
3M,1.8064,expansion,0.18
3M,1.8284,expansion,0.16
3M,1.8164,expansion,0.06
3M,1.8288,expansion,0.06
3M,1.7709,expansion,0.04
3M,1.8454,expansion,0.02
3M,1.8677,expansion,0.02
3M,1.8619,expansion,0.18
3M,1.7518,expansion,0.06
3M,1.6239,expansion,0.08
3M,1.4306,expansion,0.08
3M,1.5373,expansion,0.22
3M,1.6466,expansion,0.32
3M,1.8899,expansion,0.52
3M,4.3752,expansion,0.4
3M,7.6986,expansion,0.58
3M,0.4735,expansion,1.3
3M,19.2725,expansion,2.1
3M,15.316,expansion,7.04
3M,24.733,expansion,19.24
3M,24.5019,expansion,44.78
3M,11.6442,rare,62.42
3M,18.1489,rare,75.42
3M,11.7952,rare,81.6
3M,11.7845,rare,86.8
3M,3.9752,rare,95.56
3M,11.4806,rare,99.7
3M,11.5954,rare,99.96
3M,11.5953,rare,90.32
3M,11.4942,rare,99.84
3M,11.5818,rare,100.0
3M,10.1345,rare,100.0
3M,4.7286,rare,99.88
3M,10.745,rare,99.92
3M,1.0028,rare,97.9
3M,2.3387,rare,89.46
3M,1.9763,rare,65.8
3M,1.67,expansion,3.24
3M,1.7401,expansion,0.82
3M,1.7389,expansion,0.46
3M,1.7555,expansion,0.36
3M,1.8119,expansion,0.14
3M,1.8251,expansion,0.12
3M,1.8061,expansion,0.08
3M,1.8252,expansion,0.06
3M,1.4157,expansion,0.0
3M,1.7208,expansion,0.02
3M,1.7783,expansion,0.0
3M,1.7385,expansion,0.54
3M,1.8205,expansion,0.16
3M,1.7883,expansion,0.06
3M,1.8252,expansion,0.1
3M,1.8246,expansion,0.02
3M,1.755,expansion,0.04
3M,1.8441,expansion,0.0
3M,1.7864,expansion,0.02
3M,1.7875,expansion,0.12
3M,1.8197,expansion,0.02
3M,1.8148,expansion,0.16
3M,1.7754,expansion,0.12
3M,1.7274,expansion,0.02
3M,1.822,expansion,0.04
3M,1.7591,expansion,0.08
3M,1.8284,expansion,0.12
3M,1.8251,expansion,0.04
3M,1.7808,expansion,0.08
3M,1.6792,expansion,0.0
3M,1.8203,expansion,0.0
