date,cases_lag7,pos_lag7,cases_lag14,pos_lag14,cases_lag21,pos_lag21,rt_lag7,icu_lag7,hosp_lag7,strin_lag7,vax_lag7,deaths_lag14,deaths_roll28,target
2021-06-11,134.22,0.02,185.48,0.03,179.73,0.04,0.75,37.91,218.26,54.63,41.57,2.09,1.8460714285714286,1.26
2021-06-11,51.99,0.0,70.95,0.0,99.62,0.0,0.7,12.86,40.49,64.85,44.9,1.26,1.8378571428571426,0.87
2021-06-11,81.34,0.01,115.02,0.01,165.75,0.01,0.82,4.63,27.8,45.37,38.16,0.22,0.01107142857142857,0.22
2021-06-11,46.89,0.01,35.45,0.0,32.5,0.0,1.35,1.93,14.24,62.5,59.44,0.17,0.4225,0.18
2021-06-11,163.96,0.01,172.31,0.01,178.05,0.01,0.84,5.44,24.65,53.54,38.72,0.12,0.1675,0.05
2021-06-11,218.83,0.23,193.25,0.25,160.63,0.23,1.06,16.69,194.78,27.78,11.81,4.8,4.006428571428572,6.19
2021-06-11,84.85,0.03,122.3,0.04,129.42,0.04,0.72,14.19,46.34,48.15,38.37,0.6,0.0,0.29
2021-06-11,0.47,0.0,0.2,0.0,0.28,0.0,1.15,0.0,0.65,71.76,16.65,0.0,0.0,0.0
2021-06-11,163.46,0.08,211.7,0.09,286.04,0.11,0.69,15.32,23.91,67.59,37.67,0.66,0.0,0.45
2021-06-11,60.69,0.12,49.07,0.1,37.39,0.09,1.3,20.77,112.0,48.15,2.23,1.35,0.0,1.3
2021-06-11,2.35,0.0,3.28,0.0,4.1,0.0,0.84,2.75,8.89,29.63,58.09,0.11,2.3442857142857143,0.06
2021-06-11,59.58,0.01,83.42,0.02,120.89,0.02,0.66,14.16,107.12,71.3,43.2,2.61,0.8053571428571428,1.13
2021-06-11,81.52,0.03,124.04,0.04,166.5,0.05,0.66,20.18,53.67,73.61,59.71,1.07,1.1117857142857142,0.86
2021-06-11,53.3,0.01,50.1,0.01,44.27,0.01,1.17,5.16,26.0,62.04,41.37,0.1,0.43142857142857144,0.16
2021-06-11,61.83,0.02,75.96,0.02,97.61,0.03,0.78,14.76,50.16,56.02,52.9,1.52,0.0,1.12
2021-06-11,220.04,0.07,172.86,0.06,121.19,0.05,1.02,34.0,216.19,80.56,6.84,1.42,0.0,2.67
2021-06-11,132.04,0.08,158.78,0.09,215.85,0.1,0.78,28.78,96.7,35.19,34.14,1.28,0.0,0.95
2021-06-11,155.46,0.04,205.97,0.05,186.88,0.06,0.79,29.34,86.39,50.93,43.56,1.72,2.107857142857143,1.22
2021-06-11,45.51,0.0,70.15,0.0,106.84,0.0,0.65,6.86,35.26,56.48,39.7,1.45,2.2414285714285715,0.52
2021-06-12,61.83,0.02,75.96,0.02,97.61,0.03,0.81,14.09,48.18,56.02,53.01,1.52,0.0,1.12
2021-06-12,46.89,0.01,35.45,0.0,32.5,0.0,1.36,2.0,13.82,51.39,59.75,0.17,0.4225,0.18
2021-06-12,218.83,0.23,193.25,0.24,160.63,0.23,1.05,16.52,196.17,27.78,11.87,4.8,4.1450000000000005,6.19
2021-06-12,49.92,0.02,79.58,0.04,132.86,0.05,0.61,4.22,79.46,32.41,37.83,2.15,0.0,1.37
2021-06-12,60.69,0.12,49.07,0.11,37.39,0.09,1.3,20.72,110.08,48.15,2.24,1.35,0.0,1.3
2021-06-12,81.34,0.01,115.02,0.01,165.75,0.01,0.81,3.09,26.25,45.37,38.72,0.22,0.010357142857142858,0.22
2021-06-12,81.52,0.03,124.04,0.04,166.5,0.04,0.66,19.95,53.08,73.61,60.32,1.07,1.1025,0.86
2021-06-12,84.85,0.03,122.3,0.04,129.42,0.04,0.71,14.07,45.88,48.15,38.88,0.6,0.0,0.29
2021-06-12,155.46,0.04,205.97,0.05,186.88,0.06,0.79,28.91,83.91,50.93,44.33,1.72,2.0300000000000002,1.22
2021-06-12,2.35,0.0,3.28,0.0,4.1,0.0,0.88,2.65,8.57,29.63,58.09,0.11,2.343928571428571,0.06
2021-06-12,59.58,0.01,83.42,0.02,120.89,0.02,0.68,13.35,101.31,71.3,44.05,2.61,0.7925000000000001,1.13
2021-06-12,0.47,0.0,0.2,0.0,0.28,0.0,1.15,0.0,0.61,71.76,16.97,0.0,0.0,0.0
2021-06-12,132.04,0.08,158.78,0.09,215.85,0.1,0.76,25.0,94.82,37.32,34.45,1.28,0.0,0.95
2021-06-12,134.22,0.02,185.48,0.03,179.73,0.03,0.73,37.24,214.3,54.63,42.02,2.09,1.8271428571428572,1.26
2021-06-12,45.51,0.0,70.15,0.0,106.84,0.0,0.65,5.72,29.06,56.48,40.02,1.45,2.1025,0.52
2021-06-12,220.04,0.07,172.86,0.06,121.19,0.05,1.0,34.03,219.72,80.56,7.05,1.42,0.0,2.67
2021-06-13,70.78,0.01,46.89,0.0,35.45,0.0,1.36,2.15,14.22,51.39,59.93,0.17,0.4225,0.18
2021-06-13,223.41,0.24,218.83,0.21,193.25,0.23,1.04,16.69,197.89,27.78,11.9,6.15,4.278571428571429,6.12
2021-06-13,147.4,0.05,90.52,0.04,258.27,0.08,0.81,12.8,53.75,53.67,37.18,0.68,0.0,0.34
2021-06-13,40.97,0.01,59.58,0.02,83.42,0.02,0.69,13.11,97.18,71.3,44.78,2.03,0.8017857142857142,1.21
2021-06-13,59.89,0.02,84.85,0.04,122.3,0.04,0.7,14.07,44.39,48.15,39.06,0.39,0.0,0.32
2021-06-13,119.54,0.04,155.46,0.05,205.97,0.05,0.78,28.4,82.96,50.93,44.56,1.17,1.9653571428571428,0.74
2021-06-13,9.81,0.01,16.32,0.01,29.08,0.02,0.58,19.89,88.41,44.34,22.54,2.7,0.0,8.04
2021-06-13,84.5,0.05,91.94,0.05,96.54,0.05,1.04,23.63,62.87,60.65,41.6,0.57,0.0,0.43
2021-06-13,25.22,0.01,34.66,0.02,52.82,0.03,0.67,47.48,433.8,62.96,12.39,3.56,6.121428571428572,1.78
2021-06-13,74.25,0.14,60.69,0.09,49.07,0.09,1.31,20.8,110.58,48.15,2.25,1.35,0.0,1.66
2021-06-13,19.47,0.0,22.32,0.0,34.24,0.0,0.7,12.4,54.4,51.08,33.3,1.23,0.0,0.91
2021-06-13,64.76,0.02,92.69,0.03,155.02,0.05,0.66,4.53,60.33,41.03,37.71,1.38,1.1621428571428571,0.21
2021-06-13,46.35,0.0,56.55,0.0,100.54,0.0,0.8,14.51,55.8,60.33,44.98,0.75,1.2185714285714284,1.07
2021-06-13,32.94,0.0,45.51,0.0,70.15,0.0,0.65,5.81,28.97,56.48,40.28,0.9,1.9953571428571428,0.38
2021-06-13,41.46,0.02,61.83,0.02,75.96,0.03,0.82,13.82,47.26,56.02,53.06,1.48,0.0,1.1
2021-06-13,56.04,0.03,81.52,0.03,124.04,0.04,0.66,19.43,51.83,73.61,60.84,0.99,1.093214285714286,0.75
2021-06-13,1.95,0.0,0.47,0.0,0.2,0.0,1.12,0.0,0.65,71.76,17.05,0.0,0.0,0.0
2021-06-13,1.8,0.0,2.35,0.0,3.28,0.0,0.9,2.65,8.89,29.63,58.13,0.09,2.343571428571429,0.05
2021-06-13,211.15,0.07,220.04,0.06,172.86,0.05,0.98,35.01,219.87,80.56,7.29,1.98,0.0,2.18
2021-06-13,103.31,0.02,134.22,0.03,185.48,0.03,0.72,37.26,214.19,54.63,42.22,1.72,1.8082142857142858,0.79
2021-06-13,115.56,0.08,132.04,0.09,158.78,0.1,0.75,23.12,93.4,37.32,34.64,1.28,0.0,1.35
2021-06-14,119.54,0.03,155.46,0.04,205.97,0.05,0.77,28.83,83.05,50.93,45.42,1.17,1.9007142857142856,0.74
2021-06-14,70.78,0.01,46.89,0.0,35.45,0.0,1.36,2.19,15.24,51.39,60.1,0.17,0.4207142857142857,0.18
2021-06-14,41.46,0.02,61.83,0.02,75.96,0.03,0.84,13.85,46.53,56.02,53.17,1.48,0.0,1.1
2021-06-14,103.31,0.02,134.22,0.03,185.48,0.03,0.7,36.45,211.21,54.63,42.72,1.72,1.7892857142857144,0.79
2021-06-14,40.97,0.01,59.58,0.02,83.42,0.02,0.69,12.86,96.02,71.3,45.56,2.03,0.8110714285714286,1.21
2021-06-14,74.25,0.13,60.69,0.11,49.07,0.09,1.32,20.85,112.32,48.15,2.39,1.35,0.0,1.66
2021-06-14,223.41,0.2,218.83,0.25,193.25,0.2,1.04,16.69,188.81,27.78,12.03,6.15,4.412142857142857,6.12
2021-06-14,211.15,0.07,220.04,0.06,172.86,0.05,0.96,34.62,214.39,80.56,7.47,1.98,0.0,2.18
2021-06-14,32.94,0.0,45.51,0.0,70.15,0.0,0.65,5.53,29.16,52.78,40.89,0.9,1.8882142857142856,0.38
2021-06-14,56.04,0.02,81.52,0.03,124.04,0.04,0.66,18.85,50.42,73.61,61.5,0.99,1.0839285714285716,0.75
2021-06-14,84.5,0.05,91.94,0.05,96.54,0.05,1.05,22.88,58.71,60.65,42.15,0.57,0.0,0.43
2021-06-14,46.35,0.0,56.55,0.0,100.54,0.0,0.82,13.39,52.46,60.27,45.12,0.75,1.149642857142857,1.07
2021-06-14,1.95,0.0,0.47,0.0,0.2,0.0,1.08,0.0,0.73,71.76,17.45,0.0,0.0,0.0
2021-06-14,115.56,0.07,132.04,0.09,158.78,0.09,0.73,24.06,95.76,44.4,34.79,1.28,0.0,1.35
2021-06-14,73.91,0.01,81.34,0.01,115.02,0.01,0.78,3.09,27.8,45.37,39.24,0.0,0.008928571428571428,0.0
2021-06-14,1.8,0.0,2.35,0.0,3.28,0.0,0.92,2.33,8.36,29.63,58.18,0.09,2.3432142857142857,0.05
2021-06-14,59.89,0.02,84.85,0.04,122.3,0.04,0.69,12.7,44.39,48.15,39.68,0.39,0.0,0.32
2021-06-15,1.8,0.0,2.35,0.0,3.28,0.0,0.96,2.22,8.26,29.63,58.22,0.09,2.3428571428571425,0.05
2021-06-15,56.04,0.02,81.52,0.03,124.04,0.04,0.66,18.26,48.66,73.61,61.92,0.99,1.0746428571428572,0.75
2021-06-15,103.31,0.02,134.22,0.03,185.48,0.03,0.69,35.3,206.21,54.63,43.3,1.72,1.770357142857143,0.79
2021-06-15,32.94,0.0,45.51,0.0,70.15,0.0,0.65,5.62,27.64,52.78,41.5,0.9,1.7810714285714284,0.38
2021-06-15,1.95,0.0,0.47,0.0,0.2,0.0,1.04,0.0,0.5,71.76,17.93,0.0,0.0,0.0
2021-06-15,119.54,0.03,155.46,0.04,205.97,0.05,0.77,27.37,76.18,50.93,46.14,1.17,1.8360714285714284,0.74
2021-06-15,70.78,0.01,46.89,0.0,35.45,0.0,1.36,2.28,15.58,51.39,60.3,0.17,0.41892857142857143,0.18
2021-06-15,41.46,0.02,61.83,0.02,75.96,0.03,0.84,13.62,46.2,56.02,53.29,1.48,0.0,1.1
2021-06-15,40.97,0.01,59.58,0.02,83.42,0.02,0.7,11.65,91.01,71.3,46.35,2.03,0.8203571428571428,1.21
2021-06-15,211.15,0.07,220.04,0.07,172.86,0.06,0.94,34.03,211.5,75.93,7.79,1.98,0.0,2.18
2021-06-15,73.91,0.01,81.34,0.01,115.02,0.01,0.77,4.63,30.88,45.37,39.83,0.0,0.008214285714285714,0.0
2021-06-15,74.25,0.13,60.69,0.12,49.07,0.08,1.33,21.44,114.42,48.15,2.55,1.35,0.0,1.66
2021-06-15,115.56,0.07,132.04,0.09,158.78,0.09,0.7,24.06,91.99,44.35,35.14,1.28,0.0,1.35
2021-06-15,223.41,0.23,218.83,0.22,193.25,0.26,1.04,16.69,181.12,27.78,12.2,6.15,4.545714285714285,6.12
2021-06-15,59.89,0.02,84.85,0.03,122.3,0.04,0.68,12.01,41.76,48.15,40.33,0.39,0.0,0.32
2021-06-15,84.5,0.04,91.94,0.05,96.54,0.05,1.06,21.87,56.04,50.46,42.7,0.57,0.0,0.43
2021-06-15,46.35,0.0,56.55,0.0,100.54,0.0,0.85,12.28,50.22,52.81,45.59,0.75,1.0807142857142857,1.07
2021-06-16,41.46,0.02,61.83,0.02,75.96,0.02,0.86,13.24,45.12,56.02,53.41,1.48,0.0,1.1
2021-06-16,84.5,0.04,91.94,0.05,96.54,0.05,1.07,21.13,53.85,50.46,43.37,0.57,0.0,0.43
2021-06-16,59.89,0.02,84.85,0.03,122.3,0.04,0.67,11.78,41.3,48.15,41.02,0.39,0.0,0.32
2021-06-16,115.56,0.07,132.04,0.08,158.78,0.09,0.68,22.17,88.69,44.27,35.61,1.28,0.0,1.35
2021-06-16,74.25,0.14,60.69,0.11,49.07,0.1,1.34,22.27,121.76,48.15,2.7,1.35,0.0,1.66
2021-06-16,73.91,0.01,81.34,0.01,115.02,0.01,0.77,3.09,20.07,45.37,40.25,0.0,0.007500000000000001,0.0
2021-06-16,103.31,0.02,134.22,0.03,185.48,0.03,0.67,34.3,199.46,54.07,43.87,1.72,1.7514285714285713,0.79
2021-06-16,70.78,0.01,46.89,0.0,35.45,0.0,1.36,2.36,15.7,51.39,60.57,0.17,0.41714285714285715,0.18
2021-06-16,1.95,0.0,0.47,0.0,0.2,0.0,1.02,0.0,0.61,71.76,18.4,0.0,0.0,0.0
2021-06-16,223.41,0.18,218.83,0.22,193.25,0.26,1.03,17.26,180.22,27.78,12.32,6.15,4.679285714285714,6.12
2021-06-16,56.04,0.02,81.52,0.03,124.04,0.04,0.66,17.55,46.89,73.61,62.35,0.99,1.065357142857143,0.75
2021-06-16,1.8,0.0,2.35,0.0,3.28,0.0,1.05,2.22,7.62,29.63,58.26,0.09,2.3425,0.05
2021-06-16,211.15,0.07,220.04,0.07,172.86,0.06,0.93,34.0,210.26,75.93,8.13,1.98,0.0,2.18
2021-06-16,31.89,0.02,49.92,0.03,79.58,0.04,0.67,2.91,74.22,32.41,38.31,1.64,0.0,1.03
2021-06-16,119.54,0.03,155.46,0.04,205.97,0.05,0.77,26.51,73.1,50.93,46.95,1.17,1.7714285714285716,0.74
2021-06-16,32.94,0.0,45.51,0.0,70.15,0.0,0.65,5.34,24.97,52.78,42.06,0.9,1.6739285714285714,0.38
2021-06-16,46.35,0.0,56.55,0.0,100.54,0.0,0.88,11.16,47.99,52.72,46.1,0.75,1.0117857142857143,1.07
2021-06-16,40.97,0.01,59.58,0.01,83.42,0.02,0.7,11.2,85.42,71.3,47.15,2.03,0.8296428571428571,1.21
2021-06-16,20.47,0.03,29.28,0.04,40.79,0.06,0.68,10.99,95.91,55.09,15.57,0.75,1.38,0.57
2021-06-17,1.8,0.0,2.35,0.0,3.28,0.0,1.17,2.33,8.04,29.63,58.29,0.09,2.3364285714285713,0.05
2021-06-17,70.78,0.01,46.89,0.01,35.45,0.0,1.36,2.34,16.16,51.39,60.86,0.17,0.41535714285714287,0.18
2021-06-17,40.97,0.01,59.58,0.01,83.42,0.02,0.7,10.6,80.95,71.3,48.01,2.03,0.8389285714285715,1.21
2021-06-17,41.46,0.02,61.83,0.02,75.96,0.02,0.85,12.96,43.86,50.65,53.53,1.48,0.0,1.1
2021-06-17,115.56,0.06,132.04,0.08,158.78,0.09,0.66,22.64,81.14,44.17,36.37,1.28,0.0,1.35
2021-06-17,223.41,0.22,218.83,0.23,193.25,0.26,1.03,17.51,180.54,27.78,12.4,6.15,4.812857142857142,6.12
2021-06-17,46.35,0.0,56.55,0.0,100.54,0.0,0.9,12.28,52.46,52.64,46.38,0.75,0.9428571428571428,1.07
2021-06-17,211.15,0.07,220.04,0.07,172.86,0.06,0.93,33.18,207.79,75.93,8.47,1.98,0.0,2.18
2021-06-17,84.5,0.04,91.94,0.05,96.54,0.05,1.09,20.31,51.75,50.46,44.08,0.57,0.0,0.43
2021-06-17,59.89,0.02,84.85,0.03,122.3,0.04,0.69,11.44,38.56,48.15,41.76,0.39,0.0,0.32
2021-06-17,74.25,0.15,60.69,0.12,49.07,0.1,1.35,22.87,120.1,48.15,2.82,1.35,0.0,1.66
2021-06-17,73.91,0.0,81.34,0.01,115.02,0.01,0.76,1.54,18.53,45.37,40.66,0.0,0.0067857142857142855,0.0
2021-06-17,1.95,0.0,0.47,0.0,0.2,0.0,1.01,0.0,0.61,71.76,18.93,0.0,0.0,0.0
2021-06-17,119.54,0.03,155.46,0.04,205.97,0.05,0.77,25.91,70.09,50.93,47.65,1.17,1.7067857142857144,0.74
2021-06-17,32.94,0.0,45.51,0.0,70.15,0.0,0.64,5.05,22.78,52.78,42.58,0.9,1.5667857142857144,0.38
2021-06-17,103.31,0.02,134.22,0.02,185.48,0.03,0.66,33.11,193.03,54.06,44.46,1.72,1.7325,0.79
2021-06-17,56.04,0.02,81.52,0.03,124.04,0.04,0.66,17.14,44.42,73.61,62.82,0.99,1.0560714285714285,0.75
2021-06-18,120.65,0.06,163.46,0.08,211.7,0.09,0.61,9.05,14.23,67.59,43.37,0.4,0.0,0.19
2021-06-18,119.54,0.03,155.46,0.04,205.97,0.05,0.77,25.74,66.06,50.93,48.42,1.17,1.6421428571428571,0.74
2021-06-18,46.35,0.0,56.55,0.0,100.54,0.0,0.93,10.04,42.41,52.61,47.09,0.75,0.8739285714285714,1.07
2021-06-18,150.1,0.01,163.96,0.01,172.31,0.01,0.71,3.91,18.87,53.34,44.35,0.22,0.1325,0.17
2021-06-18,41.46,0.02,61.83,0.02,75.96,0.02,0.86,12.71,42.63,50.64,53.66,1.48,0.0,1.1
2021-06-18,115.56,0.06,132.04,0.08,158.78,0.09,0.63,21.7,77.84,44.07,36.74,1.28,0.0,1.35
2021-06-18,39.38,0.0,51.99,0.0,70.95,0.0,0.68,10.85,36.47,55.8,48.23,1.18,1.3578571428571429,0.62
2021-06-18,211.15,0.07,220.04,0.07,172.86,0.06,0.93,33.86,205.34,75.93,8.75,1.98,0.0,2.18
2021-06-18,73.91,0.0,81.34,0.01,115.02,0.01,0.76,1.54,21.62,45.37,41.03,0.0,0.006071428571428572,0.0
2021-06-18,32.94,0.0,45.51,0.0,70.15,0.0,0.63,3.62,18.11,52.78,43.07,0.9,1.459642857142857,0.38
2021-06-18,223.41,0.18,218.83,0.23,193.25,0.25,1.02,17.59,179.56,27.78,12.59,6.15,4.946428571428571,6.12
2021-06-18,56.04,0.02,81.52,0.03,124.04,0.04,0.66,16.41,42.47,73.61,63.27,0.99,1.0467857142857144,0.75
2021-06-18,40.97,0.01,59.58,0.01,83.42,0.02,0.68,10.11,75.76,71.3,48.84,2.03,0.8482142857142857,1.21
2021-06-18,74.25,0.15,60.69,0.12,49.07,0.1,1.35,23.49,124.59,48.15,2.95,1.35,0.0,1.66
2021-06-18,59.89,0.02,84.85,0.03,122.3,0.04,0.68,11.33,33.06,48.15,42.46,0.39,0.0,0.32
2021-06-18,1.8,0.0,2.35,0.0,3.28,0.0,1.21,2.33,7.62,29.63,58.31,0.09,2.330357142857143,0.05
2021-06-18,70.78,0.01,46.89,0.01,35.45,0.0,1.36,2.38,15.91,51.39,61.17,0.17,0.4135714285714286,0.18
2021-06-18,58.8,0.02,53.3,0.01,50.1,0.01,1.23,7.01,29.79,62.04,45.22,0.1,0.22642857142857142,0.14
2021-06-18,103.31,0.02,134.22,0.02,185.48,0.03,0.65,31.9,187.46,54.04,45.03,1.72,1.6989285714285713,0.79
2021-06-19,41.46,0.02,61.83,0.02,75.96,0.02,0.85,12.37,41.21,50.63,53.75,1.48,0.0,1.1
2021-06-19,32.94,0.0,45.51,0.0,70.15,0.0,0.63,3.62,15.53,52.78,43.38,0.9,1.3525000000000003,0.38
2021-06-19,1.8,0.0,2.35,0.0,3.28,0.0,1.24,2.22,7.51,29.63,58.31,0.09,2.3242857142857143,0.05
2021-06-19,73.91,0.0,81.34,0.01,115.02,0.01,0.77,1.54,15.44,45.37,41.41,0.0,0.005357142857142857,0.0
2021-06-19,211.15,0.06,220.04,0.07,172.86,0.06,0.92,33.38,205.28,75.93,9.06,1.98,0.0,2.18
2021-06-19,223.41,0.21,218.83,0.23,193.25,0.24,1.01,18.65,184.31,27.78,12.62,6.15,5.08,6.12
2021-06-19,70.78,0.01,46.89,0.01,35.45,0.0,1.36,2.5,16.32,51.39,61.55,0.17,0.41178571428571425,0.18
2021-06-19,59.89,0.02,84.85,0.03,122.3,0.04,0.67,10.87,32.49,48.15,42.95,0.39,0.0,0.32
2021-06-19,74.25,0.16,60.69,0.12,49.07,0.11,1.36,23.79,124.3,48.15,2.96,1.35,0.0,1.66
2021-06-19,31.89,0.02,49.92,0.02,79.58,0.04,0.68,3.2,71.02,32.41,38.65,1.64,0.0,1.03
2021-06-19,119.54,0.02,155.46,0.04,205.97,0.05,0.77,24.45,61.86,50.93,49.09,1.17,1.5775000000000001,0.74
2021-06-19,46.35,0.0,56.55,0.0,100.54,0.0,0.96,8.93,36.83,52.49,47.51,0.75,0.8049999999999999,1.07
2021-06-19,103.31,0.01,134.22,0.02,185.48,0.03,0.65,31.12,184.27,54.04,45.45,1.72,1.6653571428571428,0.79
2021-06-19,40.97,0.01,59.58,0.01,83.42,0.02,0.67,9.72,71.63,71.3,49.63,2.03,0.8575,1.21
2021-06-19,56.04,0.02,81.52,0.03,124.04,0.04,0.67,16.38,42.26,73.61,63.6,0.99,1.0375,0.75
2021-06-19,115.56,0.06,132.04,0.08,158.78,0.09,0.62,19.81,65.1,44.04,36.96,1.28,0.0,1.35
2021-06-20,38.65,0.02,59.89,0.02,84.85,0.04,0.65,10.53,31.92,48.15,43.09,0.29,0.0,0.21
2021-06-20,40.21,0.02,64.76,0.02,92.69,0.03,0.67,4.53,45.25,38.15,39.45,1.16,0.7839285714285714,0.21
2021-06-20,15.4,0.0,19.47,0.0,22.32,0.0,0.64,13.11,45.54,50.96,34.34,1.7,0.0,1.38
2021-06-20,234.61,0.21,223.41,0.24,218.83,0.21,1.0,19.22,184.55,27.78,12.64,6.19,5.1850000000000005,7.0
2021-06-20,6.82,0.0,9.81,0.01,16.32,0.01,0.56,13.48,62.26,44.25,23.13,3.56,0.0,3.76
2021-06-20,31.94,0.01,40.97,0.01,59.58,0.02,0.66,9.57,69.57,71.3,50.23,1.13,0.862857142857143,0.66
2021-06-20,60.02,0.01,103.31,0.02,134.22,0.03,0.65,31.06,184.04,54.03,45.61,1.26,1.6317857142857142,0.69
2021-06-20,37.59,0.02,56.04,0.03,81.52,0.03,0.67,15.86,41.27,73.61,63.91,0.86,1.020357142857143,0.5
2021-06-20,1.44,0.0,1.8,0.0,2.35,0.0,1.3,2.12,8.26,29.63,58.34,0.06,2.318214285714286,0.05
2021-06-20,109.78,0.16,74.25,0.14,60.69,0.09,1.36,23.76,124.35,48.15,2.97,1.3,0.0,2.15
2021-06-20,20.64,0.0,32.94,0.0,45.51,0.0,0.64,3.34,14.77,52.78,43.61,0.52,1.2753571428571429,0.21
2021-06-20,72.72,0.04,84.5,0.05,91.94,0.05,1.04,19.3,52.5,50.46,45.15,0.62,0.0,0.39
2021-06-20,43.73,0.0,73.91,0.01,81.34,0.01,0.76,1.54,13.9,45.37,41.41,0.22,0.004642857142857143,0.0
2021-06-20,167.55,0.06,211.15,0.07,220.04,0.06,0.92,33.88,201.66,75.93,9.36,2.67,0.0,2.06
2021-06-20,70.04,0.02,119.54,0.04,155.46,0.05,0.78,23.51,60.23,50.93,49.23,1.22,1.5253571428571429,0.54
2021-06-20,104.72,0.01,70.78,0.01,46.89,0.0,1.36,2.78,16.86,51.39,61.77,0.18,0.41000000000000003,0.21
2021-06-20,60.74,0.03,147.4,0.05,90.52,0.04,0.54,10.62,42.09,53.45,39.73,0.6,0.0,0.19
2021-06-20,69.77,0.06,115.56,0.08,132.04,0.09,0.61,20.76,63.68,44.03,37.09,0.95,0.0,0.61
2021-06-20,0.32,0.0,1.95,0.0,0.47,0.0,1.08,0.04,0.96,53.24,19.1,0.0,0.0,0.0
2021-06-20,18.17,0.01,25.22,0.01,34.66,0.02,0.72,39.37,363.76,62.96,12.95,3.26,4.5685714285714285,1.9
2021-06-20,41.65,0.02,41.46,0.02,61.83,0.02,0.85,11.97,41.26,50.62,53.78,1.12,0.0,0.74
2021-06-21,20.64,0.0,32.94,0.0,45.51,0.0,0.64,3.53,16.3,47.22,44.02,0.52,1.1982142857142857,0.21
2021-06-21,0.32,0.0,1.95,0.0,0.47,0.0,1.11,0.04,0.96,53.24,19.21,0.0,0.0,0.0
2021-06-21,70.04,0.02,119.54,0.03,155.46,0.04,0.78,23.68,62.03,50.93,49.91,1.22,1.4732142857142858,0.54
2021-06-21,1.44,0.0,1.8,0.0,2.35,0.0,1.37,2.12,7.83,29.63,58.38,0.06,2.312142857142857,0.05
2021-06-21,72.72,0.04,84.5,0.05,91.94,0.05,1.03,18.9,49.46,50.46,45.66,0.62,0.0,0.39
2021-06-21,60.02,0.01,103.31,0.02,134.22,0.03,0.64,30.5,182.47,54.02,45.96,1.26,1.5982142857142858,0.69
2021-06-21,109.78,0.16,74.25,0.13,60.69,0.11,1.36,24.19,130.0,48.15,3.13,1.3,0.0,2.15
2021-06-21,234.61,0.24,223.41,0.2,218.83,0.25,0.99,18.98,182.59,27.78,12.73,6.19,5.29,7.0
2021-06-21,69.77,0.06,115.56,0.07,132.04,0.09,0.59,19.81,63.21,44.01,37.22,0.95,0.0,0.61
2021-06-21,167.55,0.06,211.15,0.07,220.04,0.06,0.93,33.3,198.12,75.93,9.8,2.67,0.0,2.06
2021-06-21,41.65,0.02,41.46,0.02,61.83,0.02,0.85,12.02,41.18,58.94,53.88,1.12,0.0,0.74
2021-06-21,104.72,0.01,70.78,0.01,46.89,0.0,1.36,2.78,17.46,51.39,61.96,0.18,0.40714285714285714,0.21
2021-06-21,43.73,0.0,73.91,0.01,81.34,0.01,0.76,3.09,15.44,45.37,41.82,0.22,0.003928571428571429,0.0
2021-06-21,38.65,0.02,59.89,0.02,84.85,0.04,0.63,10.3,32.38,48.15,43.72,0.29,0.0,0.21
2021-06-21,31.94,0.01,40.97,0.01,59.58,0.02,0.65,9.08,67.77,71.3,50.8,1.13,0.8682142857142858,0.66
2021-06-21,37.59,0.02,56.04,0.02,81.52,0.03,0.66,15.06,40.52,73.61,64.25,0.86,1.0032142857142856,0.5
2021-06-22,60.02,0.01,103.31,0.02,134.22,0.03,0.64,28.78,175.41,54.0,46.42,1.26,1.5646428571428572,0.69
2021-06-22,0.32,0.0,1.95,0.0,0.47,0.0,1.14,0.04,1.03,53.24,19.7,0.0,0.0,0.0
2021-06-22,70.04,0.02,119.54,0.03,155.46,0.04,0.78,21.96,55.85,50.93,50.72,1.22,1.4210714285714285,0.54
2021-06-22,20.64,0.0,32.94,0.0,45.51,0.0,0.65,2.57,13.72,47.22,44.45,0.52,1.1210714285714285,0.21
2021-06-22,43.73,0.0,73.91,0.01,81.34,0.01,0.77,3.09,12.35,41.67,42.17,0.22,0.0032142857142857142,0.0
2021-06-22,104.72,0.01,70.78,0.01,46.89,0.0,1.36,3.05,18.2,51.39,62.25,0.18,0.4042857142857143,0.21
2021-06-22,1.44,0.0,1.8,0.0,2.35,0.0,1.45,1.9,7.41,22.22,58.41,0.06,2.3060714285714283,0.05
2021-06-22,41.65,0.02,41.46,0.02,61.83,0.02,0.84,11.64,40.56,58.93,53.99,1.12,0.0,0.74
2021-06-22,167.55,0.06,211.15,0.07,220.04,0.07,0.93,32.8,198.66,89.81,10.29,2.67,0.0,2.06
2021-06-22,234.61,0.2,223.41,0.23,218.83,0.22,0.97,18.32,179.81,27.78,12.86,6.19,5.3950000000000005,7.0
2021-06-22,37.59,0.02,56.04,0.02,81.52,0.03,0.66,14.8,38.85,73.61,64.55,0.86,0.9860714285714286,0.5
2021-06-22,43.67,0.0,46.35,0.0,56.55,0.0,1.06,8.93,35.71,52.39,48.69,0.32,0.7814285714285715,0.11
2021-06-22,31.94,0.01,40.97,0.01,59.58,0.02,0.65,8.54,64.99,71.3,51.35,1.13,0.8735714285714286,0.66
