date,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,share_price,unemployment_rate,PPI,OECD_CLI_index,CSI_index,gdp_per_capita,seasonally_adjusted_CPI,CPI_trend,seasonally_adjusted_unemployment_rate,INDPRO_trend,seasonally_adjusted_INDPRO,PPI_trend,recession_probability,unemployment_rate_trend,seasonally_adjusted_PPI,Year,3_month_recession_probability,6_month_recession_probability,1_month_recession_probability,anomaly_INDPRO,Month_Number,anomaly_3_months_rate,Quarter_Number,anomaly_6_months_rate,anomaly_1_year_rate,anomaly_10_year_rate,anomaly_unemployment_rate,anomaly_PPI,anomaly_CPI,anomaly_share_price,1_year_rate_acf1_original,1_year_rate_sumsq_acf_original,1_year_rate_acf1_diff1,1_year_rate_sumsq_acf_diff1,1_year_rate_acf1_diff2,1_year_rate_sumsq_acf_diff2,1_year_rate_acf_seasonal,3_months_rate_acf1_original,3_months_rate_sumsq_acf_original,3_months_rate_acf1_diff1,3_months_rate_sumsq_acf_diff1,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability
1969-02-01,6.214210526315789,6.121052631578947,6.299473684210526,35.8,38.4313,6.19,1.919778676302208,3.4,28.2,101.198714845094,98.2,26168.33333333333,35.76812627112137,35.93247676508846,3.4477594947639885,38.148522221956775,38.18770465398208,28.309419187235747,0.0,3.4659959058872083,28.286821195636524,1969,0.1,0.28,0.02,0,2,0,1,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,0.0,0.02,0.1,0.28
1969-03-01,6.1975,6.0165,6.164,36.1,38.7326,6.3,1.884444973193926,3.4,28.2,101.02268363425,98.2,26174.666666666668,36.09202829695565,36.09570728732242,3.4278594678203325,38.25999884970893,38.52933844964654,28.40492375980775,0.02,3.468524227810424,28.37944939535221,1969,0.08,4.14,0.18,0,3,0,1,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,0.02,0.18,0.08,4.14
1969-04-01,6.0390476190476186,6.1138095238095245,6.13,36.3,38.5901,6.17,1.9042871288776533,3.4,28.6,100.792073041778,98.2,26181.0,36.29204756889137,36.261695728977415,3.444831396872181,38.2857991188097,38.42877247998876,28.50637906937192,0.18,3.4842741831089463,28.67844136237053,1969,0.14,6.96,0.1,0,4,0,2,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,0.18,0.1,0.14,6.96
1969-05-01,6.1138095238095245,6.042380952380952,6.153809523809524,36.4,38.4443,6.32,1.9443845173281031,3.4,28.6,100.512227364257,91.5,26214.33333333333,36.44102839607197,36.43109463040621,3.440523499007371,38.212732889931466,38.394485328984224,28.61220014050004,0.1,3.524603969918243,28.409940561312887,1969,0.28,36.56,0.08,0,5,0,2,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,0.1,0.08,0.28,36.56
1969-06-01,6.880476190476191,6.439047619047619,6.752857142857143,36.6,38.8198,6.57,1.8736479526294871,3.5,28.6,100.228576027395,91.5,26247.666666666668,36.58666349190834,36.60433527446424,3.466386848113783,38.131701699708174,38.95910142170228,28.720299350093097,0.08,3.5901563341555214,28.460434743471943,1969,4.14,40.22,0.14,0,6,0,2,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,0.08,0.14,4.14,40.22
1969-07-01,7.187142857142858,7.00047619047619,7.244761904761904,36.8,39.0248,6.72,1.8108067502666605,3.5,28.9,99.97712316321171,91.5,26281.0,36.78304854457587,36.78130373528475,3.475415289463634,38.08068552548957,39.27842170124731,28.82980962574531,0.14,3.6685285798827034,28.732798721281068,1969,6.96,50.0,0.28,0,7,0,3,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,0.14,0.28,6.96,50.0
1969-08-01,7.275238095238096,6.9819047619047625,7.193809523809524,36.9,39.1145,6.69,1.8037182194127168,3.5,28.9,99.76734275091673,86.4,26212.666666666668,36.92731487482144,36.96130566327678,3.4937154416065206,38.04992817817163,39.19773618973432,28.94223332501452,0.28,3.751391035728279,28.808231209985017,1969,36.56,39.6,4.14,0,8,0,3,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,0.28,4.14,36.56,39.6
1969-09-01,7.351904761904761,7.089999999999999,7.318095238095238,37.1,39.1057,7.16,1.809973215811004,3.7,29.1,99.57605701679672,86.4,26144.33333333333,37.12850360680016,37.143110342713086,3.7340674292410863,38.02600422642674,39.40015534679674,29.05984754452746,4.14,3.835619937938337,29.03135509479755,1969,40.22,40.06,6.96,0,9,0,3,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,4.14,6.96,40.22,40.06
1969-10-01,7.206818181818182,6.998636363636364,7.286363636363637,37.3,39.1171,7.1,1.8305656268689128,3.7,29.5,99.3680973878311,86.4,26076.0,37.30807986720019,37.32500116712122,3.5518863300861243,37.99929399292805,39.40155249047369,29.18459238145451,6.96,3.9205641956900847,29.43456713184959,1969,50.0,42.32,36.56,0,10,0,4,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,6.96,36.56,50.0,42.32
1969-11-01,7.356470588235294,7.241176470588235,7.621176470588235,37.5,38.7484,7.14,1.843678064621613,3.5,29.4,99.1237662052853,79.7,26041.666666666668,37.49561758032488,37.5056244146759,3.454754339901564,37.96183353963752,38.53352860434971,29.317153970561755,36.56,4.0080050197420025,29.46916295454624,1969,39.6,39.4,40.22,0,11,0,4,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,36.56,40.22,39.6,39.4
1969-12-01,7.614545454545455,7.8172727272727265,7.895909090909091,37.7,38.6444,7.65,1.7753030312891296,3.5,29.4,98.8389754002542,79.7,26007.33333333333,37.67144552696979,37.6843898193874,3.491523381374658,37.90672890650716,38.70764561927509,29.456452957673843,40.22,4.101061388931333,29.583972503533705,1969,40.06,37.62,50.0,0,12,0,4,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,40.22,50.0,40.06,37.62
1970-01-01,7.513333333333334,7.868095238095238,7.776666666666666,37.9,37.9288,7.79,1.766818465641368,3.9,29.4,98.52233904583592,78.1,25973.0,37.88468382421928,37.86170612081441,3.997174743161864,37.83425809037106,37.807402653880665,29.600023071149348,50.0,4.202063166371852,29.47904383793609,1970,42.32,38.38,39.6,0,1,0,1,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,50.0,39.6,42.32,38.38
1970-02-01,7.050555555555556,7.127777777777778,7.215,38.1,37.9038,7.24,1.7243098279400415,4.2,29.4,98.2087014845852,78.1,25958.33333333333,38.101785948433424,38.03840614020521,4.284799821447293,37.76427803877302,37.68446179663922,29.74465530029428,39.6,4.313016922334755,29.531188164842657,1970,39.4,56.12,40.06,0,2,0,1,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,39.6,40.06,39.4,56.12
1970-03-01,6.504285714285714,6.626190476190477,6.579047619047619,38.3,37.8546,7.07,1.741335082335524,4.4,29.4,97.9285557199139,78.1,25943.666666666668,38.29900461514987,38.21471826400496,4.4284109979586,37.72339105294911,37.61276061259192,29.88697953993248,40.06,4.434610245608599,29.659551180204662,1970,37.62,75.94,42.32,0,3,0,1,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,40.06,42.32,37.62,75.94
1970-04-01,6.526363636363637,6.512727272727273,6.6031818181818185,38.5,37.7573,7.39,1.693315550353125,4.6,29.7,97.7083824996513,78.1,25929.0,38.49563748302185,38.38982211563396,4.612185729153146,37.70409777567718,37.57521660688733,30.023839267441776,42.32,4.564075809724692,29.80619929238007,1970,38.38,86.34,39.4,0,4,0,2,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,42.32,39.4,38.38,86.34
1970-05-01,7.119523809523809,6.838095238095238,7.02,38.6,37.7133,7.91,1.537364901966408,4.8,30.6,97.577528833252,75.4,25979.0,38.61856579366673,38.56196467065806,4.81436020442564,37.686268992701706,37.66577360673869,30.155489249728973,39.4,4.697859537683121,30.335476103117955,1970,56.12,32.38,37.62,0,5,0,2,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,39.4,37.62,56.12,32.38
1970-06-01,7.068181818181818,6.676363636363636,6.8568181818181815,38.8,37.5913,7.84,1.5269548413273586,4.9,30.7,97.5275333197072,75.4,26029.0,38.77665520055832,38.72944484111466,4.878052749468121,37.66697575821128,37.66525159827485,30.284767499705417,37.62,4.833125436225799,30.52245178100761,1970,75.94,0.0,38.38,0,6,0,2,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,37.62,38.38,75.94,0.0
1970-07-01,6.619999999999999,6.45,6.512272727272728,38.9,37.6836,7.46,1.5232671580684587,5.0,30.8,97.5288677415917,75.4,26079.0,38.88819973766486,38.891203378355286,4.969095668662633,37.648126475980085,37.8232769149811,30.415803971740388,38.38,4.960381721981733,30.598855624160443,1970,86.34,0.1,56.12,0,7,0,3,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,38.38,56.12,86.34,0.1
1970-08-01,6.548571428571429,6.410952380952381,6.554285714285713,39.0,37.6164,7.53,1.5550308336170666,5.1,30.8,97.5727039118688,77.6,25956.0,39.035575477047566,39.04722976798288,5.0614920951217,37.63602234963394,37.6891951521888,30.55386196104499,56.12,5.066568927041883,30.69601001038248,1970,32.38,1.38,75.94,0,8,0,3,0,0,0,0,0,0,0,0.992812397857096,8.972788811926204,0.35803726297557,0.2082917281542313,-0.1627081905033131,0.275906987387206,,0.9913854353815108,8.774737103828251,0.3410784112116864,0.2470385859230096,56.12,75.94,32.38,1.38
