date,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,share_price,unemployment_rate,PPI,OECD_CLI_index,CSI_index,gdp_per_capita,seasonally_adjusted_unemployment_rate,CPI_trend,CPI_sumsq_acf_diff1,seasonally_adjusted_CPI,INDPRO_trend,seasonally_adjusted_INDPRO,INDPRO_acf1_original,CPI_sumsq_acf_original,INDPRO_sumsq_acf_original,CPI_acf1_original,recession_probability,PPI_trend,1_year_rate_acf1_diff1,3_months_rate_acf1_original,gdp_per_capita_acf1_original,share_price_acf1_original,seasonally_adjusted_PPI,6_months_rate_sumsq_acf_diff1,gdp_per_capita_sumsq_acf_original,Year,share_price_sumsq_acf_original,CPI_acf1_diff2,3_months_rate_sumsq_acf_original,CPI_acf1_diff1,6_months_rate_sumsq_acf_original,6_months_rate_acf1_original,10_year_rate_acf1_original,10_year_rate_sumsq_acf_original,3_months_rate_acf1_diff1,1_year_rate_sumsq_acf_original,1_year_rate_acf1_original,unemployment_rate_trend,INDPRO_acf1_diff2,3_month_recession_probability,OECD_CLI_index_sumsq_acf_original,1_month_recession_probability,6_month_recession_probability
1967-02-01,4.5744444444444445,4.561111111111111,4.590555555555556,33.0,34.765,4.63,1.700457068465636,3.8,27.2,98.5902660588199,94.1,24586.666666666668,3.825414093492156,32.86153179372854,,32.90752857225821,34.28299293695746,34.426636977581694,,,,,,27.062241408745624,,,,,27.13757358214064,,,1967,,,,,,,,,,,,3.903097941513282,,,,,0.0
1967-03-01,4.185,4.259090909090909,4.221818181818182,33.0,34.5691,4.54,1.7305958455220276,3.8,27.2,98.60635753598852,94.1,24571.33333333333,3.847483077933406,32.97060144920332,,32.97641251003262,34.44054741316471,34.47748172173062,,,,,,27.086381091606807,,,,,27.163608829386163,,,1967,,,,,,,,,,,,3.889222157816158,,0.8,,,0.26
1967-04-01,3.8985,3.8375,3.8945,33.1,34.8951,4.59,1.7525168711187689,3.8,27.2,98.745386504646,94.1,24556.0,3.921684621187661,33.080240442793794,,33.08270905186457,34.59937162384203,34.724515827500106,,,,,,27.11142095391656,,,,,27.175457235960103,,,1967,,,,,,,,,,,,3.875038025366911,,0.5,,,0.08
1967-05-01,3.885,3.603181818181818,3.799545454545455,33.1,34.5907,4.85,1.7781008944592729,3.8,27.2,98.99399671532292,95.9,24610.33333333333,3.907702614834156,33.19044689092473,,33.18234751503314,34.75937372620284,34.611585087391944,,,,,,27.13738719780936,,,,,27.15451456440181,,,1967,,,,,,,,,,,,3.860574195033584,,0.0,,0.8,0.0
1967-06-01,4.164545454545455,3.535909090909091,3.889545454545454,33.3,34.5863,5.02,1.7673332150475274,3.9,27.2,99.3047939994294,95.9,24664.666666666668,3.827050168710964,33.30121845844332,,33.30439345535427,34.92039520452196,34.80157303937745,,,,,0.8,27.16425863741097,,,,,27.153170595638368,,,1967,,,,,,,,,,,,3.845838782705669,,0.26,,0.5,0.0
1967-07-01,4.8955,4.2055,4.7205,33.4,34.5076,5.16,1.7939106852107063,3.8,27.2,99.63794008953458,95.9,24719.0,3.779548193328168,33.41255679770104,,33.38047378536851,35.0823188058044,34.92417842748225,,,,,0.5,27.19198270413876,,,,,27.127891237311506,,,1967,,,,,,,,,,,,3.830812438493125,,0.08,,0.0,1.54
1967-08-01,5.045217391304348,4.265652173913043,4.828695652173913,33.5,35.1687,5.28,1.8122613063890056,3.8,27.2,99.9591982955933,97.0,24758.0,3.834871376437453,33.52446829871041,,33.51088616832725,35.245113368503894,35.28224682810728,,,,,0.0,27.22048872270484,,,,,27.18604093635183,,,1967,,,,,,,,,,,,3.815477108092305,,0.0,,0.26,0.02
1967-09-01,5.103,4.4245,4.961,33.6,35.1116,5.3,1.829729207855142,3.8,27.2,100.235898297179,97.0,24797.0,3.873237494079614,33.63697884708239,,33.635495296549806,35.40886857571939,35.351375603621925,,,,,0.26,27.249700520468224,,,,,27.1699503187474,,,1967,,,,,,,,,,,,3.7998340731090936,,0.0,,0.08,0.04
1967-10-01,5.222857142857143,4.557619047619047,5.07,33.7,35.3976,5.48,1.8275205752688668,4.0,27.2,100.455932228813,97.0,24836.0,3.765037502516328,33.75013507441181,,33.72291603447942,35.57378755453542,35.5968617584047,,,,,0.08,27.279516795777926,,,,,27.17593529824116,,,1967,,,,,,,,,,,,3.7838775116232832,,1.54,,0.0,0.02
1967-11-01,5.387,4.727,5.2490000000000006,33.9,35.9038,5.75,1.7876648195723488,3.9,27.2,100.614888171617,92.9,24986.666666666668,3.8119667473637175,33.86400889227683,,33.88350368787004,35.740316654024554,35.78227857230043,,,,,0.0,27.30981799465705,,,,,27.22641797883192,,,1967,,,,,,,,,,,,3.767556118323802,,0.02,,0.0,0.0
1967-12-01,5.5915,4.968999999999999,5.492,34.0,36.2905,5.7,1.8257602814563136,3.8,27.2,100.714201421608,92.9,25137.33333333333,3.7943281828461353,33.97878775453759,,33.984044334111054,35.9095265547458,36.003853641982424,0.6021828888847461,1.457867100280621,0.8631236027879564,0.7399684252072095,0.0,27.3407397406122,,0.6394147502431956,0.6509292913791348,0.5733061207849253,27.26979332682572,,1.0839532215426924,1967,0.9783001947120056,,0.976603341363315,,1.2813144183118974,0.7280581790525389,0.778250480047419,1.503303609812336,,1.4167230568686102,0.7677760523214123,3.75069909137548,,0.04,1.6873865602002447,1.54,0.0
1968-01-01,5.297272727272728,4.995909090909091,5.235454545454545,34.1,36.2514,5.53,1.82986188702702,3.7,27.3,100.750372235043,97.2,25288.0,3.748411819161608,34.095195276268164,0.375,34.11015297169059,36.08423852271326,36.11307287510892,0.7352672758669687,1.6393807031565684,1.2886149147730035,0.772288261515602,1.54,27.37471770687971,0.3392730201401258,0.7233182355804781,0.6955509569964983,0.6003709917434968,27.478427266024354,0.2899955908469688,1.1880159156868162,1968,0.979552341354712,,1.2214406111305092,-0.2499999999999968,1.5675157935780994,0.8038634153944513,0.8281379677687077,1.7680622839030982,0.3447467909353709,1.6715169795780396,0.8316042132504256,3.7325282523084207,,0.02,1.870843993197844,0.02,0.0
1968-02-01,5.243684210526316,4.978947368421053,5.16842105263158,34.2,36.3813,5.56,1.7706136543133948,3.8,27.3,100.754116310741,97.2,25409.33333333333,3.838719472289833,34.218114364981275,0.3749999999999969,34.13809541587368,36.26107373585605,36.09448257724394,0.7792463719906834,1.7617387135475606,1.633233885681566,0.7948081017633891,0.02,27.42596929450027,0.3818993907329816,0.7779994168822019,0.7469920084003797,0.5645491793697686,27.31798265538353,0.340803677874104,1.345874031421186,1968,0.9155955309921182,-0.6743970315398946,1.4881903511516064,-0.249999999999997,1.7555497113518237,0.8276686243087668,0.832527123739185,1.8916429313620384,0.3461848845948956,1.81716539156773,0.847848678654656,3.7089714966037457,-0.6043239851101165,0.0,1.9900515963545429,0.04,0.14
