date,unemployment_rate,CPI,INDPRO,gdp_per_capita,1_year_rate,3_months_rate,6_months_rate,10_year_rate,share_price,unemployment_rate,PPI,OECD_CLI_index,CSI_index,Quarter_Number,Month_Number,gdp_per_capita,anomaly_INDPRO,anomaly_CPI,anomaly_unemployment_rate,anomaly_PPI,anomaly_share_price,anomaly_1_year_rate,anomaly_3_months_rate,anomaly_6_months_rate,anomaly_10_year_rate,1_year_rate_acf1_diff1,1_year_rate_sumsq_acf_diff1,1_year_rate_acf1_diff2,1_year_rate_sumsq_acf_diff2,3_months_rate_acf1_diff1,3_months_rate_sumsq_acf_diff1,3_months_rate_acf1_diff2,3_months_rate_sumsq_acf_diff2,6_months_rate_acf1_diff1,6_months_rate_sumsq_acf_diff1,6_months_rate_acf1_diff2,6_months_rate_sumsq_acf_diff2,CPI_acf1_diff1,CPI_sumsq_acf_diff1,CPI_acf1_diff2,CPI_sumsq_acf_diff2,INDPRO_acf1_diff1,INDPRO_sumsq_acf_diff1,INDPRO_acf1_diff2,INDPRO_sumsq_acf_diff2,10_year_rate_acf1_diff1,10_year_rate_sumsq_acf_diff1,10_year_rate_acf1_diff2,10_year_rate_sumsq_acf_diff2,share_price_acf1_diff1,share_price_sumsq_acf_diff1,share_price_acf1_diff2,share_price_sumsq_acf_diff2,unemployment_rate_acf1_diff1,unemployment_rate_sumsq_acf_diff1,unemployment_rate_acf1_diff2,unemployment_rate_sumsq_acf_diff2,PPI_acf1_diff1,PPI_sumsq_acf_diff1,PPI_acf1_diff2,PPI_sumsq_acf_diff2,OECD_CLI_index_acf1_diff1,OECD_CLI_index_sumsq_acf_diff1,OECD_CLI_index_acf1_diff2,OECD_CLI_index_sumsq_acf_diff2,CSI_index_acf1_diff1,CSI_index_sumsq_acf_diff1,CSI_index_acf1_diff2,CSI_index_sumsq_acf_diff2,gdp_per_capita_acf1_diff1,gdp_per_capita_sumsq_acf_diff1,gdp_per_capita_acf1_diff2,gdp_per_capita_sumsq_acf_diff2,seasonally_adjusted_INDPRO,seasonally_adjusted_CPI,seasonally_adjusted_unemployment_rate,seasonally_adjusted_PPI,1_year_rate_acf1_original,1_year_rate_sumsq_acf_original,1_year_rate_acf1_diff1,1_year_rate_sumsq_acf_diff1,1_year_rate_acf1_diff2,1_year_rate_sumsq_acf_diff2,1_year_rate_acf_seasonal,3_months_rate_acf1_original,3_months_rate_sumsq_acf_original,3_months_rate_acf1_diff1,3_months_rate_sumsq_acf_diff1,3_months_rate_acf1_diff2,3_months_rate_sumsq_acf_diff2,3_months_rate_acf_seasonal,6_months_rate_acf1_original,6_months_rate_sumsq_acf_original,6_months_rate_acf1_diff1,6_months_rate_sumsq_acf_diff1,6_months_rate_acf1_diff2,6_months_rate_sumsq_acf_diff2,6_months_rate_acf_seasonal,CPI_acf1_original,CPI_sumsq_acf_original,CPI_acf1_diff1,CPI_sumsq_acf_diff1,CPI_acf1_diff2,CPI_sumsq_acf_diff2,CPI_acf_seasonal,INDPRO_acf1_original,INDPRO_sumsq_acf_original,INDPRO_acf1_diff1,INDPRO_sumsq_acf_diff1,INDPRO_acf1_diff2,INDPRO_sumsq_acf_diff2,INDPRO_acf_seasonal,10_year_rate_acf1_original,10_year_rate_sumsq_acf_original,10_year_rate_acf1_diff1,10_year_rate_sumsq_acf_diff1,10_year_rate_acf1_diff2,10_year_rate_sumsq_acf_diff2,10_year_rate_acf_seasonal
1977-01-01,7.5,58.7,45.4156,29749.0,5.000952380952381,4.617619047619048,4.826666666666666,7.21,1.897342115652728,7.5,60.0,101.488041907012,87.1,1,1,29749.0,0,0,0,0,0,0,0,0,0,0.3184478887535167,0.2562976324375465,-0.2359514111316819,0.2732846673955786,0.1943287314309836,0.1212543048623438,-0.3789434251384844,0.3366483779022616,0.239711838018695,0.1754645371044466,-0.3266706457347619,0.2814139891955063,0.5193495454302123,2.1941468887062667,-0.5712234408290502,0.4579838119052906,0.5020663653286089,0.5485734455208091,-0.2885029748773653,0.1719809263724124,0.2334193510184525,0.1008714083025712,-0.2186983450302459,0.2080087604876931,0.2487981983817048,0.1228023998699439,-0.3262378851102628,0.3095941044602625,0.353343767981603,0.4254743815619236,-0.4662453518320715,0.4691968064564576,0.5900037118998572,0.7142266752527449,-0.3155223880597008,0.1647595455558024,0.96743005034707,3.125162069940774,0.8807078804236556,1.6546640386883058,-0.0002950070314453,0.1254042409274657,-0.4787811231857771,0.3912015575635844,0.7396342329212896,1.0814799728275908,-0.0002087758382573,0.3488698797624921,45.33122000698923,58.82654499088549,7.50952052615376,60.32635020780839,0.9341842503218908,3.4854120759431915,0.3184478887535167,0.2562976324375465,-0.2359514111316819,0.2732846673955786,,0.9483164139470271,4.323015743608385,0.1943287314309836,0.1212543048623438,-0.3789434251384844,0.3366483779022616,,0.942203561435464,4.005951557704232,0.239711838018695,0.1754645371044466,-0.3266706457347619,0.2814139891955063,,0.9754437186027588,7.4698877720664445,0.5193495454302123,2.1941468887062667,-0.5712234408290502,0.4579838119052906,,0.9739211029233628,6.490259296728728,0.5020663653286089,0.5485734455208091,-0.2885029748773653,0.1719809263724124,,0.9496359185646664,5.34446569353969,0.2334193510184525,0.1008714083025712,-0.2186983450302459,0.2080087604876931,
1977-02-01,7.6,59.3,46.1358,29917.33333333333,5.163157894736842,4.665263157894737,4.897368421052631,7.39,1.867679071520942,7.6,60.4,101.67680771508002,87.1,1,2,29917.33333333333,0,0,0,0,0,0,0,0,0,0.3210294979859163,0.2598077586068466,-0.2414634958030641,0.2761047247776803,0.1949322368821773,0.1217924124350203,-0.3830588485711921,0.3379874541246561,0.2406952161498677,0.176620077029392,-0.3314655743796552,0.2830577839466347,0.5024465001639675,2.025645318368733,-0.5507024032059109,0.440048540231033,0.4756923829621315,0.533094855154451,-0.3178904402706816,0.1868983434891881,0.2410468995627189,0.1100777958571783,-0.2321148735567856,0.2085526893162005,0.2482115429539595,0.1228967650593495,-0.3223019209690257,0.3052762356849214,0.3476727885382106,0.4211417808230369,-0.4742075407988729,0.4760141943354984,0.5889413031946568,0.7134361550494405,-0.3235426712416333,0.1731702152667167,0.9674673491805754,3.118066932711962,0.8808512514458612,1.6560688840850286,-0.0002884413677365,0.1254380459046762,-0.4787829339010827,0.391304000054347,0.7341156521062755,1.0644080854657345,-0.0003479747098371,0.3356584013773497,45.98031752749449,59.20965481567573,7.6396369170266,60.59363448456405,0.9352781847418212,3.498051601700943,0.3210294979859163,0.2598077586068466,-0.2414634958030641,0.2761047247776803,,0.9488503275347002,4.333538701354089,0.1949322368821773,0.1217924124350203,-0.3830588485711921,0.3379874541246561,,0.9429254997879616,4.018765637784237,0.2406952161498677,0.176620077029392,-0.3314655743796552,0.2830577839466347,,0.97509156162732,7.488744102826152,0.5024465001639675,2.025645318368733,-0.5507024032059109,0.440048540231033,,0.971679638591124,6.460792746391213,0.4756923829621315,0.533094855154451,-0.3178904402706816,0.1868983434891881,,0.9486369480538984,5.363053012033004,0.2410468995627189,0.1100777958571783,-0.2321148735567856,0.2085526893162005,
1977-03-01,7.4,59.6,46.7158,30085.666666666668,5.189130434782609,4.602608695652174,4.878260869565217,7.46,1.8619938175545048,7.4,62.2,101.842571889603,87.1,1,3,30085.666666666668,0,0,0,0,0,0,0,0,0,0.3211941894487031,0.2601966744901418,-0.2401393962238964,0.2784985564133362,0.1947549098973761,0.1217341642779714,-0.3821170515628344,0.3386987964911276,0.2406208815464826,0.1764975734529665,-0.3306264720944105,0.2842346228932636,0.5128481624206206,2.0440787969908136,-0.5664067948590211,0.4516366284502718,0.4866301731969565,0.544421880474763,-0.3261596428742473,0.1886162103182763,0.2422146393532963,0.1102841512478855,-0.2297349163465316,0.2158849341650133,0.2489561765487645,0.1230821413744892,-0.323499481267843,0.3073624788822158,0.3398338610560624,0.4173695959678979,-0.4877620102181553,0.4848179750418648,0.5619292944556411,0.6480540254287381,-0.290400500098333,0.1564606791886747,0.9679119624774084,3.118192249724534,0.8797350437575256,1.6480438113307083,-0.0002860373404398,0.1255735108701977,-0.4787829339010828,0.3913040000543472,0.7383535375590372,1.0657109719828168,-0.0005798617112194,0.3356552689136215,46.50734189195612,59.56623431936308,7.468701623561052,62.04465589748408,0.9356910628607884,3.512104791816068,0.3211941894487031,0.2601966744901418,-0.2401393962238964,0.2784985564133362,,0.948892382207858,4.344064803653172,0.1947549098973761,0.1217341642779714,-0.3821170515628344,0.3386987964911276,,0.943206205141579,4.032932551155923,0.2406208815464826,0.1764975734529665,-0.3306264720944105,0.2842346228932636,,0.9754015368813652,7.508272420783209,0.5128481624206206,2.0440787969908136,-0.5664067948590211,0.4516366284502718,,0.9700130720122648,6.416308672611883,0.4866301731969565,0.544421880474763,-0.3261596428742473,0.1886162103182763,,0.9483308101719397,5.376463006936721,0.2422146393532963,0.1102841512478855,-0.2297349163465316,0.2158849341650133,
1977-04-01,7.2,60.0,47.1719,30254.0,5.1,4.5355,4.798,7.37,1.845276970801557,7.2,62.3,101.952844999256,87.1,2,4,30254.0,0,0,0,0,0,0,0,0,0,0.3209559664021533,0.2587305185701845,-0.2393606716481727,0.2765804406822546,0.1949294663799503,0.1219266326988638,-0.3820941083412714,0.3386762617980318,0.2406402498145836,0.1762204214105468,-0.33039178895505,0.2836932927902303,0.5119496436690533,2.059120988396743,-0.5759657511289185,0.4647401833600614,0.4928460700846273,0.5558414398308689,-0.3247959660998883,0.1925016809319054,0.2407991139911059,0.1097555294374973,-0.2270548332391185,0.208466793444412,0.2491078862620454,0.1230572596269056,-0.3240373648719984,0.3081844158777148,0.3477536598904193,0.4225449990373039,-0.4878487032980465,0.4849315396219348,0.5548902875223228,0.6393004569372225,-0.3300834995052527,0.1829761214574978,0.968455505527054,3.122980976425271,0.8770811530118766,1.6360972552623945,-0.0002836730521855,0.1256363927799599,-0.4787829339010829,0.3913040000543473,0.7423921260798391,1.0794290843803245,-0.0005750274547551,0.335652028002721,47.005769441736064,59.99117945359789,7.290312245279669,62.375168665100745,0.9355987414130148,3.526687986470899,0.3209559664021533,0.2587305185701845,-0.2393606716481727,0.2765804406822546,,0.9489300789951124,4.355735597814412,0.1949294663799503,0.1219266326988638,-0.3820941083412714,0.3386762617980318,,0.9432047242341972,4.048100143714826,0.2406402498145836,0.1762204214105468,-0.33039178895505,0.2836932927902303,,0.9755033324577916,7.525393515286148,0.5119496436690533,2.059120988396743,-0.5759657511289185,0.4647401833600614,,0.9689346093233944,6.367438100449259,0.4928460700846273,0.5558414398308689,-0.3247959660998883,0.1925016809319054,,0.9489823867790896,5.391043291347789,0.2407991139911059,0.1097555294374973,-0.2270548332391185,0.208466793444412,
1977-05-01,7.0,60.2,47.541,30407.0,5.4261904761904765,4.956190476190476,5.2,7.46,1.8461102527207536,7.0,62.5,102.000858464778,90.2,2,5,30407.0,0,0,0,0,0,0,0,0,0,0.3175749063127785,0.2587022907044137,-0.2396634251062905,0.2771173955709734,0.1918250904519054,0.1213497663030098,-0.3794741045065946,0.3379144198267043,0.2371386050260353,0.1762009490051041,-0.3289454729399366,0.2850607155247117,0.5104485681830626,2.050568114528576,-0.5744854869631486,0.4711351100736648,0.4961922208087379,0.5675060970067461,-0.3239857431657835,0.1913000210205851,0.2393029438122435,0.1091505806705525,-0.2294541821332195,0.2100124661444559,0.2491303615183343,0.1230512650119067,-0.324251239045876,0.3094607110446017,0.3553623927928955,0.440751032630675,-0.4878479906403724,0.4848097908325015,0.5551767833108914,0.637165000480058,-0.3343789266435828,0.1844027426897683,0.9685984099643422,3.125064716607417,0.8771288289695277,1.638781336147922,-0.0001551168059057,0.1189762935398754,-0.4771904926097711,0.3850490898733416,0.7469789948962011,1.101226092733521,-0.0005220110616712,0.3374552099210269,47.349216440509096,60.17945228901438,7.248122417510243,62.53123514822728,0.9367159972767328,3.544167498538916,0.3175749063127785,0.2587022907044137,-0.2396634251062905,0.2771173955709734,,0.9503844638673612,4.376819866513127,0.1918250904519054,0.1213497663030098,-0.3794741045065946,0.3379144198267043,,0.9446884753622322,4.070649441599392,0.2371386050260353,0.1762009490051041,-0.3289454729399366,0.2850607155247117,,0.9760028036170932,7.546471069391483,0.5104485681830626,2.050568114528576,-0.5744854869631486,0.4711351100736648,,0.96830432843907,6.322686494591148,0.4961922208087379,0.5675060970067461,-0.3239857431657835,0.1913000210205851,,0.9485441783046316,5.3972352238732215,0.2393029438122435,0.1091505806705525,-0.2294541821332195,0.2100124661444559,
1977-06-01,7.2,60.5,47.9063,30560.0,5.409545454545455,5.016363636363637,5.211818181818182,7.28,1.8538497656678228,7.2,62.4,101.98811587899598,90.2,2,6,30560.0,0,0,0,0,0,0,0,0,0,0.3171727196006952,0.2582064328862109,-0.2440998422647347,0.2754974318991338,0.1929512258181509,0.1222746702566651,-0.3832939174185187,0.3367518225207129,0.2372690974516005,0.176318620932533,-0.3333336193015627,0.2853731599221709,0.5085928499152285,2.0672825758968623,-0.580028895979104,0.4789528926408397,0.4981677771305275,0.580705988227856,-0.3239426940567697,0.1910791727563398,0.2353621928674165,0.1050770092097186,-0.233029799332732,0.2067427285608725,0.2490892025485346,0.1225826425472573,-0.3239062485668735,0.3084038560909052,0.3442609229717784,0.4203719904598684,-0.474461179761133,0.499530351913955,0.5540763088963323,0.6268337950017219,-0.3343658441743378,0.1791405511137825,0.968333149742937,3.119860963005604,0.8780331480342467,1.6518454733204853,-8.602687113039564e-05,0.1189401296520293,-0.4789247775605753,0.3834224114391383,0.7497956719319292,1.126082189893235,-0.0004748305928616,0.3374510575806569,47.78173437780316,60.45196886850484,7.294120592015936,62.47608529111302,0.936808641428144,3.5611147581546354,0.3171727196006952,0.2582064328862109,-0.2440998422647347,0.2754974318991338,,0.9506762727177236,4.39686463783465,0.1929512258181509,0.1222746702566651,-0.3832939174185187,0.3367518225207129,,0.9448878212728702,4.092290751746232,0.2372690974516005,0.176318620932533,-0.3333336193015627,0.2853731599221709,,0.9762857100226378,7.56790951452888,0.5085928499152285,2.0672825758968623,-0.580028895979104,0.4789528926408397,,0.9677553286454382,6.283278558129392,0.4981677771305275,0.580705988227856,-0.3239426940567697,0.1910791727563398,,0.9495016016198078,5.40967041637671,0.2353621928674165,0.1050770092097186,-0.233029799332732,0.2067427285608725,
1977-07-01,6.9,60.8,47.9714,30713.0,5.567368421052632,5.185789473684211,5.399473684210527,7.33,1.8680512332791803,6.9,62.4,101.9280778401,90.2,3,7,30713.0,0,0,0,0,0,0,0,0,0,0.3165829071229963,0.256207463798432,-0.2461200305180742,0.2727586198588492,0.1931319446623507,0.120737028644765,-0.384340600727339,0.3353364956967363,0.2369229086039104,0.1743913652875922,-0.3351828867741931,0.2836340952464783,0.5096733401063813,2.0834078533181053,-0.5801209259752385,0.4790600529500071,0.4975296045678025,0.578215515230216,-0.3221891621374178,0.1962137544791414,0.2343462452955799,0.1044203327002682,-0.2385351098755121,0.2058893520537593,0.2492544244200149,0.1219163913351484,-0.323759572789163,0.3082408487439453,0.324089761376249,0.4245391849290767,-0.4877448598166532,0.5261221777040721,0.5555734671199565,0.6256404278072533,-0.3350595546349041,0.17831036904752,0.967908952083216,3.1083401557890165,0.879560133571023,1.66669146789075,-8.533313622963638e-05,0.1189167321850758,-0.4789247775605754,0.3834224114391384,0.7525060975228557,1.154005860119654,-0.0004709688927202,0.3374469512003445,47.96839606085874,60.72399903879875,6.879488666866136,62.46400253905109,0.9372126673486564,3.5746067031457143,0.3165829071229963,0.256207463798432,-0.2461200305180742,0.2727586198588492,,0.9510852729371632,4.413587940181959,0.1931319446623507,0.120737028644765,-0.384340600727339,0.3353364956967363,,0.9453922755078936,4.110330563307767,0.2369229086039104,0.1743913652875922,-0.3351828867741931,0.2836340952464783,,0.9765605918369092,7.589639329909841,0.5096733401063813,2.0834078533181053,-0.5801209259752385,0.4790600529500071,,0.9685291690652336,6.26700933910141,0.4975296045678025,0.578215515230216,-0.3221891621374178,0.1962137544791414,,0.94932081899183,5.4169773906737495,0.2343462452955799,0.1044203327002682,-0.2385351098755121,0.2058893520537593,
1977-08-01,7.0,61.1,48.0157,30684.0,5.966086956521739,5.490869565217391,5.826956521739131,7.4,1.836001168871188,7.0,64.1,101.844054376372,89.0,3,8,30684.0,0,0,0,0,0,0,0,0,0,0.3170724959668528,0.2467707030174273,-0.2440263318878442,0.2702668796974336,0.1946568252131498,0.1189403551940033,-0.3837210506046002,0.3358127149708513,0.2385227581215687,0.1679273882145483,-0.3333117333361042,0.281935578705877,0.5107316216636272,2.0988858347414148,-0.5801180719890378,0.4790972172604861,0.4975733484793134,0.5752436227372254,-0.3217948841513388,0.1956453776102261,0.2344798406558928,0.1037572730653755,-0.2380437147088693,0.2056221156973151,0.2466907097056956,0.1189385783478809,-0.3228431033779066,0.3009222442272402,0.3184045813436154,0.4167121579410708,-0.5071226088726083,0.548098314802606,0.5224418544835622,0.5576646673606434,-0.3078126135298678,0.1631640190731012,0.9676698777289378,3.096118431386346,0.8805941117770261,1.6745697471738843,-0.0001108605469674,0.1180571880917788,-0.4786869629999564,0.3819358944267407,0.7401960685125116,1.0998670920914269,3.52029486963062e-05,0.2875674337999581,48.08277974103693,61.05737869062594,6.918311987933514,63.84077839651776,0.9370831418500152,3.5718121313219307,0.3170724959668528,0.2467707030174273,-0.2440263318878442,0.2702668796974336,,0.9512866424674172,4.420036793941711,0.1946568252131498,0.1189403551940033,-0.3837210506046002,0.3358127149708513,,0.9454510288979452,4.111791759685189,0.2385227581215687,0.1679273882145483,-0.3333117333361042,0.281935578705877,,0.9768278111777476,7.611598198831107,0.5107316216636272,2.0988858347414148,-0.5801180719890378,0.4790972172604861,,0.9693369744827776,6.271291042240516,0.4975733484793134,0.5752436227372254,-0.3217948841513388,0.1956453776102261,,0.9490248342374704,5.418858730474908,0.2344798406558928,0.1037572730653755,-0.2380437147088693,0.2056221156973151,
1977-09-01,6.8,61.3,48.2097,30655.0,6.125238095238095,5.808571428571429,6.037619047619048,7.34,1.8167207121382736,6.8,66.1,101.765438285494,89.0,3,9,30655.0,0,0,0,0,0,0,0,0,0,0.3196854228524786,0.2476198741503828,-0.245697229400371,0.2659124734829063,0.1981920948874238,0.1205139614888397,-0.3836897430452248,0.3358123179409773,0.2420530118832293,0.1696787537574866,-0.3344458323934125,0.2792917020268681,0.5099864438668016,2.0906470194280216,-0.5777144888638842,0.4707409368632133,0.497037718056178,0.577626691955899,-0.321557229078387,0.1968828226402631,0.2335593351150947,0.1041557739115007,-0.2378811061188254,0.2063394333412544,0.2487312877188971,0.1196264944037793,-0.3241652279408746,0.300401493944976,0.3113749769946169,0.4265757915141098,-0.5188101083055299,0.5704400976201295,0.5407350538237929,0.5328349802333586,-0.2955918256513947,0.1562086435081597,0.967781312348369,3.088980902000824,0.880294207578052,1.6728007326927168,-0.0001434732934053,0.1180374937908236,-0.4789458687478718,0.3807876824985795,0.7417768397065576,1.0669196101956464,-2.85973848757466e-06,0.2875674721463709,48.39638544166987,61.29515457993638,6.779953541606584,65.57462738870915,0.936886190217117,3.561055548562021,0.3196854228524786,0.2476198741503828,-0.245697229400371,0.2659124734829063,,0.9510329529564936,4.410639816228551,0.1981920948874238,0.1205139614888397,-0.3836897430452248,0.3358123179409773,,0.9452647489287576,4.101967472744947,0.2420530118832293,0.1696787537574866,-0.3344458323934125,0.2792917020268681,,0.9772635170125756,7.636376632621165,0.5099864438668016,2.0906470194280216,-0.5777144888638842,0.4707409368632133,,0.9695149318553848,6.286113866863608,0.497037718056178,0.577626691955899,-0.321557229078387,0.1968828226402631,,0.9494323280366002,5.4242316734875615,0.2335593351150947,0.1041557739115007,-0.2378811061188254,0.2063394333412544,
1977-10-01,6.8,61.6,48.2839,30626.0,6.517999999999999,6.16,6.425,7.52,1.7868164918988592,6.8,66.1,101.709797085571,89.0,4,10,30626.0,0,0,0,0,0,0,0,0,0,0.3201404188634731,0.24465890220769,-0.2473530990816485,0.2640924031217795,0.2021102893901837,0.1240224677884091,-0.3836742690213233,0.3360070172208509,0.2439478664203322,0.1702960061236707,-0.3353418987489289,0.2791456392623456,0.5081610535029665,2.1035836411384827,-0.5794024712973386,0.4643196727383316,0.4968569722418944,0.577019761881984,-0.3223277636797509,0.1997975034842775,0.2303715197016628,0.1038099017744958,-0.2397977891021926,0.2099059858717981,0.2500946566865228,0.1190090410003905,-0.3244058086861478,0.2998740961227098,0.3124701992571776,0.4273486926038,-0.5249221183800619,0.5959957686746027,0.5290417846316915,0.5164460145516223,-0.2820175438596493,0.1891109764542941,0.9680151830010372,3.0872068452038923,0.8797309228594736,1.6703848636064862,-0.0001423435614948,0.1180520710638942,-0.4789458687478718,0.3807876824985795,0.743314511467971,1.0485273171783085,-2.8370448901220457e-06,0.28756751060716,48.502793338953296,61.606610966299904,6.751318966422568,65.77620203975896,0.9355823468944392,3.526655959634664,0.3201404188634731,0.24465890220769,-0.2473530990816485,0.2640924031217795,,0.9502512644153204,4.380415797624145,0.2021102893901837,0.1240224677884091,-0.3836742690213233,0.3360070172208509,,0.9442656676586584,4.068362443339601,0.2439478664203322,0.1702960061236707,-0.3353418987489289,0.2791456392623456,,0.9775043606717276,7.6610574207040125,0.5081610535029665,2.1035836411384827,-0.5794024712973386,0.4643196727383316,,0.9701618874176678,6.313758825271249,0.4968569722418944,0.577019761881984,-0.3223277636797509,0.1997975034842775,,0.9483715886622442,5.418165932556489,0.2303715197016628,0.1038099017744958,-0.2397977891021926,0.2099059858717981,
1977-11-01,6.8,62.0,48.3755,30635.0,6.521052631578947,6.104736842105263,6.410526315789474,7.58,1.7985318756824498,6.8,66.0,101.678206625914,84.4,4,11,30635.0,0,0,0,0,0,0,0,0,0,0.3199026077654675,0.2445829595885136,-0.2493424300012611,0.2658300716522362,0.2009685796545677,0.124095687747563,-0.3820673223815593,0.3417936878479342,0.243431394318291,0.1702456384273772,-0.3357974476640514,0.2831756064079203,0.5072390590239353,2.108830565761255,-0.57359683140933,0.4643303571208224,0.4968781531412339,0.5768829575982468,-0.3224248041875859,0.1999217100562556,0.2313064781138676,0.1047235574468341,-0.2426171421045399,0.2113738813900122,0.2487876070508968,0.1184528865707015,-0.324070829050162,0.297898604530949,0.3125522566778538,0.4295563411075521,-0.5249221183800618,0.5959957686746024,0.5298220282040366,0.4999421369960038,-0.2775711970094574,0.1839667799673827,0.9681778785042556,3.087949680518163,0.8798605264053725,1.673735562699039,-0.0002666563748338,0.1143967307674891,-0.47547754516609,0.3782314754402526,0.7450985176490534,1.046136984295467,4.890049060512033e-06,0.2963935374160454,48.55092889175064,62.07281511853808,6.679322086863235,66.30343044443856,0.9356889229470966,3.5013147462753045,0.3199026077654675,0.2445829595885136,-0.2493424300012611,0.2658300716522362,,0.9504062887683024,4.360435220527349,0.2009685796545677,0.124095687747563,-0.3820673223815593,0.3417936878479342,,0.944370543114096,4.04367673583668,0.243431394318291,0.1702456384273772,-0.3357974476640514,0.2831756064079203,,0.9775696728475302,7.683061711234526,0.5072390590239353,2.108830565761255,-0.57359683140933,0.4643303571208224,,0.9707093556955236,6.349890169850134,0.4968781531412339,0.5768829575982468,-0.3224248041875859,0.1999217100562556,,0.9481550568005472,5.413164454512634,0.2313064781138676,0.1047235574468341,-0.2426171421045399,0.2113738813900122,
1977-12-01,6.4,62.3,48.4573,30644.0,6.5219047619047625,6.065238095238096,6.396190476190476,7.69,1.7975903577106194,6.4,66.1,101.67297385296,84.4,4,12,30644.0,0,0,0,0,0,0,0,0,0,0.3199104494102628,0.2446900267010335,-0.2492630137530191,0.2657802578547902,0.2011156481650664,0.1241442222496416,-0.382236346698664,0.3420851835753987,0.2434647400785874,0.1703816593574013,-0.3357638027095477,0.2831362547481149,0.5109794609893408,2.1243597326033057,-0.5751357625502617,0.4713878423645978,0.4968842064717064,0.5764936422415626,-0.322435188331811,0.1997882866365873,0.2315453430747534,0.1041522452808289,-0.2431988255158003,0.2103949624941457,0.2487169761808014,0.1184495456175554,-0.325195696759103,0.2984026671529214,0.3031353135313536,0.410939525264408,-0.5122560746471816,0.5205127541745305,0.5310458502411904,0.4957967801562254,-0.2777643946039259,0.1861567032969601,0.9682666723251638,3.0890852729369365,0.879955612186714,1.6803445043359058,-0.0004997694659519,0.1144724813478962,-0.4792509948153172,0.3827095109076254,0.7454757635953713,1.0450586418555483,-8.828960241946398e-06,0.2963938023526644,48.570533910208056,62.352477407616334,6.313957863609206,66.55534638400749,0.9358013066352404,3.4831482211541243,0.3199104494102628,0.2446900267010335,-0.2492630137530191,0.2657802578547902,,0.9505121224409148,4.347178587575934,0.2011156481650664,0.1241442222496416,-0.382236346698664,0.3420851835753987,,0.9444682739767796,4.025958930133002,0.2434647400785874,0.1703816593574013,-0.3357638027095477,0.2831362547481149,,0.9778102407987556,7.705379701985519,0.5109794609893408,2.1243597326033057,-0.5751357625502617,0.4713878423645978,,0.971266244633688,6.395495856965109,0.4968842064717064,0.5764936422415626,-0.322435188331811,0.1997882866365873,,0.9475512799250188,5.402345593761082,0.2315453430747534,0.1041522452808289,-0.2431988255158003,0.2103949624941457,
1978-01-01,6.4,62.7,47.7512,30653.0,6.802857142857143,6.440476190476191,6.7023809523809526,7.96,1.7518132330158598,6.4,66.1,101.696879621872,83.7,1,1,30653.0,0,0,0,0,0,0,0,0,0,0.3185143006786556,0.241189954143916,-0.2485845292054522,0.2683529826720019,0.1989231125121849,0.1231117338797941,-0.3801359887165598,0.3398960836796861,0.2420557081488494,0.1685407170334624,-0.3347281506083157,0.2843096599097815,0.5099875063683739,2.1219712012446723,-0.5768453494572621,0.4796230377287181,0.4803918742855714,0.5304532938785409,-0.3112429407273152,0.1869184756864281,0.232736218339203,0.1034680749437417,-0.241674314539227,0.211847658562865,0.2470617154958385,0.1190132610973143,-0.3223506809277833,0.2982466759349336,0.3048436517091746,0.4129326840681004,-0.5237388724035604,0.4901161408482929,0.5313139119954844,0.4942655541779608,-0.2781427945685505,0.1880987162728808,0.9682660513351298,3.0890744101582333,0.8800515115473365,1.687839485947936,-0.0005318632107847,0.1139258360440622,-0.4802737215109654,0.3837038745114561,0.7458460817117744,1.0459733182213893,-8.760526167590937e-06,0.2963940626524761,47.66741330734312,62.69474627931601,6.3762122334960525,66.38008362824921,0.9346123940233996,3.45495222242782,0.3185143006786556,0.241189954143916,-0.2485845292054522,0.2683529826720019,,0.9493083082118866,4.317627482314129,0.1989231125121849,0.1231117338797941,-0.3801359887165598,0.3398960836796861,,0.9434085795173154,3.996216261770361,0.2420557081488494,0.1685407170334624,-0.3347281506083157,0.2843096599097815,,0.9778811472767698,7.724709510652555,0.5099875063683739,2.1219712012446723,-0.5768453494572621,0.4796230377287181,,0.9742777599122402,6.475078924341289,0.4803918742855714,0.5304532938785409,-0.3112429407273152,0.1869184756864281,,0.9452661760454868,5.363862711653452,0.232736218339203,0.1034680749437417,-0.241674314539227,0.211847658562865,
