disag_std_Current,disag_range_Current,disag_maxpair_Current,disag_std_1M,disag_range_1M,disag_maxpair_1M,disag_std_3M,disag_range_3M,disag_maxpair_3M,disag_std_6M,disag_range_6M,disag_maxpair_6M
0.000551892289566041,0.001182041082294514,0.001182041082294514,0.1821849818881986,0.38900495566526844,0.38900495566526844,0.008082361314428585,0.01979707443533199,0.01979707443533199,1.5166252994309759e-05,3.623696716525357e-05,3.623696716525357e-05
0.09853867081698288,0.21017793165528845,0.21017793165528845,0.0021942347116592656,0.005339728536218902,0.005339728536218902,0.007720732903904442,0.018635838469296864,0.018635838469296864,1.5952562704521568e-05,3.455507717619166e-05,3.455507717619166e-05
0.009247032528660248,0.022390759749000372,0.022390759749000372,0.01333098008043997,0.03162671277099241,0.03162671277099241,0.0082116230415517,0.017442466447586614,0.017442466447586614,0.0028775480519267595,0.006230033159742662,0.006230033159742662
0.011897486323396813,0.029128308037888927,0.029128308037888927,0.0030425402464680563,0.007322381798888394,0.007322381798888394,0.009563060220433862,0.02030822371580728,0.02030822371580728,2.669853417762753e-05,6.231834125647063e-05,6.231834125647063e-05
0.006424753823981135,0.015650312581056598,0.015650312581056598,0.0032354780935092337,0.006958708725417603,0.006958708725417603,0.01213228209169857,0.025815372519825505,0.025815372519825505,5.0673715584556346e-05,0.000122568861435229,0.000122568861435229
0.0020454422123122756,0.004383640892382203,0.004383640892382203,0.0047170588715840225,0.010035098736456685,0.010035098736456685,0.010121382535859326,0.024763308685849694,0.024763308685849694,9.921380180833663e-05,0.00022330447779654895,0.00022330447779654895
0.0020517463314743316,0.004383166395578823,0.004383166395578823,0.004368027823491546,0.009329885181927192,0.009329885181927192,0.0059958622943894445,0.012750229741289759,0.012750229741289759,0.0024587104142339868,0.005222746203353559,0.005222746203353559
0.007203016893250462,0.015469781124121335,0.015469781124121335,0.007579914085170356,0.01837956243052401,0.01837956243052401,0.006002246276785293,0.012751156716282993,0.012751156716282993,0.005403784156910935,0.011641861758582166,0.011641861758582166
0.0046167810342658145,0.011263212063837347,0.011263212063837347,0.002983432956415252,0.006495198566577727,0.006495198566577727,0.0051180074849564074,0.010886390391483255,0.010886390391483255,6.77875625420818e-05,0.00015899808667571455,0.00015899808667571455
0.00521944192511336,0.011228131279118474,0.011228131279118474,0.0034038667656882686,0.0072443953850421594,0.0072443953850421594,0.009344850930977248,0.02279750522120831,0.02279750522120831,0.0033452123051369515,0.00758954365651255,0.00758954365651255
0.004897368912191189,0.010493885829455062,0.010493885829455062,0.005934254324940454,0.012616445125728019,0.012616445125728019,0.007992064300574966,0.019280622767231005,0.019280622767231005,0.032506530828872886,0.07143740488217414,0.07143740488217414
0.0008892627968049122,0.0019070341944136344,0.0019070341944136344,0.010965074711963289,0.02679752651274097,0.02679752651274097,0.006502599011750493,0.013841111728580654,0.013841111728580654,0.039532693450268885,0.09430261963063015,0.09430261963063015
0.00230524032279622,0.005646571803907794,0.005646571803907794,0.00423012131242858,0.010295957033542517,0.010295957033542517,0.00637932315375746,0.015621446934027793,0.015621446934027793,0.020409263091529004,0.04948228630958418,0.04948228630958418
0.011936003241071517,0.02688205333148454,0.02688205333148454,0.005435912908998589,0.01166760004248715,0.01166760004248715,0.02752118127312932,0.06243119427840527,0.06243119427840527,0.05267926010240467,0.12388475403528026,0.12388475403528026
0.0036255252645425767,0.007871568103250145,0.007871568103250145,0.010454529060552529,0.02424720546179066,0.02424720546179066,0.037807703481991764,0.08510349094107003,0.08510349094107003,0.11958795766225244,0.27784916216137034,0.27784916216137034
0.003365024294999354,0.008238954430645682,0.008238954430645682,0.02784747362896516,0.06745885191011967,0.06745885191011967,0.007551705319758354,0.01810878222011103,0.01810878222011103,1.2659695369557264,3.0989041829828508,3.0989041829828508
0.043905298093217186,0.09338027878628719,0.09338027878628719,0.028758749172775017,0.06696743786832257,0.06696743786832257,0.10241721095865998,0.23547069854790573,0.23547069854790573,2.441844486658194,5.976272896623788,5.976272896623788
0.04888565874220407,0.11853841023773334,0.11853841023773334,0.008041485632864828,0.019441140124747874,0.019441140124747874,0.1116744270501668,0.2728111072581917,0.2728111072581917,4.871663892454212,11.26969416314828,11.26969416314828
0.02409206077908374,0.05319024011551379,0.05319024011551379,0.039450154001295284,0.08990106658970744,0.08990106658970744,0.7680540987890649,1.7595973735691999,1.7595973735691999,10.077855507471465,21.921499971640717,21.921499971640717
0.023156329469859096,0.0520347657475613,0.0520347657475613,0.1188811853762857,0.26548858449864865,0.26548858449864865,3.150694202438227,6.814213331152141,6.814213331152141,15.954210072494016,34.41062603295409,34.41062603295409
0.11216682707545844,0.24611787445411829,0.24611787445411829,1.0916103414915412,2.318079903443641,2.318079903443641,13.263230720767847,28.25810997774827,28.25810997774827,14.23047654035573,30.727698193538895,30.727698193538895
1.1065779569220733,2.4964140867785884,2.4964140867785884,6.080150173498864,14.889788933609719,14.889788933609719,21.434229762506973,52.23274378534669,52.23274378534669,21.34249518624953,49.673532332225214,49.673532332225214
2.882659787993237,6.949214293318281,6.949214293318281,9.890207453359672,24.136495786009615,24.136495786009615,20.818964561361046,50.0870295157163,50.0870295157163,22.11654350382588,49.168309843310254,49.168309843310254
8.857056944802519,21.269067412486606,21.269067412486606,9.382259234546488,20.402939199872954,20.402939199872954,17.651576255183965,37.90625748383582,37.90625748383582,19.870934664376986,42.91427543662592,42.91427543662592
15.838102020184202,38.67766703837696,38.67766703837696,18.415159386774388,45.09460008063671,45.09460008063671,16.89723544019061,39.464000455645895,39.464000455645895,17.830366542428767,37.917395809105145,37.917395809105145
18.89195732558215,46.268070932778976,46.268070932778976,17.970975796137193,43.729478692614336,43.729478692614336,22.57495399565256,52.010207622554326,52.010207622554326,16.036038465107847,37.83695981267231,37.83695981267231
17.804733480806473,41.2899531166856,41.2899531166856,19.657809133525156,47.75081002064552,47.75081002064552,19.683732188390547,45.0729191715899,45.0729191715899,24.357001995620205,54.3477188898288,54.3477188898288
19.438986913530083,44.036553386771665,44.036553386771665,21.39887080773424,48.86601083139898,48.86601083139898,18.374728073571326,40.76097243131631,40.76097243131631,26.71555210839546,60.962854341558646,60.962854341558646
19.1466740735344,44.36067665886965,44.36067665886965,20.72722845721555,48.09265241439636,48.09265241439636,18.347977363149006,43.020906306157634,43.020906306157634,31.46626289875003,76.29495351208949,76.29495351208949
18.395346246873697,44.764004072511085,44.764004072511085,16.404134149920377,39.444817718869366,39.444817718869366,30.838985402870584,74.41851773981438,74.41851773981438,8.267777176820575,20.075835407717825,20.075835407717825
20.53634091704084,49.81109913102718,49.81109913102718,19.124925659439114,44.497329607439674,44.497329607439674,33.41784980922465,77.38414588867866,77.38414588867866,0.024525194513814415,0.05219710174901686,0.05219710174901686
13.95631896134048,32.08403524341983,32.08403524341983,10.759745314325285,24.15135618612647,24.15135618612647,28.285865934834668,61.05653254095026,61.05653254095026,0.008988177291740132,0.019152449243153097,0.019152449243153097
23.58194691017052,56.60256165204335,56.60256165204335,25.498544708042417,58.08395142212738,58.08395142212738,5.323570219078353,11.79767985503885,11.79767985503885,0.19542090274965765,0.41987339225961345,0.41987339225961345
31.277092066736717,70.76902889469984,70.76902889469984,32.05317822503223,72.78094801934333,72.78094801934333,0.04669334252234073,0.11435717380820377,0.11435717380820377,0.03949909357554964,0.08438160249022054,0.08438160249022054
33.982338808484755,77.30572144114247,77.30572144114247,18.376253069556316,44.32923669793826,44.32923669793826,0.029577369937038578,0.07049834087765666,0.07049834087765666,0.0003644353524035867,0.0008372710655587492,0.0008372710655587492
10.195812437446088,24.607169296861255,24.607169296861255,0.14423792480059014,0.3429622268689682,0.3429622268689682,0.4914882418410905,1.050402736741881,1.050402736741881,0.016084013152418836,0.03877067253869206,0.03877067253869206
