date,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,share_price,unemployment_rate,PPI,OECD_CLI_index,CSI_index,Business_Quarter,Month,Country
1971-02-01,7.606394547796624,2.2518220866981338,-0.4028386134465481,0.9552490443006985,-0.04018027265349798,-0.051517584272735485,-0.07052989154777396,-1.6502052924040587,-1.683556958476386,0.17107948599773054,-1.0395060766207525,-0.15467128734730962,-1.1808404417580363,-0.6922010540455079,-0.8608844742015868,Q1,February,USA
1971-03-01,1.5059964790080551,-0.770217281262103,1.334988428282165,-0.8460083657910886,-0.12752636876470544,-0.1744157444809237,-0.17593588170773178,-1.6488394600066585,-1.6853836044007653,0.01984510106651222,-1.036162050961285,-0.09483494990637985,-1.1808404417580363,-0.3466143927727242,-0.8608844742015868,Q1,March,USA
1971-04-01,-0.6470851923290872,-0.43443512926652117,3.507272230443056,-0.8460083657910886,0.0551474071184649,0.012881676561887056,0.025157694484908486,-1.6474736276092585,-1.6759354358263903,0.0677974670203131,-1.0318158294605306,-0.15467128734730962,-1.177627796415255,-0.12167484151858318,-0.8608844742015868,Q2,April,USA
1971-05-01,-0.4078538955138492,0.9086934787158064,0.9005316678499866,-0.8460083657910886,0.26221518903311325,0.12183527579368106,0.1498451879580559,-1.6447419628144582,-1.6673466006794937,0.27436150497514766,-1.0336570192117114,-0.15467128734730962,-1.1703993443939968,-0.006211257400212092,-0.6664235731403076,Q2,May,USA
1971-06-01,0.549071291747103,2.5876042386937157,-0.8372953738787263,-0.8460083657910886,0.5193395342440456,0.35812000815287764,0.3833772761441724,-1.6420102980196578,-1.6602154829697868,0.32231387092894853,-1.0357855350171659,-0.15467128734730962,-1.1695961830583013,0.034108633463341836,-0.6664235731403076,Q2,June,USA
1971-07-01,1.7452277758232932,0.5729113267202245,-0.8372953738787263,-0.8460083657910886,0.6740486117034868,0.6084136108036581,0.6365169123008063,-1.6406444656222579,-1.6651735219073873,0.3997753851620119,-1.0363146077954561,-0.09483494990637985,-1.1679898603869106,0.04298196311657101,-0.6664235731403076,Q3,July,USA
1971-08-01,0.3098399949318649,-0.770217281262103,-0.8372953738787263,-0.8460083657910886,0.5908859930943114,0.4284742533097025,0.4808123418907182,-1.6392786332248575,-1.6750536067594484,0.3444457321383953,-1.0387892609557523,-0.03499861246545007,-1.151123472337308,0.06737296748863078,-0.4904827578943899,Q3,August,USA
1971-09-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.8460083657910886,0.467569749620191,0.33386454458452464,0.3856889028522754,-1.6379128008274575,-1.6475414396964463,0.1821454166024536,-1.0360381328725443,-0.09483494990637985,-1.151123472337308,0.1559499024926717,-0.4904827578943899,Q3,September,USA
1971-10-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.8460083657910886,0.30251252160810177,0.24470155925005924,0.24248971151346685,-1.636546968430057,-1.6346649356679406,0.1046839023693906,-1.0387208805140251,-0.21450762478823993,-1.151123472337308,0.34440308296658595,-0.4904827578943899,Q4,October,USA
1971-11-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.6208511895296152,0.20356412764705015,0.15066292774668988,0.15938064812898103,-1.6351811360326571,-1.6273088615636055,0.0604201799504974,-1.0446067493560416,-0.09483494990637985,-1.151123472337308,0.6471461225762147,-0.4997428008020693,Q4,November,USA
1971-12-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.17053683700666847,0.16910258330083885,0.07019525984857139,0.10390160713450641,-1.633815303635257,-1.6072112572675417,0.1046839023693906,-1.0364737806147823,-0.09483494990637985,-1.151123472337308,1.0442004102114828,-0.4997428008020693,Q4,December,USA
1972-01-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,0.5049346917777516,-0.04782433309075069,-0.17174796394252384,-0.11396921010421138,-1.6324494712378568,-1.5650409315305802,0.11206118943920629,-1.0309620010925722,-0.21450762478823993,-1.151123472337308,1.4600397341890865,0.500341833227362,Q1,January,USA
1972-02-01,-0.6470851923290872,-0.770217281262103,-0.6200669936626372,-0.8460083657910886,0.04278901368780936,-0.2442178617572788,-0.12553890177826751,-1.6297178064430564,-1.5467699731588955,0.16001355539300716,-1.0281068715541364,-0.2743439622291697,-1.151123472337308,1.8314124731853072,0.500341833227362,Q1,February,USA
1972-03-01,-0.6470851923290872,-0.770217281262103,-0.18561023323045903,-0.8460083657910886,0.182219434090054,-0.03815027769293837,0.0617722103793273,-1.6297178064430564,-1.534077933373985,0.1563249118580995,-1.0246664905952956,-0.21450762478823993,-1.1503203110016127,2.1221585920617634,0.500341833227362,Q1,March,USA
1972-04-01,-0.6470851923290872,-0.602326205264312,0.4660749074178083,-0.8460083657910886,0.26315210694662877,-0.04745462661492887,0.10045150427266268,-1.6283519740456565,-1.515883460176474,0.20058863427699267,-1.023108094147313,-0.2743439622291697,-1.1495171496659171,2.3363409583796626,0.500341833227362,Q2,April,USA
1972-05-01,-0.5274695439214682,-0.26654405326873026,-0.8372953738787263,-0.8460083657910886,0.19192931064830424,-0.05433175407900833,0.06021186235135777,-1.6269861416482563,-1.515707994188664,0.1784567730675459,-1.024982752999868,-0.2743439622291697,-1.1495171496659171,2.5007190583293752,0.11142003110480503,Q2,May,USA
1972-06-01,-0.28823824710623014,0.23712917472464257,-0.8372953738787263,-0.8460083657910886,0.2885170300961634,0.03308339552834633,0.14828483993008604,-1.625620309250856,-1.5108264404252367,0.17107948599773054,-1.0248684269449686,-0.2743439622291697,-1.1495171496659171,2.6460106761251345,0.11142003110480503,Q2,June,USA
1975-07-01,0.07060869811662686,-0.770217281262103,-0.6200669936626372,-0.8460083657910886,1.010625218349206,0.8921087288931786,0.9678142986203406,-1.4576229243706385,-1.5408041295733617,0.8903649753047443,-1.0482907084534747,1.4609098235577995,-0.9880817211911491,-2.5669494024297927,-1.3516667483086224,Q3,July,USA
1975-08-01,-0.6470851923290872,-0.43443512926652117,-0.18561023323045903,-0.8460083657910886,1.206753368245094,1.0113926764555,1.1343587471294976,-1.454891259575838,-1.5228121171310156,1.0157788554916083,-1.0569901795084187,1.34123714867594,-0.9880817211911491,-2.073907806127804,-1.0831255039859042,Q3,August,USA
1975-09-01,-0.4078538955138492,-0.602326205264312,-0.8372953738787263,0.2797775155162784,1.2194240676469206,1.0025481427786422,1.128546657120553,-1.4494279299862378,-1.4989307462773092,1.0268447860963312,-1.0586592849675132,1.34123714867594,-0.9816564305055863,-1.6162184852050168,-1.0831255039859042,Q3,September,USA
1975-10-01,-0.5274695439214682,-0.26654405326873026,-0.8372953738787263,-0.3956940132681418,0.9498107283264795,0.8236892254781665,0.874020044939057,-1.445330432794037,-1.4908233178149166,0.9198741235840064,-1.054351866563085,1.34123714867594,-0.9752311398200233,-1.1817888062019923,-1.0831255039859042,Q4,October,USA
1975-11-01,-0.28823824710623014,-0.770217281262103,-0.8372953738787263,0.2797775155162784,0.7967874827939291,0.6375919008258417,0.7007704220688118,-1.4398671032044368,-1.4882453175324801,0.8866763317698366,-1.0526111756867558,1.2814008112350102,-0.9736248171486326,-0.7569628337096111,-1.0923855468935848,Q4,November,USA
1975-12-01,-0.6470851923290872,-0.770217281262103,0.24884652720171932,0.05462033925480494,0.8309073276657992,0.6249384829101361,0.7186787301545282,-1.4357696060122362,-1.4627577580211295,0.8682331140952976,-1.0545526582786484,1.2215644737940794,-0.9736248171486326,-0.33354708247764264,-1.0923855468935848,Q4,December,USA
1976-01-01,-0.6470851923290872,-0.770217281262103,-0.4028386134465481,-0.6208511895296152,0.5603692381969533,0.40259394169844176,0.4492586373251107,-1.4330379412174359,-1.4374726592649445,0.7723283821876958,-1.0442753319958535,1.04205546147129,-0.9752311398200233,0.07155096164355797,-0.25898168520239184,Q1,January,USA
1976-02-01,-0.6470851923290872,0.0692380987268517,0.24884652720171932,-0.6208511895296152,0.5948418687291541,0.4074461511461626,0.47171994350551266,-1.4316721088200357,-1.4180139311296243,0.7907715998622346,-1.0387912984044678,0.92238278658943,-0.9752311398200233,0.4131855269420285,-0.25898168520239184,Q1,February,USA
1976-03-01,-0.04900695029099209,-0.43443512926652117,0.03161814698563015,-0.17053683700666847,0.7044567384369598,0.4537864871650382,0.5635183252862854,-1.4303062764226357,-1.414081693351527,0.7686397386527881,-1.0381668318194566,0.8625464491484996,-0.9752311398200233,0.656639870362249,-0.25898168520239184,Q1,March,USA
1976-04-01,-0.4078538955138492,0.0692380987268517,-0.6200669936626372,2.5313492781310116,0.5978459547375686,0.39798741374174496,0.4630623510963552,-1.4289404440252356,-1.404017144255871,0.7059327985593559,-1.037552872975574,0.92238278658943,-0.9752311398200233,0.8027091004790811,-0.25898168520239184,Q2,April,USA
1976-05-01,-0.04900695029099209,-0.09865297727093927,-0.6200669936626372,-0.8460083657910886,0.7649653414254707,0.5320005250579705,0.6325301818102954,-1.424842946833035,-1.3959322114329415,0.83134667874622,-1.0384765698096023,0.7428737742666401,-0.9704121718058512,0.8646236569282476,-0.3793622430022306,Q2,May,USA
1976-06-01,-0.16862259869861113,-0.602326205264312,-0.18561023323045903,-0.8460083657910886,0.8140428052225223,0.611219405104555,0.6878185136013516,-1.4207454496408345,-1.393862612602364,0.816592104606589,-1.0376699690450197,0.8625464491484996,-0.9607742357775068,0.872054846825587,-0.3793622430022306,Q2,June,USA
1976-08-01,-0.5274695439214682,-0.26654405326873026,-0.8372953738787263,-0.8460083657910886,0.6363690990776951,0.5086780927884827,0.5487741671089494,-1.4125504552564339,-1.3691758978558892,0.7833943127924189,-1.0355082588503772,0.9822191240303597,-0.9567584290990299,0.8182048270612756,0.21328050308928498,Q3,August,USA
1976-09-01,-0.28823824710623014,1.7481488587047609,-0.8372953738787263,-0.8460083657910886,0.5841044920060094,0.48569570603725326,0.5121018605468284,-1.4084529580642333,-1.3626566615395703,0.7169987291640793,-1.0329928338230856,0.8625464491484996,-0.9567584290990299,0.8051206347084972,0.21328050308928498,Q3,September,USA
1976-11-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.8460083657910886,0.3965988047126996,0.3577312083770109,0.34968835848765917,-1.4016237960772326,-1.332319042160041,0.6063394231168464,-1.03779752707023,0.9822191240303597,-0.9567584290990299,0.9370686788028262,-0.0367406554180732,Q4,November,USA
1976-12-01,-0.6470851923290872,3.4270596186826703,-0.8372953738787263,-0.8460083657910886,0.2600687952676051,0.2005264990015899,0.20983190103333121,-1.397526298885032,-1.3104712771137712,0.4514163946507204,-1.032889679397099,0.9822191240303597,-0.950333138413467,1.1001720364079814,-0.0367406554180732,Q4,December,USA
1977-01-01,2.343306017861388,-0.770217281262103,-0.8372953738787263,-0.17053683700666847,0.39636398819302127,0.30548833237127193,0.32974753651617994,-1.3934288016928318,-1.3246615264869044,0.5768302748375843,-1.0330088587006243,0.8027101117075699,-0.950333138413467,1.2932916289832364,-0.0274806125103938,Q1,January,USA
1977-02-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,0.5049346917777516,0.45715328880727296,0.3239241421516524,0.35671448703465647,-1.385233807308431,-1.2922588074046897,0.643225858465924,-1.0360888630562963,0.8625464491484996,-0.9471204930706855,1.4911938915620986,-0.0274806125103938,Q1,February,USA
1977-03-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.6208511895296152,0.4668869440186228,0.2996801014693498,0.34942651518777085,-1.3811363101162306,-1.266163865627844,0.6690463632102783,-1.0366715962816597,0.7428737742666401,-0.932663589028169,1.66498121845339,-0.0274806125103938,Q1,March,USA
1977-04-01,-0.6470851923290872,-0.770217281262103,-0.18561023323045903,-0.3956940132681418,0.4334837836237262,0.27371250252597684,0.3188135421868524,-1.37567298052663,-1.2456433433098795,0.6358485713961085,-1.0383710803300317,0.6232010993847801,-0.9318604276924737,1.7805916572574043,-0.0274806125103938,Q2,April,USA
1977-05-01,-0.6470851923290872,-0.770217281262103,0.4660749074178083,-0.6208511895296152,0.5557292637681153,0.4364979874597307,0.47214374173533163,-1.3729413157318295,-1.2290370622584421,0.6690463632102783,-1.0382868581522233,0.50352842450292,-0.930254105021083,1.8309290226855397,0.2595807176276846,Q2,May,USA
1977-08-01,0.07060869811662686,-0.602326205264312,-0.6200669936626372,-0.17053683700666847,0.7580647373146226,0.6433911778626814,0.711276499413146,-1.3606488241552284,-1.2076797021524612,0.6469145020008319,-1.039305147549096,0.50352842450292,-0.9174035236499571,1.666535459069487,0.14846020273552524,Q3,August,USA
1978-02-01,-0.28823824710623014,-0.770217281262103,0.6833032876338977,-0.6208511895296152,1.0912001589115292,1.012805345028887,1.0584685926897839,-1.3346980086046256,-1.2079451506981225,0.8792990447000206,-1.0486018886825992,0.08467406241641,-0.888489715564924,1.561034390701682,-0.2867618139254314,Q1,February,USA
1978-03-01,-0.6470851923290872,-0.770217281262103,0.03161814698563015,-0.3956940132681418,1.079786795237796,0.9540204646311846,1.0191324115402294,-1.329234679015025,-1.1662832264130203,0.8829876882349283,-1.0483945954452918,0.08467406241641,-0.8820644248793611,1.6648952401764063,-0.7960641738478271,Q1,March,USA
1978-04-01,-0.6470851923290872,0.40502025072243364,2.6383587095786996,-0.8460083657910886,1.1311128620272843,0.9510655863345977,1.056858159416472,-1.3224055170280242,-1.1225696998089107,0.9235627671189142,-1.043281743803073,-0.03499861246545007,-0.8764422955294935,1.810458842779362,-0.5367829724327895,Q2,April,USA
1978-05-01,0.190224346524246,-0.09865297727093927,-0.6200669936626372,-0.8460083657910886,1.2520823492037427,0.9983101370584809,1.1661436143659154,-1.3142105226436234,-1.111596326878958,0.9973356378170691,-1.0370827946393097,-0.09483494990637985,-0.8716233275153213,1.9596857356646813,-0.41640241463294947,Q2,May,USA
1978-06-01,-0.16862259869861113,1.916039934702552,-0.4028386134465481,0.2797775155162784,1.343316252002943,1.124453623523593,1.247289967630006,-1.3073813606566227,-1.0970281507628499,1.037910716701055,-1.0363017650007424,-0.15467128734730962,-0.8716233275153213,2.071963020346882,-0.6849436589556678,Q2,June,USA
1983-03-01,0.3098399949318649,-0.770217281262103,-0.8372953738787263,-0.8460083657910886,1.6540841471269918,1.7492222621178797,1.6799134186892297,-0.8552908371171754,-1.2154676925344823,1.7940826413571458,-0.962230454298698,2.47812756005361,-0.6860930589696923,-0.43625489750787466,-0.6108633156942287,Q1,March,USA
1983-04-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.6208511895296152,1.629927959182878,1.6963281052808437,1.653015129302724,-0.8457300103353743,-1.1882164748892483,1.7535075624731606,-0.9551966319078368,2.418291222612679,-0.687699381641083,0.21128496713620565,0.15772024564320464,Q2,April,USA
1983-05-01,-0.6470851923290872,-0.770217281262103,0.24884652720171932,-0.8460083657910886,1.60472040579544,1.6885522860899398,1.6234824469447717,-0.8402666807457737,-1.1747775798741729,1.7461302754033454,-0.9461237583135527,2.3584548851717493,-0.6885025429767785,0.8070522651409785,0.5466420477657616,Q2,May,USA
1983-06-01,-0.6470851923290872,-0.770217281262103,-0.8372953738787263,-0.8460083657910886,1.8470373920511258,1.9208636786988509,1.8785374309452632,-0.8375350159509733,-1.1614421648006261,1.9194965215440098,-0.9420055250348133,2.3584548851717493,-0.6885025429767785,1.316857231752408,0.444781575781283,Q2,June,USA
1983-07-01,-0.6470851923290872,0.0692380987268517,-0.6200669936626372,-0.8460083657910886,2.0217470306150127,2.0323927458337074,2.0199396366799296,-0.832071686361373,-1.1285760355454781,2.1149946288941215,-0.9412857104284452,1.9396005230852398,-0.6917151883195598,1.7234222138892257,0.500341833227362,Q3,July,USA
