iter	RMSE
413	1.054886415
414	1.054499448
415	1.05107406
416	1.049524301
417	1.046905446
418	1.043900743
419	1.041936466
420	1.038407668
421	1.037010538
422	1.036715975
423	1.033825889
424	1.029883028
425	1.028210606
426	1.027829209
427	1.025704937
428	1.023970154
429	1.018537391
430	1.014967662
431	1.012880966
432	1.011356793
433	1.008641474
434	1.004820515
435	1.003590418
436	1.000245871
437	0.9998805353
438	0.9981904513
439	0.9951897555
440	0.9948885502
441	0.993481328
442	0.9923104138
443	0.9905495417
444	0.9874689548
445	0.9866016489
446	0.9853499645
447	0.98083789
448	0.9805986784
449	0.9800107822
450	0.9777856254
451	0.9771815344
452	0.9747684536
453	0.9725599173
454	0.9700544229
455	0.9675333004
456	0.9635171781
457	0.9616470996
458	0.9610735892
459	0.9594562277
460	0.9581398945
461	0.956957159
462	0.9540672792
463	0.950970615
464	0.9478743289
465	0.9460503875
466	0.9421840462
467	0.9413829028
468	0.9402293128
469	0.9392769176
470	0.9380685578
471	0.9345811735
472	0.9330750662
473	0.9320931516
474	0.9312146431
475	0.9303866171
476	0.9280113041
477	0.9259407075
478	0.9244693797
479	0.9225143511
480	0.9204635536
481	0.9191597277
482	0.9182466308
483	0.9175774725
484	0.9147991106
485	0.9114150701
486	0.9099173583
487	0.907677735
488	0.9037510174
489	0.9025246492
490	0.902299393
491	0.8991224921
492	0.8983253004
493	0.8963363042
494	0.8956074997
495	0.8942538856
496	0.8912700539
497	0.8881794218
498	0.8858238615
499	0.8844280605
500	0.8835309577
501	0.8802702464
502	0.8772197155
503	0.875455312
504	0.8727153695
505	0.8723446823
506	0.8694623563
507	0.8656665315
508	0.8653484037
509	0.862476196
510	0.8599054011
511	0.8588321653
512	0.8581692274
513	0.8560967632
514	0.855038363
515	0.8534058877
516	0.8520716829
517	0.8497752384
518	0.8461835658
519	0.8435414503
520	0.8416321433
521	0.8406173148
522	0.8380134541
523	0.837272115
524	0.8363841196
525	0.8355412697
526	0.8347444042
527	0.833792789
528	0.8320874442
529	0.8311650312
530	0.8289149161
531	0.8268352235
532	0.8261438273
533	0.8253596487
534	0.8237059853
535	0.8218602739
536	0.8212112122
537	0.8200406344
538	0.8180605201
539	0.8175665884
540	0.8151030885
541	0.8133054838
542	0.8107104745
543	0.8084462454
544	0.806430205
545	0.8058068956
546	0.8053299446
547	0.8045517194
548	0.8030000356
549	0.7992443234
550	0.7957041448
551	0.7951672617
552	0.7929835368
553	0.7918523336
554	0.7915987089
555	0.7898307487
556	0.7887361658
557	0.7870904367
558	0.7849568714
559	0.7845053467
560	0.7823503692
561	0.7805580337
562	0.7799858374
563	0.7787302659
564	0.7766058474
565	0.7763642953
566	0.7741461016
567	0.773601856
568	0.7734202035
569	0.7727650078
570	0.7715418145
571	0.7700816479
572	0.7680139264
573	0.7664831632
574	0.7658503388
575	0.7647339438
576	0.7643404899
577	0.7624090408
578	0.7619844566
579	0.7616125863
580	0.7607605929
581	0.7584327961
582	0.756283985
583	0.7545265411
584	0.7543462605
585	0.7523392484
586	0.7510933674
587	0.7509192743
588	0.7488026528
589	0.7468596454
590	0.7448958523
591	0.7429972398
592	0.7420954838
593	0.7404898519
594	0.7384388391
595	0.7364982775
596	0.7362677787
597	0.735897177
598	0.7346353369
599	0.7342136241
600	0.7329949215
601	0.7315497772
602	0.7301440933
603	0.7285263629
604	0.7265718033
605	0.7247153259
606	0.7235355327
607	0.7234102766
608	0.7218039355
609	0.7203860408
610	0.7183619982
611	0.7163461369
612	0.7147788801
613	0.7143587176
614	0.7127669007
615	0.7109763186
616	0.7104996839
617	0.7099508756
618	0.7087094937
619	0.7076324418
620	0.7059530718
621	0.7047541156
622	0.7028561682
623	0.7004988833
624	0.700098397
625	0.69759002
626	0.6960054352
627	0.6947353495
628	0.6934339177
629	0.6927325524
630	0.6922777836
631	0.6920897712
632	0.6892440848
633	0.6890262491
634	0.6881105132
635	0.687989348
636	0.6867031967
637	0.6865854745
638	0.6864028725
639	0.6836133894
640	0.6825354826
641	0.6821615063
642	0.6817922679
643	0.6796771544
644	0.6792567568
645	0.6780783324
646	0.6757562078
647	0.6743668874
648	0.6740129095
649	0.6736265287
650	0.6715925538
651	0.6702117878
652	0.6677141623
653	0.6665485795
654	0.6647725922
655	0.6644269595
656	0.6617586939
657	0.6595581023
658	0.6582787876
659	0.6566689435
660	0.6542855537
661	0.6540886236
662	0.6525321888
663	0.6512742208
664	0.6488919869
665	0.6472047277
666	0.6453904642
667	0.6432527688
668	0.641658839
669	0.6414956132
670	0.6402140479
671	0.6386466762
672	0.6384682216
673	0.6368704003
674	0.6350900203
675	0.633302941
676	0.6306704041
677	0.6291309318
678	0.6282361035
679	0.6259510969
680	0.6240197817
681	0.6220901833
682	0.6219340393
683	0.621357431
684	0.6199038521
685	0.6181795697
686	0.6180112069
687	0.6176576078
688	0.6161522949
689	0.6144240573
690	0.6134364258
691	0.613335226
692	0.6114206133
693	0.6102893904
694	0.6093256759
695	0.6079014038
696	0.6073495351
697	0.6059204918
698	0.6048252554
699	0.6032046839
700	0.603076573
701	0.6029188667
702	0.6017597834
703	0.6005737335
704	0.6004237459
705	0.600281516
706	0.5990082067
707	0.5978998042
708	0.5974626344
709	0.5964667277
710	0.5954765265
711	0.5953256085
712	0.595178694
713	0.5930709752
714	0.5915551593
715	0.5896084041
716	0.5894989358
717	0.5880942221
718	0.5872339101
719	0.5860803277
720	0.5856903778
721	0.584042619
722	0.5838685503
723	0.5824446149
724	0.5812939197
725	0.5797178493
726	0.5780029188
727	0.5765592926
728	0.5749968344
729	0.5742190057
730	0.5726346474
731	0.5725120368
732	0.5718074648
733	0.5710884698
734	0.5703629314
735	0.5702077856
736	0.570072549
737	0.5690901921
738	0.5689727047
739	0.566734183
740	0.566623438
741	0.5655467538
742	0.5654389696
743	0.5637340482
744	0.5622053535
745	0.5617421111
746	0.560408202
747	0.5591148758
748	0.5584838165
749	0.5565615784
750	0.5562601845
751	0.5552308687
752	0.5533812515
753	0.551423277
754	0.5503402349
755	0.5498579835
756	0.5482934232
757	0.5466283509
758	0.5455858233
759	0.54425096
760	0.5428084339
761	0.5417066607
762	0.5413233323
763	0.540025021
764	0.5381120507
765	0.5372185047
766	0.5348083424
767	0.533738079
768	0.5335779372
769	0.5326247275
770	0.5306164922
771	0.5287721017
772	0.5273082067
773	0.5265130764
774	0.5254772992
775	0.5242245211
776	0.5233521382
777	0.5219354622
778	0.5210070938
779	0.5201056169
780	0.518277818
781	0.5181706945
782	0.5180676168
783	0.5161784307
784	0.5143947546
785	0.5142576693
786	0.5122820468
787	0.5111887577
788	0.5102569512
789	0.5094401675
790	0.5092716919
791	0.5085731694
792	0.5077484032
793	0.5076593372
794	0.5065955933
795	0.5062519605
796	0.5053784197
797	0.5041084192
798	0.5028786283
799	0.5022111975
800	0.5005599334
801	0.4998009055
802	0.4975956572
803	0.4962261636
804	0.495913737
805	0.4949230872
806	0.4931793824
807	0.4922621592
808	0.4921515903
809	0.4913781006
810	0.4901148216
811	0.488393637
812	0.4871007143
813	0.4859508562
814	0.4844695795
815	0.4838845562
816	0.4832866095
817	0.482711397
818	0.4816065113
819	0.4807873805
820	0.4798850506
821	0.479463346
822	0.4780578217
823	0.4779531602
824	0.4774037085
825	0.4756638864
826	0.4755723649
827	0.4741986445
828	0.4732816932
829	0.4717020343
830	0.4713007067
831	0.470457522
832	0.4694988012
833	0.469102085
834	0.4676237483
835	0.4668183889
836	0.4660416713
837	0.4650383399
838	0.4628931739
839	0.4615150287
840	0.4614271005
841	0.4613252309
842	0.461255704
843	0.4606685529
844	0.4599511485
845	0.4580620367
846	0.4574880719
847	0.4564577057
848	0.4560808096
849	0.4553496349
850	0.4531812371
851	0.4530911034
852	0.4526417334
853	0.4521536285
854	0.450412281
855	0.450293343
856	0.45019459
857	0.4492319005
858	0.4481643794
859	0.4469719081
860	0.4462264191
861	0.4447201744
862	0.4438673693
863	0.4424337909
864	0.4414111031
865	0.4409891773
866	0.4408932298
867	0.4408162222
868	0.4401626905
869	0.4397309257
870	0.4386644277
871	0.4385318666
872	0.4375095773
873	0.437213467
874	0.4371000697
875	0.4368464569
876	0.4355837295
877	0.4350815473
878	0.43479756
879	0.4345526585
880	0.4338376923
881	0.4324058319
882	0.4322174217
883	0.4308908978
884	0.4301630877
885	0.4287230377
886	0.4286145412
887	0.4277478999
888	0.4275104366
889	0.4272439417
890	0.4261667467
891	0.4259067886
892	0.4240474494
893	0.4237131866
894	0.4236266444
895	0.4223240343
896	0.4222183707
897	0.4220002915
898	0.4210080853
899	0.4209181582
900	0.4200210774
901	0.4199344415
902	0.4198604949
903	0.4179142771
904	0.4167939398
905	0.4156456321
906	0.4152116989
907	0.4142759823
908	0.4134477873
909	0.4118654292
910	0.4117690171
911	0.4116754158
912	0.4106155423
913	0.4104033065
914	0.409130248
915	0.4084367041
916	0.4081861179
917	0.4077312491
918	0.4067725558
919	0.4067074298
920	0.4054523246
921	0.4052133083
922	0.4044400486
923	0.40415473
924	0.403918606
925	0.4032438918
926	0.4024243632
927	0.401923424
928	0.4017442433
929	0.4011011799
930	0.4002549972
931	0.3993473668
932	0.3992608153
933	0.3990483409
934	0.3976289385
935	0.3972248818
936	0.396322425
937	0.3961060338
938	0.3957379886
939	0.3953354909
940	0.3944358457
941	0.3936362292
942	0.3930352609
943	0.3915812828
944	0.3904256079
945	0.3896932315
946	0.3885495861
947	0.3884809827
948	0.3872569737
949	0.3864051527
950	0.3863207589
951	0.3862403166
952	0.3853133798
953	0.3843388311
954	0.383491899
955	0.3824901398
956	0.3822685612
957	0.3819011016
958	0.3813623846
959	0.3809097181
960	0.3803982586
961	0.3794615941
962	0.3789638147
963	0.3787512058
964	0.3786851478
965	0.3776792756
966	0.3769285012
967	0.3767486534
968	0.3757360266
969	0.374543272
970	0.3736893582
971	0.3731089677
972	0.3730418831
973	0.3723235106
974	0.3716304455
975	0.3703455608
976	0.3699038815
977	0.3690694542
978	0.3686119936
979	0.3678492055
980	0.3668856296
981	0.3664466672
982	0.365522397
983	0.3650417469
984	0.3640248489
985	0.363577364
986	0.3631800565
987	0.362412783
988	0.3614616934
989	0.3606423293
990	0.3600077995
991	0.3592865756
992	0.3592127915
993	0.3585672464
994	0.3569772934
995	0.3561087037
996	0.3548515792
997	0.3538319721
998	0.3529037935
999	0.3521623054
