realtime_start,realtime_end,date,value
2025-07-27,2025-07-27,1991-11-01,62.0894
2025-07-27,2025-07-27,1991-12-01,61.806
2025-07-27,2025-07-27,1992-01-01,61.4823
2025-07-27,2025-07-27,1992-02-01,61.9192
2025-07-27,2025-07-27,1992-03-01,62.4403
2025-07-27,2025-07-27,1992-04-01,62.9199
2025-07-27,2025-07-27,1992-05-01,63.1268
2025-07-27,2025-07-27,1992-06-01,63.1624
2025-07-27,2025-07-27,1992-07-01,63.7348
2025-07-27,2025-07-27,1992-08-01,63.3802
2025-07-27,2025-07-27,1992-09-01,63.5834
2025-07-27,2025-07-27,1992-10-01,64.0178
2025-07-27,2025-07-27,1992-11-01,64.2628
2025-07-27,2025-07-27,1992-12-01,64.3599
2025-07-27,2025-07-27,1993-01-01,64.6135
2025-07-27,2025-07-27,1993-02-01,64.9262
2025-07-27,2025-07-27,1993-03-01,64.8627
2025-07-27,2025-07-27,1993-04-01,65.0423
2025-07-27,2025-07-27,1993-05-01,64.8006
2025-07-27,2025-07-27,1993-06-01,64.9476
2025-07-27,2025-07-27,1993-07-01,65.1142
2025-07-27,2025-07-27,1993-08-01,65.0421
2025-07-27,2025-07-27,1993-09-01,65.3749
2025-07-27,2025-07-27,1993-10-01,65.863
2025-07-27,2025-07-27,1993-11-01,66.1696
2025-07-27,2025-07-27,1993-12-01,66.5531
2025-07-27,2025-07-27,1994-01-01,66.7591
2025-07-27,2025-07-27,1994-02-01,66.8019
2025-07-27,2025-07-27,1994-03-01,67.4704
2025-07-27,2025-07-27,1994-04-01,67.8707
2025-07-27,2025-07-27,1994-05-01,68.187
2025-07-27,2025-07-27,1994-06-01,68.645
2025-07-27,2025-07-27,1994-07-01,68.7317
2025-07-27,2025-07-27,1994-08-01,69.1882
2025-07-27,2025-07-27,1994-09-01,69.3935
2025-07-27,2025-07-27,1994-10-01,69.9576
2025-07-27,2025-07-27,1994-11-01,70.4288
2025-07-27,2025-07-27,1994-12-01,71.1273
2025-07-27,2025-07-27,1995-01-01,71.2635
2025-07-27,2025-07-27,1995-02-01,71.1758
2025-07-27,2025-07-27,1995-03-01,71.2796
2025-07-27,2025-07-27,1995-04-01,71.1538
2025-07-27,2025-07-27,1995-05-01,71.4997
2025-07-27,2025-07-27,1995-06-01,71.7327
2025-07-27,2025-07-27,1995-07-01,71.4334
2025-07-27,2025-07-27,1995-08-01,72.3723
2025-07-27,2025-07-27,1995-09-01,72.6543
2025-07-27,2025-07-27,1995-10-01,72.5336
2025-07-27,2025-07-27,1995-11-01,72.717
2025-07-27,2025-07-27,1995-12-01,72.9638
2025-07-27,2025-07-27,1996-01-01,72.5712
2025-07-27,2025-07-27,1996-02-01,73.6207
2025-07-27,2025-07-27,1996-03-01,73.5141
2025-07-27,2025-07-27,1996-04-01,74.2491
2025-07-27,2025-07-27,1996-05-01,74.8142
2025-07-27,2025-07-27,1996-06-01,75.3726
2025-07-27,2025-07-27,1996-07-01,75.3738
2025-07-27,2025-07-27,1996-08-01,75.7557
2025-07-27,2025-07-27,1996-09-01,76.2302
2025-07-27,2025-07-27,1996-10-01,76.2157
2025-07-27,2025-07-27,1996-11-01,76.8973
2025-07-27,2025-07-27,1996-12-01,77.3772
2025-07-27,2025-07-27,1997-01-01,77.5135
2025-07-27,2025-07-27,1997-02-01,78.4255
2025-07-27,2025-07-27,1997-03-01,78.9197
2025-07-27,2025-07-27,1997-04-01,78.9848
2025-07-27,2025-07-27,1997-05-01,79.4296
2025-07-27,2025-07-27,1997-06-01,79.7971
2025-07-27,2025-07-27,1997-07-01,80.4666
2025-07-27,2025-07-27,1997-08-01,81.2825
2025-07-27,2025-07-27,1997-09-01,82.0327
2025-07-27,2025-07-27,1997-10-01,82.7656
2025-07-27,2025-07-27,1997-11-01,83.427
2025-07-27,2025-07-27,1997-12-01,83.784
2025-07-27,2025-07-27,1998-01-01,84.1564
2025-07-27,2025-07-27,1998-02-01,84.3066
2025-07-27,2025-07-27,1998-03-01,84.342
2025-07-27,2025-07-27,1998-04-01,84.6339
2025-07-27,2025-07-27,1998-05-01,85.1867
2025-07-27,2025-07-27,1998-06-01,84.6809
2025-07-27,2025-07-27,1998-07-01,84.3445
2025-07-27,2025-07-27,1998-08-01,86.0816
2025-07-27,2025-07-27,1998-09-01,86.0023
2025-07-27,2025-07-27,1998-10-01,86.591
2025-07-27,2025-07-27,1998-11-01,86.5115
2025-07-27,2025-07-27,1998-12-01,86.8615
2025-07-27,2025-07-27,1999-01-01,87.2205
2025-07-27,2025-07-27,1999-02-01,87.726
2025-07-27,2025-07-27,1999-03-01,87.9125
2025-07-27,2025-07-27,1999-04-01,88.1082
2025-07-27,2025-07-27,1999-05-01,88.6483
2025-07-27,2025-07-27,1999-06-01,88.5903
2025-07-27,2025-07-27,1999-07-01,89.1098
2025-07-27,2025-07-27,1999-08-01,89.5007
2025-07-27,2025-07-27,1999-09-01,89.1304
2025-07-27,2025-07-27,1999-10-01,90.2709
2025-07-27,2025-07-27,1999-11-01,90.7528
2025-07-27,2025-07-27,1999-12-01,91.4784
2025-07-27,2025-07-27,2000-01-01,91.4092
2025-07-27,2025-07-27,2000-02-01,91.7245
2025-07-27,2025-07-27,2000-03-01,92.083
2025-07-27,2025-07-27,2000-04-01,92.6659
2025-07-27,2025-07-27,2000-05-01,92.9347
2025-07-27,2025-07-27,2000-06-01,93.0018
2025-07-27,2025-07-27,2000-07-01,92.8373
2025-07-27,2025-07-27,2000-08-01,92.591
2025-07-27,2025-07-27,2000-09-01,92.9827
2025-07-27,2025-07-27,2000-10-01,92.64
2025-07-27,2025-07-27,2000-11-01,92.6604
2025-07-27,2025-07-27,2000-12-01,92.3457
2025-07-27,2025-07-27,2001-01-01,91.8908
2025-07-27,2025-07-27,2001-02-01,91.2851
2025-07-27,2025-07-27,2001-03-01,91.0585
2025-07-27,2025-07-27,2001-04-01,90.7384
2025-07-27,2025-07-27,2001-05-01,90.2607
2025-07-27,2025-07-27,2001-06-01,89.7811
2025-07-27,2025-07-27,2001-07-01,89.2352
2025-07-27,2025-07-27,2001-08-01,89.157
2025-07-27,2025-07-27,2001-09-01,88.6749
2025-07-27,2025-07-27,2001-10-01,88.4051
2025-07-27,2025-07-27,2001-11-01,87.886
2025-07-27,2025-07-27,2001-12-01,87.8518
2025-07-27,2025-07-27,2002-01-01,88.4634
2025-07-27,2025-07-27,2002-02-01,88.4578
2025-07-27,2025-07-27,2002-03-01,89.1265
2025-07-27,2025-07-27,2002-04-01,89.5507
2025-07-27,2025-07-27,2002-05-01,89.9348
2025-07-27,2025-07-27,2002-06-01,90.6736
2025-07-27,2025-07-27,2002-07-01,90.6436
2025-07-27,2025-07-27,2002-08-01,90.5505
2025-07-27,2025-07-27,2002-09-01,90.6373
2025-07-27,2025-07-27,2002-10-01,90.3988
2025-07-27,2025-07-27,2002-11-01,90.8947
2025-07-27,2025-07-27,2002-12-01,90.3906
2025-07-27,2025-07-27,2003-01-01,91.1369
2025-07-27,2025-07-27,2003-02-01,91.2505
2025-07-27,2025-07-27,2003-03-01,91.0006
2025-07-27,2025-07-27,2003-04-01,90.4311
2025-07-27,2025-07-27,2003-05-01,90.4
2025-07-27,2025-07-27,2003-06-01,90.5196
2025-07-27,2025-07-27,2003-07-01,90.9869
2025-07-27,2025-07-27,2003-08-01,90.7933
2025-07-27,2025-07-27,2003-09-01,91.3819
2025-07-27,2025-07-27,2003-10-01,91.5049
2025-07-27,2025-07-27,2003-11-01,92.1265
2025-07-27,2025-07-27,2003-12-01,92.1732
2025-07-27,2025-07-27,2004-01-01,92.3268
2025-07-27,2025-07-27,2004-02-01,92.8995
2025-07-27,2025-07-27,2004-03-01,92.5368
2025-07-27,2025-07-27,2004-04-01,92.8957
2025-07-27,2025-07-27,2004-05-01,93.5845
2025-07-27,2025-07-27,2004-06-01,92.8651
2025-07-27,2025-07-27,2004-07-01,93.5502
2025-07-27,2025-07-27,2004-08-01,93.6301
2025-07-27,2025-07-27,2004-09-01,93.7353
2025-07-27,2025-07-27,2004-10-01,94.5695
2025-07-27,2025-07-27,2004-11-01,94.8015
2025-07-27,2025-07-27,2004-12-01,95.5415
2025-07-27,2025-07-27,2005-01-01,95.8785
2025-07-27,2025-07-27,2005-02-01,96.5709
2025-07-27,2025-07-27,2005-03-01,96.4345
2025-07-27,2025-07-27,2005-04-01,96.6347
2025-07-27,2025-07-27,2005-05-01,96.7251
2025-07-27,2025-07-27,2005-06-01,97.1483
2025-07-27,2025-07-27,2005-07-01,96.8397
2025-07-27,2025-07-27,2005-08-01,97.1584
2025-07-27,2025-07-27,2005-09-01,95.2764
2025-07-27,2025-07-27,2005-10-01,96.4411
2025-07-27,2025-07-27,2005-11-01,97.5016
2025-07-27,2025-07-27,2005-12-01,97.9723
2025-07-27,2025-07-27,2006-01-01,98.127
2025-07-27,2025-07-27,2006-02-01,98.1687
2025-07-27,2025-07-27,2006-03-01,98.3913
2025-07-27,2025-07-27,2006-04-01,98.6826
2025-07-27,2025-07-27,2006-05-01,98.7074
2025-07-27,2025-07-27,2006-06-01,99.0398
2025-07-27,2025-07-27,2006-07-01,98.9751
2025-07-27,2025-07-27,2006-08-01,99.4047
2025-07-27,2025-07-27,2006-09-01,99.2246
2025-07-27,2025-07-27,2006-10-01,99.1229
2025-07-27,2025-07-27,2006-11-01,99.0963
2025-07-27,2025-07-27,2006-12-01,100.1125
2025-07-27,2025-07-27,2007-01-01,99.7546
2025-07-27,2025-07-27,2007-02-01,100.7166
2025-07-27,2025-07-27,2007-03-01,100.8952
2025-07-27,2025-07-27,2007-04-01,101.5723
2025-07-27,2025-07-27,2007-05-01,101.6269
2025-07-27,2025-07-27,2007-06-01,101.6547
2025-07-27,2025-07-27,2007-07-01,101.4953
2025-07-27,2025-07-27,2007-08-01,101.6943
2025-07-27,2025-07-27,2007-09-01,101.9428
2025-07-27,2025-07-27,2007-10-01,101.6446
2025-07-27,2025-07-27,2007-11-01,102.2167
2025-07-27,2025-07-27,2007-12-01,102.2764
2025-07-27,2025-07-27,2008-01-01,102.1493
2025-07-27,2025-07-27,2008-02-01,101.7756
2025-07-27,2025-07-27,2008-03-01,101.4508
2025-07-27,2025-07-27,2008-04-01,100.7554
2025-07-27,2025-07-27,2008-05-01,100.1336
2025-07-27,2025-07-27,2008-06-01,99.8728
2025-07-27,2025-07-27,2008-07-01,99.4194
2025-07-27,2025-07-27,2008-08-01,97.8491
2025-07-27,2025-07-27,2008-09-01,93.5576
2025-07-27,2025-07-27,2008-10-01,94.4985
2025-07-27,2025-07-27,2008-11-01,93.2617
2025-07-27,2025-07-27,2008-12-01,90.6266
2025-07-27,2025-07-27,2009-01-01,88.3712
2025-07-27,2025-07-27,2009-02-01,87.843
2025-07-27,2025-07-27,2009-03-01,86.4689
2025-07-27,2025-07-27,2009-04-01,85.7903
2025-07-27,2025-07-27,2009-05-01,84.9436
2025-07-27,2025-07-27,2009-06-01,84.6746
2025-07-27,2025-07-27,2009-07-01,85.6853
2025-07-27,2025-07-27,2009-08-01,86.6393
2025-07-27,2025-07-27,2009-09-01,87.3821
2025-07-27,2025-07-27,2009-10-01,87.5809
2025-07-27,2025-07-27,2009-11-01,87.9388
2025-07-27,2025-07-27,2009-12-01,88.2404
2025-07-27,2025-07-27,2010-01-01,89.1897
2025-07-27,2025-07-27,2010-02-01,89.5046
2025-07-27,2025-07-27,2010-03-01,90.1356
2025-07-27,2025-07-27,2010-04-01,90.4607
2025-07-27,2025-07-27,2010-05-01,91.7014
2025-07-27,2025-07-27,2010-06-01,91.9033
2025-07-27,2025-07-27,2010-07-01,92.2549
2025-07-27,2025-07-27,2010-08-01,92.5936
2025-07-27,2025-07-27,2010-09-01,92.8533
2025-07-27,2025-07-27,2010-10-01,92.6033
2025-07-27,2025-07-27,2010-11-01,92.6686
2025-07-27,2025-07-27,2010-12-01,93.5916
2025-07-27,2025-07-27,2011-01-01,93.3889
2025-07-27,2025-07-27,2011-02-01,93.0045
2025-07-27,2025-07-27,2011-03-01,93.9684
2025-07-27,2025-07-27,2011-04-01,93.6571
2025-07-27,2025-07-27,2011-05-01,93.7723
2025-07-27,2025-07-27,2011-06-01,94.0493
2025-07-27,2025-07-27,2011-07-01,94.4958
2025-07-27,2025-07-27,2011-08-01,95.0974
2025-07-27,2025-07-27,2011-09-01,95.0244
2025-07-27,2025-07-27,2011-10-01,95.6891
2025-07-27,2025-07-27,2011-11-01,95.6778
