iter	RMSE
174	2.591889292
175	2.578963637
176	2.567383263
177	2.564961042
178	2.556871396
179	2.554442828
180	2.546913471
181	2.534618487
182	2.529828549
183	2.519502237
184	2.517428971
185	2.507499413
186	2.495426946
187	2.482774259
188	2.473743777
189	2.459893784
190	2.453948024
191	2.440692784
192	2.434010551
193	2.428644668
194	2.420803349
195	2.411220682
196	2.40819337
197	2.405756783
198	2.397757144
199	2.391438375
200	2.373929194
201	2.36117909
202	2.35009496
203	2.339275826
204	2.327131236
205	2.317168734
206	2.30650171
207	2.30446666
208	2.29261723
209	2.286131353
210	2.283868785
211	2.271502771
212	2.269404361
213	2.261320696
214	2.251842157
215	2.249714082
216	2.243337866
217	2.23277795
218	2.231149513
219	2.224190608
220	2.222100418
221	2.217698906
222	2.210327284
223	2.201942546
224	2.191260607
225	2.188523893
226	2.177641465
227	2.164906965
228	2.155253551
229	2.146109509
230	2.143588271
231	2.134339962
232	2.132862191
233	2.124561278
234	2.117747847
235	2.116618422
236	2.106639903
237	2.097339081
238	2.089146822
239	2.087782285
240	2.080448369
241	2.077080341
242	2.075719148
243	2.065841272
244	2.057100651
245	2.051157131
246	2.041515459
247	2.032727785
248	2.024844633
249	2.023566851
250	2.014558452
251	2.009031908
252	2.001297921
253	1.993502394
254	1.987423736
255	1.979539374
256	1.972400103
257	1.966145704
258	1.964883172
259	1.956319876
260	1.955117164
261	1.953523902
262	1.947357913
263	1.941750375
264	1.938098808
265	1.934856229
266	1.93341251
267	1.92206817
268	1.914996842
269	1.906834441
270	1.897429292
271	1.892606531
272	1.885226417
273	1.879313151
274	1.875194282
275	1.872131691
276	1.863591149
277	1.858998536
278	1.849863034
279	1.846063199
280	1.837775636
281	1.832349459
282	1.831269011
283	1.824005474
284	1.817521196
285	1.809588081
286	1.799121085
287	1.793825175
288	1.784901628
289	1.783836908
290	1.780054576
291	1.775106492
292	1.76996323
293	1.763934333
294	1.756230441
295	1.75318591
296	1.750035568
297	1.744201486
298	1.740758819
299	1.738962398
300	1.730509848
301	1.729507789
302	1.721653734
303	1.714444497
304	1.707218473
305	1.703436733
306	1.702479066
307	1.701589107
308	1.697640009
309	1.691925861
310	1.690399839
311	1.684826507
312	1.676657976
313	1.673713137
314	1.67175559
315	1.667016707
316	1.659290741
317	1.653607867
318	1.646815401
319	1.642721186
320	1.641840628
321	1.63788725
322	1.629956646
323	1.622564069
324	1.619266697
325	1.612409661
326	1.611608801
327	1.608095036
328	1.604775213
329	1.59699714
330	1.589127194
331	1.588335476
332	1.5862353
333	1.581553325
334	1.575685514
335	1.572429915
336	1.569535277
337	1.566403859
338	1.56237409
339	1.561602779
340	1.556526673
341	1.550082038
342	1.542174163
343	1.53291411
344	1.527307033
345	1.524777445
346	1.523125638
347	1.519322875
348	1.518647077
349	1.512890355
350	1.510556872
351	1.509345859
352	1.508686004
353	1.505165521
354	1.501025416
355	1.496026308
356	1.488206651
357	1.483724529
358	1.481273435
359	1.475068162
360	1.470081426
361	1.464948372
362	1.460899484
363	1.457665254
364	1.456954472
365	1.452633288
366	1.450400058
367	1.448338745
368	1.446423162
369	1.441659879
370	1.438893154
371	1.438273104
372	1.435627664
373	1.432155039
374	1.427210116
375	1.421510309
376	1.418799799
377	1.412917686
378	1.402682696
379	1.39697861
380	1.396373191
381	1.390813101
382	1.384758211
383	1.382077504
384	1.380439049
385	1.377269242
386	1.37001611
387	1.367460386
388	1.362723775
389	1.35530288
390	1.350761265
391	1.344098683
392	1.33754358
393	1.334329541
394	1.328962213
395	1.324430694
396	1.323924291
397	1.319205014
398	1.318075555
399	1.312476989
400	1.311897413
401	1.306124944
402	1.305221854
403	1.304656171
404	1.300330913
405	1.297732522
406	1.292497875
407	1.286990412
408	1.28136132
409	1.279215692
410	1.277631424
411	1.275611035
412	1.272053053
413	1.271518378
414	1.268100806
415	1.266604309
416	1.262411356
417	1.259467361
418	1.256316415
419	1.255264751
420	1.253809522
421	1.25079346
422	1.246340732
423	1.245774948
424	1.241476417
425	1.23590359
426	1.235395404
427	1.232192815
428	1.231660217
429	1.226351104
430	1.225891587
431	1.220034124
432	1.216775194
433	1.21309773
434	1.209511377
435	1.204918909
436	1.200375977
437	1.19516989
438	1.190831748
439	1.190205335
440	1.18673793
441	1.181605292
442	1.177989558
443	1.176336031
444	1.172013867
445	1.171568423
446	1.164751101
447	1.159365087
448	1.153025225
449	1.148573377
450	1.142451155
451	1.142029582
452	1.138276331
453	1.136418121
454	1.134984103
455	1.13386612
456	1.13340684
457	1.129507357
458	1.124147902
459	1.121272041
460	1.12080101
461	1.120010835
462	1.118744421
463	1.115671625
464	1.112735049
465	1.108714638
466	1.104706706
467	1.102962652
468	1.099513646
469	1.09833755
470	1.095921479
471	1.09233395
472	1.085894355
473	1.080789289
474	1.080260957
475	1.079191964
476	1.077304542
477	1.076994381
478	1.075321522
479	1.073915177
480	1.071475349
481	1.068371625
482	1.067317084
483	1.063965736
484	1.061256785
485	1.057830095
486	1.055636365
487	1.052227407
488	1.050711278
489	1.045627194
490	1.042085923
491	1.041668067
492	1.037122787
493	1.030637664
494	1.026458606
495	1.026037057
496	1.024246511
497	1.023996407
498	1.022537692
499	1.020847782
500	1.020540015
501	1.017871329
502	1.013976517
503	1.011964381
504	1.011175265
505	1.006746278
506	1.003262165
507	1.000324606
508	0.9988800594
509	0.9967740304
510	0.9944094709
511	0.9904491478
512	0.9880344087
513	0.9845823835
514	0.9834063632
515	0.9775792487
516	0.9748480034
517	0.9745014912
518	0.9720463703
519	0.9680399222
520	0.9664517908
521	0.9653648044
522	0.9616484458
523	0.9592769906
524	0.9560511889
525	0.952042848
526	0.9516819422
527	0.9507540295
528	0.950417771
529	0.9501017089
530	0.9495886712
531	0.9458659222
532	0.9456522047
533	0.9453560439
534	0.9443655912
535	0.9439430664
536	0.9404362914
537	0.9402513742
538	0.9397778963
539	0.9355764049
540	0.9353659426
541	0.9351858781
542	0.9347197178
543	0.931543353
544	0.9269248275
545	0.9266483474
546	0.9221699844
547	0.9180131974
548	0.9162001996
549	0.9157574436
550	0.913887496
551	0.9130860681
552	0.9111123374
553	0.9109189059
554	0.9092315097
555	0.9060414165
556	0.9049018706
557	0.9039408071
558	0.903673369
559	0.9029389416
560	0.8987195349
561	0.8984997926
562	0.8951641693
563	0.8929779486
564	0.8917848883
565	0.8897719693
566	0.8880172347
567	0.8835674406
568	0.8815166003
569	0.8785084005
570	0.8780925001
571	0.8757543863
572	0.8732514428
573	0.8729873403
574	0.8728346964
575	0.8703669113
576	0.8682599876
577	0.8680061841
578	0.8668619368
579	0.8664289313
580	0.8661732323
581	0.8634434775
582	0.8620151249
583	0.8609282739
584	0.8584512452
585	0.8571010404
586	0.8534386964
587	0.851456101
588	0.8482912894
589	0.8457148348
590	0.8441271158
591	0.8430460751
592	0.8422484283
593	0.8387316578
594	0.8372513659
595	0.8348977901
596	0.8337716981
597	0.8328177091
598	0.8281206427
599	0.8249675393
